id,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,review_scores_rating
2082223,40.71031496,-74.01637828,Apartment,Private room,1,1,1,1,Real Bed,80,90
2986941,40.71727867,-74.01524009,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,100
1712688,40.71177334,-74.01729972,Apartment,Entire home/apt,2,1,0,1,Real Bed,400,
845495,40.70742647,-74.01731675,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,97
2373737,40.70773065,-74.01754345,Apartment,Entire home/apt,4,1,1,1,Real Bed,255,93
1777007,40.71077738,-74.01623345,Apartment,Shared room,1,,1,1,Couch,43,94
7331616,40.70829851,-74.01738597,Apartment,Shared room,1,1,1,1,Real Bed,66,
7545654,40.71108553,-74.01521656,Apartment,Private room,1,1,1,1,Real Bed,85,80
2932027,40.71286355,-74.01437382,Apartment,Private room,2,1,1,1,Real Bed,165,96
1431373,40.71158149,-74.01665835,Apartment,Private room,2,1,1,1,Real Bed,128,89
6676468,40.71093167,-74.01770705,Other,Private room,2,2,1,2,Real Bed,130,100
5638546,40.71027244,-74.01634108,Apartment,Private room,2,1,1,1,Real Bed,185,100
7572679,40.71139399,-74.01558939,Apartment,Private room,2,1,1,1,Real Bed,60,80
1377832,40.7100548,-74.01688869,Apartment,Private room,1,1,1,1,Real Bed,200,
8089213,40.71031342,-74.0153701,Apartment,Private room,2,1,1,1,Real Bed,95,
5845303,40.71125218,-74.01716763,Apartment,Entire home/apt,2,1,1,1,Real Bed,195,93
4091703,40.71078453,-74.01542289,Apartment,Entire home/apt,2,1,1,1,Real Bed,189,97
1198449,40.71111219,-74.01735578,Apartment,Entire home/apt,4,1,1,2,Real Bed,270,100
6656727,40.70656758,-74.01726716,Apartment,Entire home/apt,3,2,1,1,Real Bed,235,95
7595545,40.70992266,-74.01695985,Apartment,Entire home/apt,2,1,1,1,Real Bed,260,100
903575,40.70404353,-74.01657166,Apartment,Entire home/apt,2,1,1,1,Real Bed,204,95
1978394,40.70817839,-74.01550424,Apartment,Entire home/apt,4,1,1,2,Real Bed,249,97
7515654,40.70417084,-74.01663705,Apartment,Private room,2,1,1,1,Real Bed,100,
1381569,40.70996998,-74.01476565,Apartment,Entire home/apt,2,1,1,1,Real Bed,279,100
1187540,40.70963235,-74.0151852,Apartment,Private room,1,1,1,1,Real Bed,90,100
1272550,40.70850979,-74.01768903,Apartment,Entire home/apt,4,1,1,1,Real Bed,210,
3157420,40.71028726,-74.01725347,Apartment,Private room,2,1,1,1,Real Bed,100,80
9073,40.70550522,-74.01765551,Apartment,Entire home/apt,2,1,1,2,Real Bed,300,
7347106,40.71210382,-74.01593239,Apartment,Entire home/apt,2,1,0,1,Real Bed,139,
264577,40.70649419,-74.01646315,Apartment,Shared room,3,1,1,2,Real Bed,139,89
5639029,40.71054114,-74.01735936,House,Private room,2,1,1,1,Real Bed,185,
7297260,40.70963595,-74.01685538,Apartment,Entire home/apt,2,1,1,1,Real Bed,119,100
1449595,40.70709395,-74.01569051,Apartment,Private room,2,1,1,1,Real Bed,100,95
4597940,40.70856015,-74.01684678,Apartment,Entire home/apt,2,1,1,1,Real Bed,190,95
3811251,40.70917022,-74.01545398,Apartment,Entire home/apt,2,1,0,1,Real Bed,250,74
7320871,40.7059353,-74.01701933,Apartment,Entire home/apt,3,1,1,1,Real Bed,180,90
1983000,40.70629839,-74.01834057,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,
5507854,40.70691279,-74.0160061,Apartment,Entire home/apt,2,1,0,1,Real Bed,200,
3950516,40.71093252,-74.01523794,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,84
7228194,40.70891398,-74.01598038,Apartment,Entire home/apt,2,1,0,1,Real Bed,169,100
6967546,40.71000382,-74.01688703,Apartment,Entire home/apt,6,1,1,1,Real Bed,209,93
3825362,40.70737139,-74.01620978,Apartment,Entire home/apt,4,1,1,1,Real Bed,275,100
2254535,40.70894812,-74.01568454,Apartment,Entire home/apt,2,1,0,1,Real Bed,500,
3959369,40.71184768,-74.01719199,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,100
4090892,40.71033977,-74.01674486,Apartment,Entire home/apt,4,1,1,1,Real Bed,229,100
6712551,40.70689644,-74.01810857,Apartment,Entire home/apt,6,2.5,3,5,Real Bed,400,100
4492091,40.71214431,-74.01716599,Apartment,Private room,1,1,1,1,Real Bed,140,100
1868922,40.71063222,-74.01815818,Apartment,Private room,2,1,1,1,Real Bed,79,94
2656101,40.70638954,-74.01654004,Apartment,Private room,1,0.5,1,1,Real Bed,75,100
4964838,40.71181626,-74.01725074,Apartment,Entire home/apt,4,1,1,2,Real Bed,185,80
7638309,40.7110253,-74.01661612,Apartment,Private room,1,1,1,1,Real Bed,125,
4103146,40.70719995,-74.01693887,Apartment,Entire home/apt,2,1,1,1,Real Bed,270,
5861447,40.70635424,-74.01695261,Apartment,Entire home/apt,2,1,0,1,Real Bed,235,93
7775627,40.70744488,-74.01663442,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,
6451477,40.70651425,-74.01635757,Apartment,Entire home/apt,2,1,0,1,Real Bed,139,80
460979,40.70829837,-74.01848079,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,100
7655858,40.70461253,-74.0169434,Apartment,Entire home/apt,2,1,0,1,Real Bed,400,
7134651,40.71160023,-74.01644672,Apartment,Private room,2,1,1,1,Real Bed,100,
6480467,40.70736331,-74.01822135,Apartment,Private room,2,1,1,1,Real Bed,210,
2821852,40.71191151,-74.01543287,Apartment,Shared room,1,1,1,1,Airbed,95,87
470498,40.71011911,-74.01504377,Apartment,Private room,2,1,1,1,Real Bed,65,100
7484427,40.7079739,-74.01562407,Apartment,Private room,1,1,1,1,Real Bed,100,
6633613,40.70625031,-74.01687671,Apartment,Private room,2,1,1,1,Real Bed,80,
5850584,40.70782592,-74.01551141,Apartment,Private room,1,1,1,1,Real Bed,105,100
7292982,40.70614182,-74.01728945,Apartment,Private room,1,1,1,1,Real Bed,50,
6637806,40.70575441,-74.01725041,Apartment,Private room,1,1,1,1,Real Bed,80,100
7555525,40.70871333,-74.01768282,Apartment,Entire home/apt,3,1,1,1,Real Bed,250,
2189115,40.70975658,-74.01544001,Apartment,Private room,2,1,1,1,Real Bed,200,100
6911878,40.70675537,-74.01648779,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,100
4088979,40.71158874,-74.01599227,Apartment,Entire home/apt,2,1,0,1,Real Bed,160,100
245620,40.70929239,-74.01542152,Apartment,Entire home/apt,6,1,1,2,Real Bed,250,93
2083269,40.70999843,-74.01746106,Apartment,Entire home/apt,4,1,1,1,Real Bed,1250,
4706408,40.71164807,-74.01763041,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,
7852297,40.70652311,-74.01715222,Apartment,Private room,1,1,1,1,Real Bed,65,
3792297,40.70502228,-74.01760897,Apartment,Entire home/apt,3,1,0,1,Real Bed,139,95
6939260,40.70885296,-74.01578739,Apartment,Entire home/apt,2,1,0,1,Real Bed,185,
3139723,40.71073127,-74.01686559,Apartment,Private room,2,1,1,1,Real Bed,250,86
5826482,40.71210589,-74.01591398,Apartment,Shared room,2,1,1,1,Real Bed,90,92
7873585,40.71239744,-74.01553505,Apartment,Entire home/apt,2,1,0,1,Real Bed,130,
1531136,40.71059654,-74.01719178,Apartment,Entire home/apt,3,1,0,2,Real Bed,125,89
7697603,40.71034407,-74.01734898,Apartment,Entire home/apt,4,1,1,2,Real Bed,249,
5720649,40.70634852,-74.01845014,Apartment,Entire home/apt,3,1,0,1,Real Bed,185,100
3806630,40.70695436,-74.01690398,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,100
4409421,40.71580926,-74.01534379,Apartment,Entire home/apt,2,1,0,2,Real Bed,275,100
6215213,40.70921773,-74.01848761,Apartment,Entire home/apt,5,1,2,2,Real Bed,250,100
3942731,40.70797453,-74.01693367,Apartment,Entire home/apt,4,1,1,2,Real Bed,225,95
834982,40.71659858,-74.01412614,Apartment,Entire home/apt,4,1,1,1,Real Bed,225,85
2936054,40.71016572,-74.01591221,Apartment,Entire home/apt,4,1,1,1,Real Bed,325,98
1673849,40.70760441,-74.0179665,Apartment,Entire home/apt,4,1,1,2,Real Bed,240,100
6568523,40.71010147,-74.01720778,Apartment,Entire home/apt,3,1,2,3,Real Bed,175,80
6921473,40.71074955,-74.01783305,Apartment,Private room,2,1,1,1,Real Bed,200,
5670387,40.71213756,-74.0153699,Apartment,Private room,1,1,1,1,Real Bed,85,
6316871,40.70855401,-74.01710661,Apartment,Private room,1,1,1,1,Real Bed,100,53
7513635,40.71209042,-74.01689821,Apartment,Entire home/apt,4,1,0,2,Real Bed,500,
6155266,40.71212796,-74.01703226,Apartment,Entire home/apt,2,1,0,1,Real Bed,155,95
4530101,40.70827605,-74.0178016,Apartment,Entire home/apt,4,1,1,1,Real Bed,300,60
5144389,40.70576059,-74.01669159,Apartment,Entire home/apt,3,1,0,1,Real Bed,159,97
6114526,40.70623537,-74.01639481,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,80
1203306,40.7111293,-74.01786403,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,
1615764,40.71238683,-74.01619611,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,
7691534,40.70802838,-74.01734825,Apartment,Entire home/apt,2,2,2,1,Real Bed,200,
17296,40.70944617,-74.01664922,Apartment,Entire home/apt,4,1,1,2,Real Bed,320,96
31340,40.71062337,-74.01539811,Apartment,Entire home/apt,3,1,1,1,Real Bed,185,96
4270462,40.71228281,-74.01647225,Apartment,Private room,1,0.5,1,1,Real Bed,110,
67502,40.70956118,-74.01578168,Apartment,Entire home/apt,5,1,2,3,Real Bed,200,85
110784,40.70943414,-74.01810405,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,91
4285967,40.70612216,-74.01746506,Apartment,Entire home/apt,3,1,0,1,Real Bed,282,92
2214300,40.7045529,-74.01700283,Apartment,Entire home/apt,2,1,0,1,Futon,200,
6553881,40.71169764,-74.0167134,Apartment,Entire home/apt,4,1,1,2,Real Bed,175,90
925730,40.71889662,-73.99653885,Apartment,Entire home/apt,1,1,1,1,Real Bed,155,90
4948527,40.71502225,-73.99989272,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,95
8090817,40.71841956,-73.99516217,Apartment,Private room,3,1,1,1,Real Bed,99,80
6479874,40.71702395,-74.00027432,Apartment,Private room,2,1,1,2,Real Bed,99,60
715583,40.71533536,-73.9918809,Apartment,Private room,2,1,1,1,Real Bed,129,89
778390,40.71293756,-73.99589102,Apartment,Private room,2,1,1,1,Real Bed,106,84
7716401,40.71650467,-73.9909095,Apartment,Entire home/apt,4,1,2,2,Real Bed,243,40
1704132,40.71481593,-73.99882464,Apartment,Private room,1,1,1,1,Real Bed,40,84
5403986,40.7149894,-73.99602252,Apartment,Private room,2,1,1,1,Real Bed,90,98
7957668,40.71460361,-73.99737372,Apartment,Private room,2,1,1,1,Real Bed,135,
3602739,40.7159366,-73.99297459,Apartment,Private room,1,1,1,1,Real Bed,90,98
3826620,40.7173693,-73.99972127,Apartment,Private room,4,1,1,2,Real Bed,184,82
6261272,40.71381254,-73.99763107,Apartment,Private room,2,1,1,1,Real Bed,100,
4973452,40.7165243,-73.99800677,Apartment,Private room,2,2,1,1,Real Bed,75,
869615,40.71411917,-73.99149669,Apartment,Private room,2,,1,1,Real Bed,100,87
846454,40.71330816,-73.99424959,Loft,Private room,3,2,1,1,Futon,200,89
7574192,40.71575031,-73.99643458,Apartment,Entire home/apt,2,1,1,1,Real Bed,164,
7070947,40.71812699,-73.99665213,Apartment,Private room,2,2,1,1,Real Bed,180,
2079789,40.71404522,-73.99269918,Apartment,Private room,2,1,1,1,Real Bed,90,82
7982644,40.7162005,-73.99386083,Apartment,Private room,2,1,1,1,Real Bed,80,
5121847,40.71552587,-73.9911476,Apartment,Private room,1,1,1,1,Real Bed,129,97
4930811,40.71378717,-73.99866232,Apartment,Private room,2,2,1,1,Real Bed,60,
6577070,40.71297966,-73.9977389,Apartment,Private room,1,1,1,1,Real Bed,77,77
1368674,40.71593337,-73.99969008,Apartment,Entire home/apt,5,1,2,2,Real Bed,195,82
7620706,40.7169846,-73.99609896,Apartment,Private room,4,1,1,2,Real Bed,165,
7491108,40.71699568,-73.99696861,Apartment,Private room,2,1,1,1,Real Bed,115,80
6902070,40.71496005,-73.99804266,Apartment,Private room,2,1,1,1,Real Bed,120,
4824051,40.7138658,-73.99340226,Apartment,Private room,2,1,1,1,Real Bed,60,80
6438596,40.71513607,-73.99960533,Apartment,Private room,1,1,1,1,Real Bed,60,100
967055,40.71453143,-73.9916001,Apartment,Private room,3,1,1,2,Real Bed,85,89
4881015,40.71645807,-73.9930746,Apartment,Entire home/apt,4,1,1,1,Futon,120,82
4375050,40.71638257,-73.99756931,Apartment,Entire home/apt,6,1,1,3,Real Bed,200,86
3344400,40.71674532,-73.99663333,Loft,Entire home/apt,12,2,4,6,Real Bed,830,91
2045533,40.71674674,-73.99822648,Apartment,Entire home/apt,4,1,1,1,Real Bed,264,95
6843813,40.71484326,-73.99875538,Apartment,Entire home/apt,7,1,3,4,Real Bed,292,94
8111319,40.71421728,-73.99830896,Apartment,Entire home/apt,1,1,1,1,Real Bed,150,
8134445,40.71616988,-73.98951295,Apartment,Private room,2,1,1,1,Real Bed,145,
3852580,40.71565222,-73.99992685,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,96
6974188,40.71386971,-73.99417385,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,
7572103,40.71378765,-73.99112172,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,
179226,40.71801582,-74.00186534,Apartment,Entire home/apt,4,1,2,2,Real Bed,400,96
2065473,40.71559676,-73.99958302,Apartment,Entire home/apt,3,1,2,2,Real Bed,345,57
4317774,40.71546268,-73.99809002,Apartment,Entire home/apt,5,1,2,4,Real Bed,289,91
7843632,40.71544101,-73.99443576,Apartment,Entire home/apt,13,2.5,4,9,Real Bed,750,
8046306,40.71474725,-73.99281083,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,
808809,40.71612348,-73.99377233,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,86
26094,40.71381022,-73.99100887,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,95
5903889,40.71757611,-73.99201069,Apartment,Private room,2,1,1,1,Real Bed,74,
417935,40.71325095,-73.99532971,Apartment,Entire home/apt,3,1,2,1,Real Bed,180,100
5902026,40.71662714,-73.99921383,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,96
6589456,40.71366193,-73.99497016,Apartment,Entire home/apt,2,1,1,1,Real Bed,195,
7651446,40.71860825,-73.99575767,Apartment,Entire home/apt,6,1,2,3,Real Bed,240,
4884376,40.71733663,-73.99364701,Apartment,Entire home/apt,4,1,1,1,Futon,110,68
1235759,40.71425802,-73.99675507,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,
5238,40.71344379,-73.99037468,Apartment,Entire home/apt,3,1,1,1,Real Bed,140,94
7343279,40.71550859,-73.99105203,Apartment,Entire home/apt,3,1,1,2,Real Bed,139,
5261865,40.71346012,-73.9975684,Apartment,Private room,2,1,1,1,Real Bed,167,100
19319,40.71471258,-73.99070436,Apartment,Private room,2,1,1,1,Real Bed,120,98
1836495,40.71500997,-73.99205866,Apartment,Private room,2,1,1,1,Real Bed,118,82
395377,40.71472448,-73.9936233,Apartment,Private room,5,1,1,3,Real Bed,280,
4718160,40.71346517,-73.99611612,Apartment,Private room,2,1,1,1,Real Bed,149,88
4460061,40.71673483,-73.99015783,Apartment,Private room,4,1,1,2,Real Bed,220,
3415958,40.71363207,-73.99368022,Apartment,Private room,2,2,1,1,Real Bed,95,94
4726722,40.71686368,-73.99266379,Apartment,Entire home/apt,4,1,2,2,Real Bed,400,
4068766,40.7135585,-73.99444328,Apartment,Private room,2,1,1,1,Real Bed,70,80
6822816,40.71653596,-73.99122606,Apartment,Private room,2,1,1,1,Real Bed,110,
1187411,40.7166136,-73.99083112,Apartment,Entire home/apt,2,1,1,1,Real Bed,209,93
4727843,40.71673198,-73.99339504,Apartment,Private room,1,1,1,1,Real Bed,100,
5467902,40.71690445,-73.99432597,Apartment,Entire home/apt,4,1,2,2,Real Bed,190,90
2500390,40.71669223,-73.99792023,Apartment,Private room,2,1,1,1,Real Bed,65,95
7613846,40.71441563,-73.99895109,Apartment,Shared room,2,1,1,1,Pull-out Sofa,100,87
4764269,40.71632304,-73.98947052,Apartment,Entire home/apt,4,1,2,3,Real Bed,190,80
6434484,40.71383646,-73.99108948,Apartment,Entire home/apt,3,1,2,3,Real Bed,239,
274259,40.71639773,-73.98937865,Apartment,Private room,2,2,1,1,Real Bed,95,100
3026766,40.71448855,-73.99201812,Apartment,Private room,3,1,1,1,Real Bed,95,93
5123940,40.71716877,-73.99929452,Apartment,Entire home/apt,3,1,0,1,Real Bed,125,79
4077428,40.71585053,-73.99013662,Apartment,Entire home/apt,3,1,1,1,Real Bed,170,100
8011605,40.71608096,-73.99425497,Apartment,Private room,1,1,1,1,Real Bed,68,
1466053,40.71516071,-73.99154322,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,84
804246,40.7178578,-73.99517957,Apartment,Private room,2,1,1,2,Real Bed,184,92
3913635,40.71671654,-73.99183694,Apartment,Private room,2,1,1,1,Real Bed,105,81
282443,40.71600534,-73.99123404,Apartment,Entire home/apt,2,1,1,1,Real Bed,113,96
282406,40.71769319,-73.99375005,Apartment,Private room,1,1,1,1,Real Bed,82,90
5525510,40.71704779,-73.9966833,Apartment,Private room,1,1,1,1,Real Bed,75,100
939411,40.71474898,-73.99513316,Apartment,Entire home/apt,6,1,3,3,Real Bed,280,86
6576252,40.71670623,-73.99536871,Apartment,Private room,1,1,1,1,Real Bed,115,100
4872499,40.71357792,-73.99773941,Apartment,Private room,1,1,1,1,Futon,65,
4480308,40.71758555,-73.99220346,Apartment,Entire home/apt,2,1,0,1,Real Bed,200,94
4873699,40.71633105,-73.99132567,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,
6447797,40.71566472,-73.99313462,Apartment,Private room,2,1,1,1,Real Bed,89,90
4874958,40.71533471,-73.99507797,Loft,Entire home/apt,2,1,2,2,Real Bed,390,40
6447895,40.71691071,-73.99016893,Apartment,Private room,2,1,1,1,Real Bed,88,85
6187204,40.7154594,-73.99225523,Apartment,Private room,1,1,1,1,Futon,90,92
6712232,40.71799407,-73.99389418,Apartment,Private room,2,1,1,1,Real Bed,95,100
5926989,40.71552943,-73.99686053,Apartment,Private room,1,1,1,1,Real Bed,80,80
1340612,40.71614048,-73.99250098,Apartment,Entire home/apt,6,1,3,3,Real Bed,450,
2689566,40.71326037,-73.99574016,Apartment,Private room,2,1,1,1,Real Bed,193,90
293973,40.71630573,-73.99174485,Loft,Entire home/apt,2,1,1,1,Real Bed,300,
4622869,40.7157044,-73.99094191,Apartment,Entire home/apt,8,3,3,4,Real Bed,495,90
5934051,40.71738333,-73.99360415,Apartment,Entire home/apt,3,1,1,1,Real Bed,150,100
7111617,40.71661091,-73.99891683,Apartment,Entire home/apt,2,1,0,1,Real Bed,220,
4104660,40.71367523,-73.99022043,Apartment,Private room,2,1,1,1,Real Bed,115,92
6729586,40.71693162,-73.99233248,Apartment,Entire home/apt,4,2,2,4,Real Bed,300,94
1887003,40.71512,-73.99793764,Apartment,Private room,2,1,1,1,Real Bed,96,92
438773,40.71631455,-73.99115341,Apartment,Entire home/apt,2,1,1,1,Futon,95,86
2012368,40.71694852,-73.99177691,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,86
4726388,40.71645682,-73.99156566,Apartment,Private room,2,1,1,1,Real Bed,130,
4635425,40.71648083,-73.99120419,Other,Entire home/apt,4,1,0,2,Real Bed,200,98
8048042,40.71749568,-74.00326413,Apartment,Entire home/apt,4,1,1,1,Real Bed,299,
4243292,40.71626027,-73.9913853,Apartment,Entire home/apt,2,1,1,1,Real Bed,220,93
6693507,40.71421616,-73.99717266,Apartment,Shared room,1,1,1,1,Real Bed,99,
2398423,40.7168709,-73.99806619,Apartment,Private room,1,1,1,1,Futon,106,80
5571589,40.71429566,-73.99018683,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,90
329058,40.71830331,-73.99463348,Apartment,Entire home/apt,4,1,2,2,Real Bed,175,
4654712,40.7178729,-74.00076186,Apartment,Entire home/apt,3,1,1,1,Real Bed,165,93
4523683,40.71503539,-73.99106181,Apartment,Entire home/apt,2,1,1,1,Real Bed,129,90
7278981,40.71323637,-73.99613963,Apartment,Entire home/apt,2,1,1,2,Real Bed,80,80
4772472,40.71782942,-73.99366469,Apartment,Entire home/apt,3,1,1,2,Real Bed,130,100
4924257,40.71663752,-73.99334241,Apartment,Entire home/apt,4,1,2,2,Real Bed,199,89
6478503,40.71678747,-74.00003057,Apartment,Private room,1,1,1,1,Real Bed,99,100
7134550,40.7170553,-73.9928489,Apartment,Entire home/apt,2,1,1,2,Real Bed,110,
3330152,40.71353379,-73.99095779,Apartment,Entire home/apt,2,1,1,1,Real Bed,199,100
4776725,40.7166937,-73.99902698,Apartment,Entire home/apt,2,1,0,1,Real Bed,160,94
5040653,40.71723119,-73.99163791,Apartment,Private room,2,1,1,1,Real Bed,140,90
848071,40.71714974,-73.9934849,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,92
982276,40.71394963,-73.99379723,Apartment,Private room,1,1.5,1,1,Real Bed,95,95
6881310,40.71330149,-73.99647636,Apartment,Private room,2,2,1,1,Real Bed,50,
7897114,40.71448708,-73.99885001,Apartment,Private room,1,1,1,1,Real Bed,65,
7279024,40.71705594,-73.99875662,Apartment,Private room,2,1,1,2,Real Bed,100,85
7876210,40.71347113,-73.99535277,Apartment,Entire home/apt,2,1,0,1,Real Bed,127,
5838858,40.7150862,-73.99670399,Apartment,Private room,2,1,1,2,Real Bed,95,91
6102368,40.71620863,-73.99528994,Apartment,Entire home/apt,2,1,0,1,Real Bed,75,
8069858,40.71742681,-73.99372475,Apartment,Private room,1,1,1,1,Real Bed,60,
470746,40.71744667,-73.99664307,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,90
4141567,40.71450858,-73.99057247,Apartment,Private room,2,1.5,1,1,Real Bed,100,100
2437892,40.71482593,-73.99064162,Apartment,Entire home/apt,2,1,0,1,Real Bed,129,100
4142934,40.71625814,-73.99104362,Apartment,Entire home/apt,2,1,0,1,Real Bed,140,89
2310008,40.71626563,-73.99403627,Apartment,Private room,1,2,1,1,Real Bed,75,85
1655291,40.71576589,-73.99055191,Apartment,Entire home/apt,5,1,2,2,Real Bed,200,87
4801311,40.71372146,-73.99244679,Apartment,Entire home/apt,3,2,2,2,Real Bed,280,98
213714,40.71576109,-73.99865096,Apartment,Entire home/apt,4,1,2,1,Real Bed,190,92
7554458,40.71354364,-73.99118983,Apartment,Private room,1,1,1,1,Real Bed,90,
743549,40.71407922,-73.99302483,Apartment,Private room,4,1,1,2,Real Bed,100,96
6381420,40.71466586,-73.99349202,Loft,Entire home/apt,2,1,0,1,Real Bed,130,
2317627,40.71706643,-73.99718859,Apartment,Entire home/apt,3,1,1,1,Real Bed,165,89
4939433,40.71539749,-73.99055426,Apartment,Entire home/apt,4,2,2,2,Real Bed,250,
4810267,40.71812503,-73.99484809,Apartment,Private room,3,2,1,1,Real Bed,300,
7694336,40.71779087,-73.99402854,Apartment,Private room,2,1,1,1,Real Bed,88,100
692657,40.71724474,-73.99225345,Apartment,Private room,2,1,1,1,Futon,93,93
6017408,40.71387712,-73.99792348,Apartment,Private room,1,1,1,1,Real Bed,60,93
2059496,40.71633262,-73.99197254,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,100
6516146,40.71688134,-73.99808704,Apartment,Entire home/apt,2,1,1,1,Real Bed,195,
6778312,40.71665706,-73.98967701,Apartment,Entire home/apt,3,1,2,2,Real Bed,100,
880718,40.71607898,-73.992104,Loft,Entire home/apt,2,1,1,1,Real Bed,150,98
4778260,40.7158849,-73.99131582,Apartment,Private room,3,1,1,1,Real Bed,120,83
3402000,40.71856723,-74.00188162,Apartment,Entire home/apt,2,1,1,1,Real Bed,195,93
6912812,40.71656575,-73.99875018,Apartment,Entire home/apt,2,1,1,2,Real Bed,175,100
1305264,40.71647256,-73.99222908,Apartment,Entire home/apt,5,1,2,2,Real Bed,399,100
4556313,40.71558839,-73.99109833,Apartment,Entire home/apt,2,1,1,1,Real Bed,205,95
231145,40.71596898,-73.99658034,Apartment,Private room,2,1,1,1,Real Bed,125,88
6260522,40.71734825,-73.99696185,Apartment,Private room,2,1,1,1,Real Bed,115,
2066667,40.71634244,-73.99385049,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,99
234814,40.71492314,-73.99080156,Apartment,Entire home/apt,3,1,2,2,Real Bed,215,89
6921284,40.71868352,-73.99584926,Apartment,Entire home/apt,6,2,2,2,Real Bed,350,100
1548890,40.71803498,-74.00226201,Loft,Entire home/apt,7,1,3,4,Real Bed,475,94
8103766,40.71475078,-73.99256625,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,
6006934,40.71307874,-73.99592277,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,
632974,40.71679706,-73.98978932,Apartment,Private room,2,1,1,1,Real Bed,98,98
3518114,40.71509527,-73.99200528,Apartment,Entire home/apt,2,1,0,1,Real Bed,140,84
6272646,40.71480278,-73.99349694,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,90
3782294,40.71629344,-73.99398674,Apartment,Private room,2,1,1,1,Real Bed,120,100
4044625,40.71398792,-73.99107122,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,95
6011933,40.71495557,-73.99114292,Apartment,Private room,2,1,1,1,Futon,98,96
2473884,40.71671844,-73.9906669,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,90
5851939,40.71471737,-73.99245643,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,80
4743725,40.71498106,-73.99138958,Apartment,Entire home/apt,3,1,2,2,Real Bed,160,100
849574,40.71563555,-73.99087577,Apartment,Entire home/apt,3,1,1,1,Real Bed,175,94
4529951,40.71544784,-74.00007208,Apartment,Entire home/apt,3,1,1,1,Real Bed,180,
4956896,40.71476051,-73.99165311,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,
7983565,40.71776376,-73.99314392,Apartment,Entire home/apt,4,1,1,2,Real Bed,140,
7328319,40.71598986,-73.99354556,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,100
5755559,40.71701712,-73.99365671,Apartment,Private room,2,1,1,1,Real Bed,95,96
2086647,40.71651044,-73.99052778,Apartment,Entire home/apt,2,1,1,1,Real Bed,169,90
8116427,40.71620371,-73.99055733,Apartment,Entire home/apt,3,1,1,1,Real Bed,140,
252076,40.71460415,-73.991005,Apartment,Private room,2,2,1,1,Real Bed,105,96
3791176,40.71521114,-73.99228608,Apartment,Entire home/apt,4,1,1,2,Real Bed,165,96
6544440,40.71607285,-73.99644113,Apartment,Private room,1,1,1,1,Real Bed,90,93
3792507,40.71550146,-73.99123821,Apartment,Private room,4,1,1,2,Real Bed,175,90
6152478,40.71613836,-73.99130216,Apartment,Private room,1,1,1,1,Real Bed,95,40
255650,40.71459212,-73.99372061,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,95
7203844,40.71554118,-73.99267621,Apartment,Entire home/apt,2,1,1,2,Real Bed,140,89
720136,40.71664481,-73.98974681,Apartment,Private room,3,1,1,2,Real Bed,99,90
4059245,40.71473826,-73.9905871,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,100
914245,40.71512274,-73.99107902,Apartment,Entire home/apt,3,1,1,1,Real Bed,169,89
915260,40.71618984,-73.99171278,Apartment,Private room,2,,1,,Real Bed,100,92
