Geography_Code,Borough,Region,Median_Downl_Speed,Density_Person_HA,Avg_HH_Income
E01001120,Croydon,South,31.4,41.2,18390
E01001121,Croydon,South,30.137037037,5.9,23690
E01001122,Croydon,South,24.3848484848,12.4,27740
E01001123,Croydon,South,29.5363636364,20.2,24210
E01001124,Croydon,South,27.2740740741,26.2,25670
E01001125,Croydon,South,26.3416666667,42.5,21740
E01001126,Croydon,South,25.604,63.8,19680
E01001127,Croydon,South,26.3457142857,48.7,23730
E01001128,Croydon,South,19.7518518519,73.4,10340
E01001129,Croydon,South,31.2310344828,50.1,24940
E01001130,Croydon,South,18.6772727273,128.6,9150
E01001131,Croydon,South,32.4083333333,95.4,17330
E01001132,Croydon,South,26.7967741935,33.9,19280
E01001133,Croydon,South,19.4538461538,39,18140
E01001134,Croydon,South,13.9489361702,43,21800
E01001135,Croydon,South,19.8305555556,36.5,20600
E01001136,Croydon,South,15.3315789474,66.7,14630
E01001137,Croydon,South,27.5454545455,49.8,20230
E01001138,Croydon,South,22.8564102564,60.3,23220
E01001139,Croydon,South,23.8827586207,86.9,18670
E01001140,Croydon,South,24.0277777778,46,20700
E01001141,Croydon,South,18.6472222222,81.5,15370
E01001142,Croydon,South,20.7066666667,49.2,21160
E01001143,Croydon,South,20.0903225806,86.8,14670
E01001144,Croydon,South,21.81,139.2,15830
E01001145,Croydon,South,13.8766666667,120.7,10510
E01001146,Croydon,South,21.7388888889,122.5,14780
E01001147,Croydon,South,15.2153846154,80.7,12640
E01001148,Croydon,South,20.7428571429,113.4,15290
E01001149,Croydon,South,24.9913043478,114.7,17220
E01001150,Croydon,South,21.8258064516,59.6,19390
E01001151,Croydon,South,12.875,95.8,11060
E01001152,Croydon,South,16.2952380952,97.1,13220
E01001153,Croydon,South,25.076,115.7,15360
E01001154,Croydon,South,18.1296296296,111.7,14260
E01001155,Croydon,South,19.435,118.2,11270
E01001156,Croydon,South,25.7888888889,61.8,18830
E01001157,Croydon,South,23.5117647059,51.3,17260
E01001158,Croydon,South,26.5243243243,74.5,17840
E01001159,Croydon,South,21.5571428571,44.7,18410
E01001160,Croydon,South,24.3586206897,58.6,16000
E01001161,Croydon,South,20.42,62.1,11850
E01001162,Croydon,South,27.2676470588,54.9,17330
E01001163,Croydon,South,21.9785714286,68.7,20060
E01001164,Croydon,South,18.6043478261,104.2,21060
E01001165,Croydon,South,24.4518518519,91.7,15950
E01001166,Croydon,South,21.8567567568,103.2,13410
E01001167,Croydon,South,26.0911764706,38.9,17940
E01001168,Croydon,South,26.6,77.5,17860
E01001169,Croydon,South,27.6043478261,75.1,12570
E01001170,Croydon,South,20.6413793103,79.6,15560
E01001171,Croydon,South,21.6333333333,55,16340
E01001172,Croydon,South,23.872972973,24.9,11410
E01001173,Croydon,South,12.6434782609,25.2,18200
E01001174,Croydon,South,25.3105263158,70.8,14440
E01001175,Croydon,South,20.6368421053,101.7,12300
E01001176,Croydon,South,20.0105263158,75.4,13390
E01001177,Croydon,South,15.0523809524,55,12180
E01001178,Croydon,South,19.7705882353,75.6,10710
E01001179,Croydon,South,17.27,133.9,13420
E01001180,Croydon,South,16,113.6,12620
E01001181,Croydon,South,17.588,125.4,11870
E01001182,Croydon,South,21.6636363636,109.3,13560
E01001183,Croydon,South,21.2192307692,116.4,13550
E01001184,Croydon,South,18.98,71.5,16360
E01001185,Croydon,South,24.5433333333,81.4,18500
E01001186,Croydon,South,18.5785714286,96.9,14800
E01001187,Croydon,South,25.3296296296,117,15920
E01001188,Croydon,South,27.1166666667,97.5,15020
E01001189,Croydon,South,27.25,102.7,17630
E01001190,Croydon,South,27.8333333333,62.9,15600
E01001191,Croydon,South,19.8333333333,112.3,14800
E01001192,Croydon,South,19.0037037037,88.5,15080
E01001193,Croydon,South,19.95,102.5,13030
E01001194,Croydon,South,25.5105263158,29,18830
E01001195,Ealing,West,30.5666666667,44.2,18550
E01001196,Ealing,West,21.4060606061,77.1,12680
E01001197,Ealing,West,22.8833333333,43.5,16740
E01001198,Ealing,West,29.3083333333,131.6,20150
E01001199,Ealing,West,24.072,161.1,18380
E01001200,Ealing,West,28.1851851852,112,21280
E01001201,Ealing,West,27.0392857143,127.3,22440
E01001202,Ealing,West,22.1534883721,129.7,14260
E01001203,Ealing,West,24.5947368421,188.1,15930
E01001204,Ealing,West,29.0107142857,94.4,24230
E01001205,Ealing,West,18.2571428571,63.3,18530
E01001206,Ealing,West,11.2590909091,114.4,12060
E01001207,Ealing,West,22.756,98.4,23540
E01001208,Ealing,West,31.1,25.3,25390
E01001209,Ealing,West,28.490625,61.9,26490
E01001210,Ealing,West,15.7655172414,74.2,11290
E01001211,Ealing,West,25.8666666667,94.5,24430
E01001212,Ealing,West,29.3955555556,58.4,26540
E01001213,Ealing,West,15.8269230769,121.2,13470
E01001214,Ealing,West,11.4777777778,75.2,15970
E01001215,Ealing,West,17.6035714286,101.5,11060
E01001216,Ealing,West,15.7185185185,110.4,15440
E01001217,Ealing,West,13.8285714286,82.3,14900
E01001218,Ealing,West,12.275862069,69.1,12480
E01001219,Ealing,West,8.1466666667,123.9,9300
E01001220,Ealing,West,8.0695652174,16.2,9180
E01001221,Ealing,West,21.5386363636,61.5,22770
E01001222,Ealing,West,22.3676470588,126,22730
E01001223,Ealing,West,31.9285714286,67.9,27840
E01001224,Ealing,West,31.5419354839,67.6,29810
E01001225,Ealing,West,23.403030303,76.4,25700
E01001226,Ealing,West,33.4,67,26440
E01001227,Ealing,West,33.3333333333,87.6,28210
E01001228,Ealing,West,24.9272727273,68.1,24880
E01001229,Ealing,West,23.7318181818,74.7,16590
E01001230,Ealing,West,28.4909090909,77.8,29720
E01001231,Ealing,West,25.8583333333,46.4,24250
E01001232,Ealing,West,27.3133333333,71.3,19730
E01001233,Ealing,West,21.63125,83.5,21790
E01001234,Ealing,West,23.6590909091,45.8,22310
E01001235,Ealing,West,28.2714285714,58.2,27970
E01001236,Ealing,West,29.2548387097,113.5,25020
E01001237,Ealing,West,31.1142857143,67.5,27190
E01001238,Ealing,West,11.625,69.7,16600
E01001239,Ealing,West,9.7133333333,37.1,14530
E01001240,Ealing,West,13.58,82.3,13740
E01001241,Ealing,West,11.6285714286,42.5,13410
E01001242,Ealing,West,26.696,69.8,17420
E01001243,Ealing,West,14.6571428571,78.5,18430
E01001244,Ealing,West,13.6592592593,118.8,18290
E01001245,Ealing,West,20.11,172.7,23200
E01001246,Ealing,West,11.7587301587,13.5,14070
E01001247,Ealing,West,15.45,19.1,16040
E01001248,Ealing,West,25.725,23.9,19720
E01001249,Ealing,West,11.8341463415,152.3,15730
E01001250,Ealing,West,20.9393939394,82.5,16500
E01001251,Ealing,West,28.4740740741,88.5,22580
E01001252,Ealing,West,17.3888888889,100.1,16730
E01001253,Ealing,West,25.690625,101,21710
E01001254,Ealing,West,26.7694444444,80.4,20810
E01001255,Ealing,West,30.1777777778,90.8,24870
E01001257,Ealing,West,16.1852941176,108.2,11050
E01001258,Ealing,West,13.9523809524,79.6,14790
E01001259,Ealing,West,16.0791666667,55.8,14770
E01001260,Ealing,West,18.976,70.8,13100
E01001261,Ealing,West,18.0459459459,50.7,13380
E01001262,Ealing,West,14.8791666667,61.3,12770
E01001263,Ealing,West,12.0966666667,51,13630
E01001264,Ealing,West,14.7862068966,54.5,13860
E01001265,Ealing,West,18.3703703704,33.8,15330
E01001266,Ealing,West,23,25,16820
E01001267,Ealing,West,14.0947368421,50.9,13160
E01001268,Ealing,West,17.3633333333,57.1,17490
E01001269,Ealing,West,22.1230769231,68.1,15310
E01001270,Ealing,West,25.0526315789,61.1,17110
E01001271,Ealing,West,20.3535714286,53.2,14850
E01001272,Ealing,West,20.3730769231,29.7,14930
E01001273,Ealing,West,31.8457142857,41.7,24650
E01001274,Ealing,West,32.9627906977,60.8,24030
E01001275,Ealing,West,23.2111111111,54.5,25940
E01001276,Ealing,West,13.6375,49.6,14970
E01001277,Ealing,West,20.3526315789,34,17200
E01001278,Ealing,West,26.102173913,43.4,15820
E01001279,Ealing,West,32.8391304348,58.2,28540
E01001280,Ealing,West,29.8029411765,46.9,24820
E01001281,Ealing,West,26.1214285714,55.6,30290
E01001282,Ealing,West,16.8272727273,103.7,11810
E01001283,Ealing,West,20.5956521739,61.2,13980
E01001284,Ealing,West,23.7047619048,32.6,18730
E01001285,Ealing,West,28.0653846154,79.3,15710
E01001286,Ealing,West,22.780952381,78.4,17120
E01001287,Ealing,West,17.8933333333,155.9,12340
E01001288,Ealing,West,32.8294117647,86.6,22170
E01001289,Ealing,West,36.8333333333,110.3,22720
E01001290,Ealing,West,22.605,36.6,23130
E01001291,Ealing,West,14.0681818182,99.1,15280
E01001292,Ealing,West,19.8105263158,91.6,17360
E01001293,Ealing,West,10.53,109.6,13260
E01001294,Ealing,West,12.1,63.8,15350
E01001295,Ealing,West,10.2666666667,114.1,15670
E01001296,Ealing,West,9.1352941176,93.6,14340
E01001297,Ealing,West,14.7782608696,72.4,12700
E01001298,Ealing,West,15.425,110.3,13530
E01001299,Ealing,West,24.0866666667,80.4,24080
E01001300,Ealing,West,28.74,123,27740
E01001301,Ealing,West,17.1677419355,70.9,19580
E01001302,Ealing,West,25.8375,48.1,26590
E01001303,Ealing,West,28.3857142857,102,29460
E01001304,Ealing,West,24.1533333333,140.6,24210
E01001305,Ealing,West,32.116,113.9,26320
E01001306,Ealing,West,26.7913043478,104.6,26860
E01001307,Ealing,West,29.425,32,16160
E01001308,Ealing,West,18.5025641026,18.4,18220
E01001309,Ealing,West,20.8666666667,54.8,16850
E01001310,Ealing,West,20.0892857143,75.8,16350
E01001311,Ealing,West,26.2827586207,64.8,13010
E01001312,Ealing,West,30.812,89.7,14730
E01001313,Ealing,West,23.6947368421,98.4,15940
E01001314,Ealing,West,22.7333333333,54.1,16570
E01001315,Ealing,West,28.8869565217,88.9,16350
E01001316,Ealing,West,25.4148148148,87,11090
E01001317,Ealing,West,17.85,55.2,13340
E01001318,Ealing,West,27.1878787879,70.3,11280
E01001319,Ealing,West,24.9888888889,107.1,14760
E01001320,Ealing,West,9.2296296296,33.8,11110
E01001321,Ealing,West,9.44,61,14210
E01001322,Ealing,West,17.7965517241,31,15050
E01001323,Ealing,West,17.7840909091,51,15790
E01001324,Ealing,West,25.8321428571,49.1,14800
E01001325,Ealing,West,19.2064516129,18.5,13930
E01001326,Ealing,West,22.7034482759,23.2,12650
E01001327,Ealing,West,25.46,64.8,13450
E01001328,Ealing,West,23.7833333333,45.1,10800
E01001329,Ealing,West,19.2555555556,59.1,13880
E01001330,Ealing,West,20.3,53.8,9350
E01001331,Ealing,West,20.0392857143,117.6,11320
E01001332,Ealing,West,24.5,109.5,12220
E01001333,Ealing,West,10.8310344828,68.4,8840
E01001334,Ealing,West,8.39,102.1,8870
E01001335,Ealing,West,16.1333333333,36.3,18060
E01001336,Ealing,West,14.876,62,15060
E01001337,Ealing,West,9.284,12.1,15170
E01001338,Ealing,West,13.2766666667,35.7,13930
E01001339,Ealing,West,9.0375,25.4,12920
E01001340,Ealing,West,20.8466666667,155.2,15120
E01001341,Ealing,West,31.4,74.7,13320
E01001342,Ealing,West,34.4692307692,98.3,14870
E01001343,Ealing,West,29.852173913,52.2,14620
E01001344,Ealing,West,25.5527777778,44.7,16840
E01001345,Ealing,West,26.2166666667,92.8,12190
E01001346,Ealing,West,26.4210526316,81.7,16050
E01001347,Ealing,West,26.2558823529,22.8,14440
E01001348,Ealing,West,22.025,38.9,15730
E01001349,Ealing,West,13.9105263158,20.6,14230
E01001350,Ealing,West,26.4260869565,49.8,23700
E01001351,Ealing,West,20.6847826087,102.8,18100
E01001352,Ealing,West,32.188,94.3,22710
E01001353,Ealing,West,20.8068965517,85.2,18230
E01001354,Ealing,West,28.9432432432,68,25320
E01001355,Ealing,West,18.8588235294,113.7,19440
E01001356,Ealing,West,21.8714285714,235,8630
E01001357,Ealing,West,15.5142857143,102.5,14790
E01001358,Ealing,West,12.9222222222,61.8,11300
E01001359,Ealing,West,16.1074074074,165.9,9980
E01001360,Ealing,West,17.6157894737,136.9,12700
E01001361,Ealing,West,18.6512820513,46.6,8700
E01001362,Ealing,West,14.3466666667,79.3,11360
E01001363,Ealing,West,10.6,124.5,10760
E01001364,Ealing,West,13.6761904762,141.2,10610
E01001365,Ealing,West,10.9115384615,47.8,11760
E01001366,Ealing,West,8.6095238095,112.9,10590
E01001367,Ealing,West,10.9066666667,86.8,8340
E01001368,Ealing,West,8.7058823529,133.9,11560
E01001369,Ealing,West,8.9041666667,123,11800
E01001370,Ealing,West,6.7814814815,44.2,12670
E01001371,Ealing,West,7.1391304348,102.8,10330
E01001372,Ealing,West,10.3235294118,137.1,10740
E01001373,Ealing,West,9.1952380952,97.7,11550
E01001374,Ealing,West,26.6512820513,138.5,28930
E01001375,Ealing,West,21.7692307692,120.2,32570
E01001376,Ealing,West,18.9333333333,101.5,21760
E01001377,Ealing,West,31.6948717949,92.9,29250
E01001379,Ealing,West,30.076,126.1,33110
E01001380,Ealing,West,25.6121212121,100.2,29120
E01001381,Ealing,West,17.675,57.8,22660
E01001382,Ealing,West,34.6266666667,76.8,31770
E01001383,Ealing,West,26.3388888889,154.8,25240
E01001384,Ealing,West,24.2541666667,151.1,27710
E01001385,Ealing,West,31.6842105263,105,25680
E01001386,Ealing,West,30.1405405405,58.1,29250
E01001387,Ealing,West,25.9911764706,61.5,26930
E01001388,Ealing,West,17.855,92.1,17500
E01001389,Ealing,West,17.9472222222,119.5,22290
E01001390,Enfield,North,33.8848484848,128.3,21600
E01001391,Enfield,North,25.868,118.1,15550
E01001392,Enfield,North,33.2785714286,113.9,18920
E01001393,Enfield,North,29.6291666667,117.7,18780
E01001394,Enfield,North,26.6178571429,95.8,12650
E01001395,Enfield,North,29.7210526316,66.3,10150
E01001396,Enfield,North,25.4705882353,95.5,13720
E01001397,Enfield,North,29.5458333333,64.4,13320
E01001398,Enfield,North,32.51,79.7,24280
E01001399,Enfield,North,33.4074074074,59.2,20490
E01001400,Enfield,North,26.9114285714,63.3,20180
E01001401,Enfield,North,31.55,89.7,18680
E01001402,Enfield,North,27.6755102041,52.2,21640
E01001403,Enfield,North,28.5625,43.3,16810
E01001404,Enfield,North,30.0428571429,28.5,15740
E01001405,Enfield,North,28.9090909091,61.4,20490
E01001406,Enfield,North,30.0633333333,79.8,18280
E01001407,Enfield,North,26.6,15.9,17490
E01001408,Enfield,North,20.765,113,20330
E01001409,Enfield,North,30.675862069,100.1,13920
E01001410,Enfield,North,33.0625,108.1,10430
E01001411,Enfield,North,27.77,99,20900
E01001412,Enfield,North,12.1372340426,1.3,14460
E01001413,Enfield,North,31.2486486486,32,23020
E01001414,Enfield,North,22.0107142857,39.6,11960
E01001415,Enfield,North,21.1078947368,14.2,15110
E01001416,Enfield,North,34.453125,53.4,21520
E01001417,Enfield,North,17.1609756098,3.5,24770
E01001418,Enfield,North,25.1272727273,26.6,17020
E01001419,Enfield,North,27.7090909091,29.2,17750
E01001420,Enfield,North,28.475,44.1,14460
E01001421,Enfield,North,24.225,88.6,14660
E01001422,Enfield,North,22.7340909091,11.3,27680
E01001423,Enfield,North,20.2371428571,94.2,10170
E01001424,Enfield,North,18.4863636364,168.5,10020
E01001425,Enfield,North,20.1529411765,46.3,8890
E01001426,Enfield,North,24.8307692308,59.1,11240
E01001427,Enfield,North,16.3555555556,13.7,10300
E01001428,Enfield,North,28.3909090909,106.5,10330
E01001429,Enfield,North,12.041509434,98.4,8430
E01001430,Enfield,North,24.6866666667,161.3,8780
E01001431,Enfield,North,23.5592592593,114.1,9840
E01001432,Enfield,North,26.3103448276,124.4,10280
E01001433,Enfield,North,23.088,54.6,10460
E01001434,Enfield,North,36.4666666667,89.1,12920
E01001435,Enfield,North,28.4235294118,94,12500
E01001436,Enfield,North,26.9633333333,96.5,14220
E01001437,Enfield,North,15.0981132075,9,9930
E01001438,Enfield,North,29.1038461538,60,12390
E01001439,Enfield,North,23.6868421053,98.9,10740
E01001440,Enfield,North,20.2935483871,52.2,10820
E01001441,Enfield,North,26.976,45.5,12050
E01001442,Enfield,North,23.3791666667,146.3,9490
E01001444,Enfield,North,25.3583333333,48.3,13030
E01001445,Enfield,North,18.3733333333,16.1,15340
E01001446,Enfield,North,30.2333333333,100.6,14150
E01001447,Enfield,North,19.9733333333,104,9930
E01001448,Enfield,North,29.6739130435,116.3,12980
E01001449,Enfield,North,35.57,69.4,13160
E01001450,Enfield,North,27.4782051282,52.5,17140
E01001451,Enfield,North,27.3763157895,26.5,21150
E01001452,Enfield,North,21.0419354839,21.2,25300
E01001453,Enfield,North,26.1769230769,32.6,23480
E01001454,Enfield,North,19.1463414634,42.2,21990
E01001455,Enfield,North,27.9294117647,62.6,19710
E01001456,Enfield,North,22.4291666667,52.6,27020
E01001457,Enfield,North,26.5956521739,61.6,21720
E01001458,Enfield,North,24.5473684211,107.1,9710
E01001459,Enfield,North,23.932,77.3,14280
E01001460,Enfield,North,29.3423076923,139.6,9660
E01001461,Enfield,North,16.352,59.3,9510
E01001462,Enfield,North,20.83125,122.7,12810
E01001463,Enfield,North,28.375,60.1,12410
E01001464,Enfield,North,27.4958333333,65.9,10790
E01001465,Enfield,North,24.7652173913,65.9,12720
E01001466,Enfield,North,28.16,181.7,13950
E01001467,Enfield,North,24.7,177.8,13030
E01001468,Enfield,North,24.6038461538,17.1,20720
E01001469,Enfield,North,32.3294117647,73.1,18810
E01001470,Enfield,North,23.0761904762,8.4,19990
E01001471,Enfield,North,25.2421052632,47.6,19670
E01001472,Enfield,North,36.0634146341,67.1,20670
E01001473,Enfield,North,34.8181818182,18.2,18050
E01001474,Enfield,North,31.6471698113,45.8,24770
E01001475,Enfield,North,35.9666666667,50.5,20910
E01001476,Enfield,North,29.3142857143,82.3,12920
E01001477,Enfield,North,26.0371428571,27.4,11140
E01001478,Enfield,North,30.0391304348,48.4,13420
E01001479,Enfield,North,26.3657142857,70.7,11200
E01001480,Enfield,North,22.180952381,78.5,13290
E01001481,Enfield,North,22.7,95.9,12090
E01001482,Enfield,North,27.1380952381,105,9390
E01001483,Enfield,North,20.0411764706,20.6,11030
E01001484,Enfield,North,19.9576923077,41.6,12460
E01001485,Enfield,North,19.8741935484,143.8,10600
E01001486,Enfield,North,20.5085714286,116.6,10070
E01001487,Enfield,North,25.0285714286,150.5,11500
E01001488,Enfield,North,22.896,143.2,11040
E01001489,Enfield,North,27.2206896552,101.2,11820
E01001491,Enfield,North,23.0805555556,133.3,11840
E01001492,Enfield,North,25.5068965517,125.7,12210
E01001493,Enfield,North,29.6172413793,76.1,13940
E01001494,Enfield,North,33.7869565217,93.7,15730
E01001495,Enfield,North,27.1580645161,111.3,21190
E01001496,Enfield,North,29.3259259259,65.2,17530
E01001497,Enfield,North,26.7,72.6,12520
E01001498,Enfield,North,23.0380952381,102.1,17310
E01001499,Enfield,North,31.7689655172,79.2,14850
E01001500,Enfield,North,24.9142857143,68,16970
E01001501,Enfield,North,23.9368421053,61,17910
E01001502,Enfield,North,24.453125,66.7,12980
E01001503,Enfield,North,24.9708333333,108.2,12330
E01001504,Enfield,North,23.4791666667,85.3,12030
E01001505,Enfield,North,27.4740740741,88.8,11840
E01001506,Enfield,North,13.35,8.4,10900
E01001507,Enfield,North,21.6727272727,69.8,9900
E01001508,Enfield,North,22.0344827586,93.2,11950
E01001509,Enfield,North,23.6692307692,119.2,10130
E01001510,Enfield,North,14.895,99.5,6580
E01001511,Enfield,North,28.3416666667,45.1,17070
E01001512,Enfield,North,23.6424242424,93.4,19740
E01001513,Enfield,North,19.7647058824,18.6,13360
E01001514,Enfield,North,27.224,129.2,15870
E01001515,Enfield,North,17.7625,150.3,10880
E01001516,Enfield,North,20.52,55.9,11640
E01001517,Enfield,North,27.8826086957,104.1,9870
E01001518,Enfield,North,29.4378378378,31.6,18340
E01001519,Enfield,North,16.85,70.8,16260
E01001520,Enfield,North,24.9525,47.6,17070
E01001521,Enfield,North,25.8666666667,36.7,21800
E01001522,Enfield,North,34.4666666667,88,20630
E01001523,Enfield,North,30.8775,33.4,22680
E01001524,Enfield,North,30.9333333333,59.4,16900
E01001525,Enfield,North,30.16,77.1,18930
E01001526,Enfield,North,22.8896551724,57,19450
E01001527,Enfield,North,23.403030303,39.7,18630
E01001528,Enfield,North,26.13,69.3,10920
E01001529,Enfield,North,25.9393939394,92.9,11810
E01001530,Enfield,North,21.119047619,61.8,16970
E01001531,Enfield,North,26.3714285714,65.7,25140
E01001532,Enfield,North,24.8714285714,61.1,24160
E01001533,Enfield,North,35.5291666667,47.9,22660
E01001534,Enfield,North,23.4064516129,40.4,18540
E01001535,Enfield,North,30.2,37.8,18800
E01001536,Enfield,North,24.7063492063,39.6,19750
E01001537,Enfield,North,33.0138888889,92.3,17890
E01001538,Enfield,North,32.9739130435,65.2,20700
E01001539,Enfield,North,32.7827586207,76.1,18780
E01001540,Enfield,North,24.6870967742,68.1,20960
E01001541,Enfield,North,34.1166666667,82.8,23620
E01001542,Enfield,North,25.15,85.2,15680
E01001543,Enfield,North,32.8321428571,80.3,19520
E01001544,Enfield,North,29.9761904762,52.7,20440
E01001545,Enfield,North,23.9064516129,53.4,9690
E01001546,Enfield,North,25.1625,74.7,12860
E01001547,Enfield,North,26.1933333333,70.7,13690
E01001548,Enfield,North,23.4206896552,60.7,11770
E01001549,Enfield,North,23.0333333333,61.6,9570
E01001550,Enfield,North,23.3318181818,76.3,12240
E01001551,Enfield,North,16.521875,56.6,11220
E01001552,Enfield,North,23.6911764706,64.3,14820
E01001553,Enfield,North,26.2714285714,79.7,9500
E01001554,Enfield,North,22.8217391304,148.3,8500
E01001555,Enfield,North,24.8944444444,127.4,12160
E01001556,Enfield,North,28.2826086957,72.8,12190
E01001557,Enfield,North,23.1142857143,123.2,11880
E01001558,Enfield,North,25.4857142857,108.4,9090
E01001559,Enfield,North,13.668627451,22.2,11660
E01001560,Enfield,North,24.9291666667,60.5,11820
E01001562,Enfield,North,17.1714285714,120.4,10590
E01001563,Enfield,North,27.9074074074,83,22910
E01001564,Enfield,North,33.22,72,26500
E01001565,Enfield,North,20.645,73.3,20610
E01001566,Enfield,North,37.9117647059,86.7,25640
E01001567,Enfield,North,30.2837837838,51.1,25350
E01001568,Enfield,North,33.5909090909,17.6,24140
E01001569,Enfield,North,20.6890909091,59.2,22630
E01001570,Enfield,North,30.2605263158,45.6,18530
E01001571,Greenwich,East,23.22,110.7,16420
E01001572,Greenwich,East,23.8555555556,101.6,16360
E01001573,Greenwich,East,19.7833333333,108.9,15830
E01001574,Greenwich,East,20.0696969697,17.6,10130
E01001575,Greenwich,East,15.3153846154,78,11070
E01001576,Greenwich,East,15.678125,72.9,10440
E01001577,Greenwich,East,19.1,88,10740
E01001578,Greenwich,East,21.2960784314,78.4,13540
E01001579,Greenwich,East,17.1821428571,65.2,10400
E01001580,Greenwich,East,25.5933333333,55.2,28900
E01001581,Greenwich,East,11.4965517241,81.1,22930
E01001582,Greenwich,East,25.0090909091,43.1,20440
E01001583,Greenwich,East,20.8935483871,54.7,28930
E01001584,Greenwich,East,17.9444444444,47.2,31170
E01001585,Greenwich,East,26.1666666667,85.5,27850
E01001586,Greenwich,East,17.3897435897,69.7,20080
E01001587,Greenwich,East,25.2888888889,69,29910
E01001588,Greenwich,East,22.15,32.5,15380
E01001589,Greenwich,East,27.11,76.1,16640
E01001590,Greenwich,East,32.376,114.3,21400
E01001591,Greenwich,East,17.6428571429,101.1,13630
E01001592,Greenwich,East,25.85625,71.8,24830
E01001593,Greenwich,East,26.0823529412,88.3,26050
E01001594,Greenwich,East,15.6857142857,129.2,12760
E01001595,Greenwich,East,22.7192307692,53.5,13360
E01001596,Greenwich,East,30.2709677419,53.4,21330
E01001597,Greenwich,East,20.1441176471,48.1,20180
E01001598,Greenwich,East,24.35,34.1,21100
E01001599,Greenwich,East,23.9576923077,37.5,18390
E01001600,Greenwich,East,13.0958333333,51.5,21210
E01001601,Greenwich,East,23.1892857143,64.6,21700
E01001602,Greenwich,East,24.9735294118,72.9,13190
E01001603,Greenwich,East,21.7393939394,78.7,11720
E01001604,Greenwich,East,25.444,60.7,21840
E01001605,Greenwich,East,32.2,24,24200
E01001606,Greenwich,East,27.252173913,77.6,22720
E01001607,Greenwich,East,25.1375,69.7,20390
E01001608,Greenwich,East,25.7416666667,30.8,24430
E01001609,Greenwich,East,23.95,47.7,17910
E01001610,Greenwich,East,25.078125,75.6,20340
E01001611,Greenwich,East,24.7518518519,82.5,17500
E01001613,Greenwich,East,22.5147058824,21.7,18970
E01001614,Greenwich,East,26.3307692308,15.9,22870
E01001615,Greenwich,East,20.1412698413,15.9,18340
E01001617,Greenwich,East,21.75,22.7,19490
E01001618,Greenwich,East,21.9666666667,46.1,18120
E01001619,Greenwich,East,25.55,58.3,20410
E01001620,Greenwich,East,26.06,61,12670
E01001621,Greenwich,East,27.45,40.7,17280
E01001623,Greenwich,East,23.0653846154,61.3,18940
E01001624,Greenwich,East,25.55,69.1,16610
E01001625,Greenwich,East,24.3,58.5,13050
E01001629,Greenwich,East,18.4823529412,105.9,11960
E01001631,Greenwich,East,16.8114285714,105.2,9120
E01001632,Greenwich,East,17.4153846154,192.4,12320
E01001633,Greenwich,East,22.968,139.5,12040
E01001634,Greenwich,East,16.8173913043,147.6,9410
E01001635,Greenwich,East,23.1,78.8,16180
E01001636,Greenwich,East,20.56,137.9,12920
E01001637,Greenwich,East,20.3884615385,91.8,12920
E01001638,Greenwich,East,15.3777777778,182.1,12740
E01001640,Greenwich,East,27.7814814815,169.6,19370
E01001641,Greenwich,East,19.9081632653,47.2,27080
E01001642,Greenwich,East,18.7941176471,14.9,33370
E01001644,Greenwich,East,20.7,116.1,27280
E01001645,Greenwich,East,26.6060606061,58.5,13440
E01001646,Greenwich,East,20.6711111111,134.1,18370
E01001647,Greenwich,East,26.1310344828,43,18140
E01001648,Greenwich,East,26.7772727273,42,20450
E01001649,Greenwich,East,23.6111111111,46,14760
E01001650,Greenwich,East,25.0285714286,83.1,14850
E01001651,Greenwich,East,20.5633333333,55.9,12290
E01001652,Greenwich,East,22.7296296296,58.4,20890
E01001653,Greenwich,East,21.9636363636,58.1,11050
E01001654,Greenwich,East,24.5285714286,51.3,13520
E01001655,Greenwich,East,19.484,33.7,11920
E01001656,Greenwich,East,20.1888888889,46.1,23930
E01001657,Greenwich,East,18.8555555556,38.3,27510
E01001658,Greenwich,East,22.5121212121,35.6,19920
E01001659,Greenwich,East,23.0807692308,38.5,20080
E01001660,Greenwich,East,24.6217391304,47.8,14600
E01001661,Greenwich,East,19.6727272727,33.5,14590
E01001662,Greenwich,East,21.597826087,68.1,26880
E01001664,Greenwich,East,24.29375,120,24590
E01001665,Greenwich,East,22.7178571429,100.2,26210
E01001666,Greenwich,East,21.565625,34.1,17340
E01001667,Greenwich,East,16.3843137255,11.5,12400
E01001668,Greenwich,East,18.6068965517,97.9,23180
E01001669,Greenwich,East,20.078125,37.2,13290
E01001671,Greenwich,East,22.7346153846,80.6,15510
E01001672,Greenwich,East,19.55,56.9,9960
E01001673,Greenwich,East,16.1966666667,108.4,9950
E01001674,Greenwich,East,14.5772727273,92.1,12640
E01001675,Greenwich,East,13.8133333333,127.6,11050
E01001676,Greenwich,East,14.6818181818,136.3,10640
E01001677,Greenwich,East,14.0428571429,97.1,14050
E01001678,Greenwich,East,26.778125,63.7,16700
E01001679,Greenwich,East,21.9055555556,63.2,20570
E01001680,Greenwich,East,27.6214285714,25.9,23200
E01001681,Greenwich,East,25.5772727273,78.5,18290
E01001682,Greenwich,East,18.0588235294,15.3,19900
E01001683,Greenwich,East,28.5958333333,114,16250
E01001684,Greenwich,East,29.176,12.4,14790
E01001685,Greenwich,East,27.488,83.9,15620
