Geography_Code,Borough,Region,Median_Downl_Speed,Density_Person_HA,Avg_HH_Income
E01000001,City of London,Central,5.7822222222,112.9,37540
E01000002,City of London,Central,6.23,62.9,36620
E01000003,City of London,Central,12.3606060606,227.7,24210
E01000005,City of London,Central,11.075,52,16540
E01000006,Barking and Dagenham,East,21.3857142857,116.2,13480
E01000007,Barking and Dagenham,East,18.7666666667,69.5,10660
E01000008,Barking and Dagenham,East,21.5095238095,79.1,7800
E01000009,Barking and Dagenham,East,24.7074074074,138.6,11120
E01000010,Barking and Dagenham,East,17.1985294118,80.7,14780
E01000011,Barking and Dagenham,East,27.8083333333,178.2,9930
E01000012,Barking and Dagenham,East,17.07,136.8,9580
E01000013,Barking and Dagenham,East,25.8086956522,79.9,10460
E01000014,Barking and Dagenham,East,27.5909090909,48.5,12380
E01000015,Barking and Dagenham,East,18.340625,79.9,11960
E01000016,Barking and Dagenham,East,19.285,82.3,12040
E01000017,Barking and Dagenham,East,30.7863636364,100.6,10560
E01000018,Barking and Dagenham,East,28.62,91.9,11350
E01000019,Barking and Dagenham,East,30.3411764706,76.5,11140
E01000020,Barking and Dagenham,East,17.7592592593,98,12030
E01000021,Barking and Dagenham,East,24.1142857143,93.3,10900
E01000022,Barking and Dagenham,East,14.4736842105,102.4,12320
E01000023,Barking and Dagenham,East,8.1636363636,53.7,13950
E01000024,Barking and Dagenham,East,16.8058823529,103.9,11780
E01000025,Barking and Dagenham,East,16.8,104.9,12980
E01000027,Barking and Dagenham,East,23.3714285714,11.6,10470
E01000028,Barking and Dagenham,East,25.5695652174,107.7,10590
E01000029,Barking and Dagenham,East,26.012,62.4,14420
E01000030,Barking and Dagenham,East,27.1,66.9,8510
E01000031,Barking and Dagenham,East,27.2896551724,19.2,14440
E01000032,Barking and Dagenham,East,27.1378378378,43.4,13010
E01000033,Barking and Dagenham,East,30.3375,93.7,11040
E01000034,Barking and Dagenham,East,25.5384615385,28.1,13100
E01000035,Barking and Dagenham,East,14.9068965517,40.5,12740
E01000036,Barking and Dagenham,East,20.3058823529,32.3,14430
E01000037,Barking and Dagenham,East,33.3411764706,72.3,19090
E01000038,Barking and Dagenham,East,34.7346153846,67.6,16290
E01000039,Barking and Dagenham,East,21.1571428571,10.5,16490
E01000040,Barking and Dagenham,East,15.448,91.9,10440
E01000041,Barking and Dagenham,East,29.8684210526,110.2,11900
E01000042,Barking and Dagenham,East,18.9666666667,77.3,9350
E01000043,Barking and Dagenham,East,22.0428571429,51,12040
E01000044,Barking and Dagenham,East,19.945,105.4,13280
E01000045,Barking and Dagenham,East,19.76,55.3,10440
E01000046,Barking and Dagenham,East,26.2863636364,114.4,13210
E01000048,Barking and Dagenham,East,22.38,275.6,7000
E01000049,Barking and Dagenham,East,24.3923076923,85.8,7700
E01000050,Barking and Dagenham,East,21.596,120.6,10820
E01000051,Barking and Dagenham,East,13.8952380952,288.9,9950
E01000052,Barking and Dagenham,East,25.4766666667,100.9,11220
E01000053,Barking and Dagenham,East,16.8428571429,82.1,11510
E01000054,Barking and Dagenham,East,21.8473684211,100.4,11520
E01000055,Barking and Dagenham,East,23.3363636364,106.4,12000
E01000056,Barking and Dagenham,East,18.3047619048,65,10610
E01000057,Barking and Dagenham,East,22.24,101.3,11920
E01000058,Barking and Dagenham,East,18.1473684211,101.5,11920
E01000059,Barking and Dagenham,East,22.1722222222,75.9,12530
E01000060,Barking and Dagenham,East,26.125,32.9,10830
E01000061,Barking and Dagenham,East,21.3583333333,29.1,7950
E01000062,Barking and Dagenham,East,24.8,88.2,12230
E01000063,Barking and Dagenham,East,18.985,89.4,11180
E01000064,Barking and Dagenham,East,13.3166666667,90.7,12840
E01000065,Barking and Dagenham,East,25.2647058824,74.3,11180
E01000066,Barking and Dagenham,East,29.108,78.7,12980
E01000067,Barking and Dagenham,East,21.7684210526,102.3,14100
E01000068,Barking and Dagenham,East,23.0736842105,46.8,15480
E01000069,Barking and Dagenham,East,28.0590909091,87.9,17310
E01000070,Barking and Dagenham,East,24.24,50.4,14840
E01000071,Barking and Dagenham,East,19.9580645161,83.3,15120
E01000072,Barking and Dagenham,East,13.7185185185,38.3,10600
E01000073,Barking and Dagenham,East,25.02,56.9,12060
E01000074,Barking and Dagenham,East,23.1055555556,95.4,10930
E01000075,Barking and Dagenham,East,13.0458333333,33.5,13230
E01000076,Barking and Dagenham,East,23.085,104.2,10990
E01000077,Barking and Dagenham,East,22.6043478261,83.1,11850
E01000078,Barking and Dagenham,East,15.76,94.8,11360
E01000079,Barking and Dagenham,East,28.2333333333,49.9,12720
E01000080,Barking and Dagenham,East,31.9130434783,67.3,10990
E01000081,Barking and Dagenham,East,20.6888888889,90.9,12400
E01000082,Barking and Dagenham,East,14.535,104.7,11400
E01000083,Barking and Dagenham,East,26.5285714286,94.5,11090
E01000084,Barking and Dagenham,East,25.85,90.3,11440
E01000085,Barking and Dagenham,East,21.5789473684,118.2,9850
E01000086,Barking and Dagenham,East,25.3176470588,102.1,11160
E01000087,Barking and Dagenham,East,19.1761904762,36,11020
E01000088,Barking and Dagenham,East,17.3260869565,80.7,11870
E01000089,Barking and Dagenham,East,16.6928571429,114.5,13180
E01000090,Barking and Dagenham,East,13.7428571429,8.1,12900
E01000091,Barking and Dagenham,East,25.9153846154,69.6,9900
E01000092,Barking and Dagenham,East,24.0948717949,10.1,12730
E01000093,Barking and Dagenham,East,19.0625,52.7,9050
E01000094,Barking and Dagenham,East,21.1941176471,22,13190
E01000095,Barking and Dagenham,East,17.2029411765,6.9,11710
E01000096,Barking and Dagenham,East,16.6047619048,31.5,10360
E01000097,Barking and Dagenham,East,19.275,93.9,12210
E01000098,Barking and Dagenham,East,23.4961538462,99.5,10820
E01000099,Barking and Dagenham,East,17.2684210526,55.9,13780
E01000100,Barking and Dagenham,East,22.3526315789,78.2,11990
E01000101,Barking and Dagenham,East,17.4681818182,92.3,12280
E01000102,Barking and Dagenham,East,26.719047619,60.9,11820
E01000103,Barking and Dagenham,East,15.4962962963,24,12770
E01000104,Barking and Dagenham,East,20.7956521739,80.9,10820
E01000105,Barking and Dagenham,East,23.9447368421,96.4,11150
E01000106,Barking and Dagenham,East,15.6111111111,89.7,10680
E01000107,Barking and Dagenham,East,25.7444444444,31.1,13320
E01000108,Barking and Dagenham,East,16.6125,64.4,13090
E01000109,Barking and Dagenham,East,20.5,44.9,13580
E01000110,Barking and Dagenham,East,27.2565217391,72.8,16820
E01000111,Barking and Dagenham,East,22.912,61.8,10900
E01000112,Barking and Dagenham,East,18.75,67.4,13290
E01000113,Barking and Dagenham,East,23.456,109.1,15400
E01000114,Barking and Dagenham,East,19.9787878788,81.6,13120
E01000115,Barnet,North,17.9891891892,54.2,20160
E01000116,Barnet,North,14.1862068966,70.1,17610
E01000117,Barnet,North,13.6125,54.9,17920
E01000118,Barnet,North,22.1482758621,67.8,19780
E01000119,Barnet,North,17.175862069,42.3,18500
E01000120,Barnet,North,18.356,61.4,18320
E01000121,Barnet,North,11.0857142857,39.8,13520
E01000122,Barnet,North,16.4586206897,62.3,20630
E01000123,Barnet,North,16.46,31.6,19210
E01000124,Barnet,North,15.6777777778,63.4,14910
E01000125,Barnet,North,19.5854166667,90.3,12980
E01000126,Barnet,North,11.9551724138,134,12560
E01000127,Barnet,North,20.852173913,75,12160
E01000128,Barnet,North,17.2,75.7,11960
E01000129,Barnet,North,13.0911111111,103.7,9380
E01000130,Barnet,North,14.708,93.6,14350
E01000131,Barnet,North,16.3464285714,53.7,13040
E01000132,Barnet,North,28.384375,96.3,11810
E01000133,Barnet,North,24.3322580645,102.9,12470
E01000134,Barnet,North,22.8369565217,102.4,11880
E01000135,Barnet,North,24.8242424242,47.3,23490
E01000136,Barnet,North,26.2617021277,29.4,26190
E01000137,Barnet,North,15.8730769231,140.8,12660
E01000138,Barnet,North,16.2695652174,55.4,16060
E01000139,Barnet,North,26.9372093023,40.7,21210
E01000140,Barnet,North,20.705,111.6,19810
E01000141,Barnet,North,14.9333333333,56.8,14410
E01000142,Barnet,North,14.1361111111,119.4,17580
E01000143,Barnet,North,16.6517241379,83.6,11120
E01000144,Barnet,North,23.7543478261,77.6,19750
E01000145,Barnet,North,23.8575757576,73.2,16730
E01000146,Barnet,North,20.9682926829,83.1,17380
E01000147,Barnet,North,19.7121212121,85.7,15100
E01000148,Barnet,North,16.5837209302,80,11690
E01000150,Barnet,North,19.9583333333,44.3,14930
E01000151,Barnet,North,8.21,120.3,8410
E01000152,Barnet,North,7.9702702703,93.5,8660
E01000153,Barnet,North,7.0705882353,93.4,11200
E01000154,Barnet,North,9.4358974359,100.8,10080
E01000155,Barnet,North,9.1175438596,64.7,17940
E01000156,Barnet,North,15.0633333333,104.2,20280
E01000157,Barnet,North,10.4620689655,122.4,19940
E01000158,Barnet,North,12.7275862069,54.4,19490
E01000159,Barnet,North,18.8297297297,36,18790
E01000160,Barnet,North,23.5441176471,68.1,22240
E01000161,Barnet,North,17.1044444444,75.1,18380
E01000162,Barnet,North,14.3290322581,87.7,16340
E01000163,Barnet,North,8.8379310345,81.4,14130
E01000164,Barnet,North,13.35625,30.8,13270
E01000165,Barnet,North,22.9880952381,100.5,19670
E01000166,Barnet,North,13.2432432432,42.8,18560
E01000167,Barnet,North,15.3892857143,21.7,15060
E01000168,Barnet,North,18.4,49.8,20350
E01000169,Barnet,North,17.8885714286,62.5,19820
E01000170,Barnet,North,16.5342105263,55.2,17770
E01000171,Barnet,North,16.5238095238,55.5,16700
E01000172,Barnet,North,14.2153846154,30.8,19480
E01000173,Barnet,North,20.6541666667,47,19790
E01000174,Barnet,North,14.0933333333,91.7,17400
E01000175,Barnet,North,8.3034482759,31.6,21590
E01000176,Barnet,North,9.8321428571,73.4,13830
E01000177,Barnet,North,17.7470588235,96.5,23960
E01000178,Barnet,North,13.409375,42.9,22850
E01000179,Barnet,North,16.5875,112.2,24350
E01000180,Barnet,North,23.162962963,94.1,18290
E01000181,Barnet,North,16.1571428571,119.6,25720
E01000182,Barnet,North,18.0935483871,77.1,26040
E01000183,Barnet,North,17.2655172414,63.7,23270
E01000184,Barnet,North,7.4307692308,20.6,15090
E01000185,Barnet,North,14.5885714286,117.1,12690
E01000186,Barnet,North,26.45,63.2,19680
E01000187,Barnet,North,20.6222222222,76.8,16100
E01000188,Barnet,North,16.8432432432,4.9,21950
E01000189,Barnet,North,20.3666666667,111.9,15710
E01000190,Barnet,North,24.3212121212,63.6,19680
E01000191,Barnet,North,24.184375,60,19980
E01000192,Barnet,North,21.2923076923,65.1,16470
E01000193,Barnet,North,21.6226415094,56.2,17620
E01000194,Barnet,North,22.2447368421,49.3,14070
E01000195,Barnet,North,13.4064516129,56.7,13110
E01000196,Barnet,North,15.9912280702,73.3,19060
E01000197,Barnet,North,19.6033333333,66.1,22870
E01000198,Barnet,North,22.4044444444,57.5,18070
E01000199,Barnet,North,13.7619047619,47.8,21690
E01000200,Barnet,North,20.624137931,66.4,19820
E01000201,Barnet,North,24.4971428571,38.9,21100
E01000202,Barnet,North,26.0757575758,77.5,21520
E01000203,Barnet,North,20.50625,56.3,15040
E01000204,Barnet,North,17.85,54.6,23340
E01000205,Barnet,North,16.7348837209,40,24980
E01000206,Barnet,North,23.1703125,11.9,28520
E01000207,Barnet,North,19.747761194,45.6,25480
E01000208,Barnet,North,21.2525,39.2,28100
E01000209,Barnet,North,18.6754716981,38.9,24040
E01000210,Barnet,North,15.7689655172,31.2,25950
E01000211,Barnet,North,14.1032258065,73.5,17980
E01000212,Barnet,North,24.5936170213,41.1,25670
E01000213,Barnet,North,21.2243902439,33.9,29060
E01000214,Barnet,North,19.25,50.2,26900
E01000215,Barnet,North,16.9820512821,92.9,15020
E01000216,Barnet,North,22.8871794872,100.9,19120
E01000217,Barnet,North,24.8,80.4,15960
E01000218,Barnet,North,21.45,119.8,14620
E01000219,Barnet,North,23.3111111111,99.6,13830
E01000220,Barnet,North,19.3266666667,122,12970
E01000221,Barnet,North,7.6838709677,30.7,9840
E01000222,Barnet,North,14.2419354839,38,14340
E01000223,Barnet,North,8.664,23.6,10780
E01000224,Barnet,North,15.044,97.1,14780
E01000225,Barnet,North,18.2777777778,57.2,14970
E01000226,Barnet,North,24.7864864865,101.6,9970
E01000227,Barnet,North,19.4725,72.5,18190
E01000228,Barnet,North,14.9902439024,5.1,19780
E01000229,Barnet,North,18.1619047619,59.5,13960
E01000230,Barnet,North,22.375,65.8,15600
E01000231,Barnet,North,16.29375,50.7,16340
E01000232,Barnet,North,24.4604166667,61.6,17990
E01000233,Barnet,North,27.0075,68.6,21040
E01000234,Barnet,North,21.8934782609,61.6,23330
E01000235,Barnet,North,27.0055555556,48.1,14720
E01000236,Barnet,North,18.4685714286,81.1,15390
E01000237,Barnet,North,24.23125,62.8,16030
E01000238,Barnet,North,21.04375,92.9,13350
E01000239,Barnet,North,19.190625,45.9,14790
E01000240,Barnet,North,15.0088235294,37.9,15440
E01000241,Barnet,North,23.9818181818,51.3,18620
E01000242,Barnet,North,20.3228571429,59.9,16520
E01000243,Barnet,North,20.5787234043,102.6,15020
E01000244,Barnet,North,24.396969697,76.2,14890
E01000245,Barnet,North,15.0888888889,109.4,11210
E01000246,Barnet,North,17.5319148936,14,22240
E01000247,Barnet,North,19.9066666667,63.7,20940
E01000248,Barnet,North,11.4692307692,61.3,23280
E01000249,Barnet,North,14.5810810811,18.8,23440
E01000250,Barnet,North,7.2746666667,38.4,20420
E01000251,Barnet,North,19.6637931034,82.7,18710
E01000252,Barnet,North,18.5727272727,68.5,19710
E01000253,Barnet,North,26.7323529412,5.1,22760
E01000254,Barnet,North,11.0468085106,10.1,23750
E01000255,Barnet,North,10.2959183673,13.9,16650
E01000256,Barnet,North,15.3659090909,31.8,20680
E01000257,Barnet,North,14.4684210526,27.3,13960
E01000258,Barnet,North,16.9084745763,20.8,23220
E01000259,Barnet,North,18.5581818182,20.2,20020
E01000260,Barnet,North,12.212195122,24.3,18920
E01000261,Barnet,North,17.2375,13.4,23310
E01000262,Barnet,North,10.3982142857,10.2,22580
E01000263,Barnet,North,20.0818181818,40.1,27190
E01000264,Barnet,North,19.826,43.6,19310
E01000265,Barnet,North,11.7820512821,91.4,16580
E01000266,Barnet,North,23.7911764706,23.8,24170
E01000267,Barnet,North,17.8518518519,54.4,22700
E01000268,Barnet,North,17.6709090909,68.9,18580
E01000269,Barnet,North,14.2793103448,52.5,20630
E01000270,Barnet,North,18.83,58.8,21950
E01000271,Barnet,North,19.4833333333,42.9,21730
E01000272,Barnet,North,23.8171428571,28.5,24380
E01000273,Barnet,North,15.7023809524,46.2,19100
E01000274,Barnet,North,8.6795454545,69.7,15900
E01000275,Barnet,North,23.6685714286,49.4,21940
E01000276,Barnet,North,36.436,29.6,24980
E01000277,Barnet,North,20.0901960784,86,16960
E01000278,Barnet,North,29.4655172414,55,23700
E01000279,Barnet,North,13.0338983051,2.9,25680
E01000280,Barnet,North,24.5470588235,13.6,25770
E01000281,Barnet,North,13.228125,46.8,17570
E01000282,Barnet,North,19.4352941176,32.2,22610
E01000283,Barnet,North,27.18,43.3,26930
E01000284,Barnet,North,20.7346153846,60.6,17530
E01000285,Barnet,North,9.8214285714,71.7,18790
E01000286,Barnet,North,8.2088235294,58.4,14500
E01000287,Barnet,North,11.8606060606,58.1,14260
E01000288,Barnet,North,12.8730769231,46.6,18800
E01000289,Barnet,North,11.06,64.6,10690
E01000290,Barnet,North,13.0829787234,7.6,15680
E01000291,Barnet,North,10.719047619,63.1,12080
E01000292,Barnet,North,10.2230769231,51,20810
E01000293,Barnet,North,17.375,62.9,23380
E01000294,Barnet,North,7.9757575758,48.3,20820
E01000295,Barnet,North,22.9566666667,83.9,24190
E01000296,Barnet,North,23.2744680851,76.9,20440
E01000297,Barnet,North,16.964,61.8,18680
E01000298,Barnet,North,20.5,68.1,20280
E01000299,Barnet,North,21.7755555556,109.6,17630
E01000300,Barnet,North,25.1,94.1,21740
E01000301,Barnet,North,23.3366666667,53.6,23560
E01000302,Barnet,North,20.147826087,81.3,17640
E01000303,Barnet,North,28.8066666667,72.4,23680
E01000304,Barnet,North,25.792,87.6,21240
E01000305,Barnet,North,11.3659090909,24.1,10160
E01000306,Barnet,North,23.2,115.7,13700
E01000307,Barnet,North,19.4382352941,33,12400
E01000308,Barnet,North,13.696,28.7,12440
E01000309,Barnet,North,25.5441860465,62.8,18040
E01000310,Barnet,North,22.8531914894,66.6,15020
E01000311,Barnet,North,23.1454545455,46.8,19090
E01000312,Barnet,North,18.7578947368,114.1,12270
E01000313,Barnet,North,19.3384615385,85.2,14200
E01000314,Barnet,North,24.61875,74.3,18270
E01000315,Barnet,North,11.9302325581,33.9,11590
E01000316,Barnet,North,15.8709677419,56.9,18090
E01000317,Barnet,North,20.625,94.5,21560
E01000318,Barnet,North,16.8458333333,67.6,18850
E01000319,Barnet,North,30.0611111111,94.3,23570
E01000320,Barnet,North,22.3891891892,63.2,19430
E01000321,Barnet,North,20.3214285714,93.4,18590
E01000322,Barnet,North,16.3512820513,83.9,17310
E01000323,Barnet,North,18.6765957447,92.6,15600
E01000324,Barnet,North,12.1333333333,65.8,19390
E01000325,Bexley,East,11.6714285714,41.1,22720
E01000326,Bexley,East,18.2666666667,47.4,20790
E01000327,Bexley,East,10.5696969697,39.4,21550
E01000328,Bexley,East,8.196,27.2,19830
E01000329,Bexley,East,13.0923076923,27.4,19990
E01000330,Bexley,East,18.534375,60.5,17060
E01000331,Bexley,East,20.1318181818,30.5,15890
E01000332,Bexley,East,23.0384615385,55,16750
E01000333,Bexley,East,20.0044444444,57.3,13750
E01000334,Bexley,East,17.7379310345,60.8,17170
E01000335,Bexley,East,11.7894736842,12.9,15250
E01000336,Bexley,East,12.7743589744,104.3,12280
E01000337,Bexley,East,22.1961538462,60.2,15990
E01000338,Bexley,East,25.9727272727,101.1,16580
E01000339,Bexley,East,10.9086956522,60,19140
E01000340,Bexley,East,10.9727272727,64.6,18400
E01000341,Bexley,East,11.5692307692,61.3,17110
E01000342,Bexley,East,8.6,72.9,18550
E01000343,Bexley,East,12.1695652174,50.7,18450
E01000344,Bexley,East,14.285,71.1,20040
E01000345,Bexley,East,15.05625,65.2,22870
E01000346,Bexley,East,31.3041666667,46.6,18870
E01000347,Bexley,East,20.4136363636,75.6,16520
E01000348,Bexley,East,26.48,50.5,23390
E01000349,Bexley,East,21.146875,49.8,21470
E01000350,Bexley,East,25.2909090909,55.7,21230
E01000351,Bexley,East,17.3681818182,50.7,19560
E01000352,Bexley,East,13.235483871,45.7,16450
E01000353,Bexley,East,23.34,49.9,20430
E01000354,Bexley,East,20.972,73.3,16800
E01000355,Bexley,East,25.7428571429,34.8,19010
E01000356,Bexley,East,19.515625,50,19320
E01000357,Bexley,East,21.1764705882,72.3,23840
E01000358,Bexley,East,21.6076923077,54.6,19670
E01000359,Bexley,East,26.3909090909,62.8,21570
E01000360,Bexley,East,22.7196078431,37.8,19940
E01000361,Bexley,East,26.4291666667,54,20090
E01000362,Bexley,East,17.2210526316,37.6,19700
E01000363,Bexley,East,24.4677419355,34.4,21550
E01000364,Bexley,East,22.92,36.4,20380
E01000365,Bexley,East,24.6727272727,49.2,17440
E01000366,Bexley,East,22.8451612903,67.2,22390
E01000367,Bexley,East,17.4,60.1,13500
E01000368,Bexley,East,12.2454545455,64.7,13390
E01000369,Bexley,East,24.9333333333,60.8,19210
E01000370,Bexley,East,27.9666666667,49,19230
E01000371,Bexley,East,26.7526315789,66.8,19890
E01000372,Bexley,East,22.4483870968,73.3,14470
E01000373,Bexley,East,10.1666666667,176.9,9950
E01000374,Bexley,East,21.2814814815,20.6,13630
E01000375,Bexley,East,25.0974358974,34.4,19070
E01000376,Bexley,East,12.6178571429,28,16650
E01000377,Bexley,East,10.6125,33,18820
E01000378,Bexley,East,6.4666666667,16.8,18010
E01000379,Bexley,East,15.664,51.8,18030
E01000380,Bexley,East,22.6705882353,64.7,15240
E01000381,Bexley,East,16.9935483871,7.8,15880
E01000382,Bexley,East,28.4952380952,26.1,21730
E01000383,Bexley,East,14.6870967742,5.4,17910
E01000384,Bexley,East,22.062962963,57.4,17440
E01000385,Bexley,East,15.1606060606,31.2,14210
E01000386,Bexley,East,15.9657142857,26.4,12110
E01000387,Bexley,East,25.02,49.9,21160
E01000388,Bexley,East,17.0966666667,28.9,17570
E01000389,Bexley,East,24.7064516129,37.3,20970
E01000390,Bexley,East,14.7814814815,23.7,17500
E01000391,Bexley,East,11.5375,36.7,17280
E01000392,Bexley,East,17.6757575758,74.5,16080
E01000393,Bexley,East,24.36,57.2,20480
E01000394,Bexley,East,18.190625,61.5,19130
E01000395,Bexley,East,16.4913043478,44.5,20490
E01000396,Bexley,East,12.39375,63.9,19800
E01000398,Bexley,East,15.33,68.4,15250
E01000399,Bexley,East,6.4375,53.3,17150
E01000400,Bexley,East,11.2333333333,54.9,17440
E01000401,Bexley,East,24.5965517241,61,14480
E01000402,Bexley,East,20.5730769231,49.2,15850
E01000403,Bexley,East,14.052173913,33.7,12600
E01000404,Bexley,East,10.91,131.3,12440
E01000405,Bexley,East,18.952,36.4,14850
E01000406,Bexley,East,23.5708333333,38.5,14790
E01000407,Bexley,East,27.2178571429,34.2,17170
E01000408,Bexley,East,9.79,15,15540
E01000409,Bexley,East,22.3952380952,72.8,20440
E01000410,Bexley,East,19.0909090909,57.5,19820
E01000411,Bexley,East,25.2647058824,73.2,17600
E01000412,Bexley,East,10.0409090909,68.4,18930
E01000413,Bexley,East,13.5227272727,62.9,17520
E01000414,Bexley,East,21.1216216216,58,16270
E01000415,Bexley,East,19.725,65.6,22470
E01000416,Bexley,East,17.5105263158,86.7,13580
E01000417,Bexley,East,20.2487804878,22,17670
E01000418,Bexley,East,26.5384615385,37.6,15030
E01000419,Bexley,East,24.2153846154,55.4,18710
E01000420,Bexley,East,27.0615384615,56.5,19890
E01000421,Bexley,East,26.2269230769,51.4,18540
E01000422,Bexley,East,16.0555555556,165.9,9050
E01000423,Bexley,East,21.3730769231,57.8,23380
E01000424,Bexley,East,22.58,43.9,26610
E01000425,Bexley,East,23.5130434783,47.8,24840
E01000426,Bexley,East,19.89,65.4,21990
E01000427,Bexley,East,24.6911764706,47.4,18220
E01000428,Bexley,East,20.9290909091,19.6,16280
E01000429,Bexley,East,14.704,52.9,11930
E01000430,Bexley,East,17.7636363636,11.8,16800
E01000431,Bexley,East,20.53,114.1,10250
E01000432,Bexley,East,18.8903225806,36.3,14920
E01000433,Bexley,East,19.3766666667,58.2,9930
E01000434,Bexley,East,16.5083333333,10.2,10500
E01000435,Bexley,East,16.075,80.2,12870
E01000436,Bexley,East,18.690625,60.8,21110
E01000437,Bexley,East,20.5666666667,49.7,17840
E01000438,Bexley,East,22.3136363636,87.3,17390
E01000439,Bexley,East,20.1769230769,54.2,15230
E01000440,Bexley,East,21.2947368421,58.5,19390
E01000441,Bexley,East,14.1428571429,67.9,14620
E01000442,Bexley,East,17.9642857143,52.5,18040
E01000443,Bexley,East,22.5904761905,46.6,17460
E01000444,Bexley,East,13.4052631579,11.9,26970
E01000445,Bexley,East,14.3388888889,27.8,21360
E01000446,Bexley,East,18.3842105263,56.1,21070
E01000447,Bexley,East,16.5913043478,15.5,23550
E01000448,Bexley,East,18.6695652174,29.3,26330
E01000449,Bexley,East,16.612195122,32.7,25780
E01000450,Bexley,East,29.8703703704,79.9,16610
E01000451,Bexley,East,26.8869565217,81.6,18710
E01000452,Bexley,East,25.8722222222,89.6,20060
E01000453,Bexley,East,15.0083333333,70,19280
E01000454,Bexley,East,32.2739130435,76.6,16100
E01000455,Bexley,East,23.9333333333,64.8,19280
E01000456,Bexley,East,30.1954545455,84.5,20110
E01000457,Bexley,East,22.945,59.9,19680
E01000458,Bexley,East,20.8928571429,43.2,22930
E01000459,Bexley,East,21.3960784314,54.4,18710
E01000460,Bexley,East,14.1259259259,26.2,29690
E01000461,Bexley,East,13.6458333333,30.7,23640
E01000462,Bexley,East,16.6352941176,35.5,19490
E01000463,Bexley,East,17.2923076923,53.2,23480
E01000464,Bexley,East,10.9,99.2,10970
E01000465,Bexley,East,9.35,57.5,10710
E01000466,Bexley,East,11.0923076923,7,11040
E01000467,Bexley,East,7.53,95.1,13690
E01000468,Bexley,East,3.9,92.8,13290
E01000469,Bexley,East,5.8333333333,43.6,14540
E01000470,Bexley,East,10.0391304348,40,10020
E01000471,Brent,West,35.17,117.8,13080
E01000472,Brent,West,9.9657142857,31.1,15070
E01000473,Brent,West,16.5914285714,108.5,12990
E01000474,Brent,West,18.135,101.7,12170
E01000475,Brent,West,20.356,63.3,13280
E01000476,Brent,West,17.0826086957,71.2,13390
E01000477,Brent,West,14.8882352941,49.8,11020
E01000478,Brent,West,22.6551724138,85.4,11640
E01000479,Brent,West,29.3052631579,52.8,17280
E01000480,Brent,West,32.0282051282,58.7,18510
E01000481,Brent,West,17.9517241379,60.5,13810
E01000482,Brent,West,11.0901960784,84.4,13060
E01000483,Brent,West,15.1034482759,77.3,10540
E01000484,Brent,West,25.1411764706,39.4,12670
E01000485,Brent,West,27.4033333333,77.4,13280
E01000486,Brent,West,30.9892857143,22.9,16760
E01000487,Brent,West,28.3323529412,61.6,14310
E01000488,Brent,West,26.4826086957,96.9,15950
E01000489,Brent,West,30.3466666667,49.5,17160
E01000490,Brent,West,20.524137931,121.6,21430
E01000491,Brent,West,20.7564102564,53.7,19400
E01000492,Brent,West,30.5473684211,83.1,19670
E01000493,Brent,West,26.0861111111,87.4,18000
E01000494,Brent,West,21.6720930233,79.3,19130
E01000495,Brent,West,18.2333333333,91.6,18300
E01000497,Brent,West,15.3452380952,58.2,14240
E01000498,Brent,West,11.01,59,12210
E01000499,Brent,West,12.4571428571,32.8,12270
E01000501,Brent,West,11.2607142857,116.7,11920
E01000502,Brent,West,18.7074074074,37,15720
E01000503,Brent,West,18.5,48.6,12810
E01000504,Brent,West,11.536,115.5,18700
E01000505,Brent,West,12.5909090909,106.1,15110
E01000506,Brent,West,9.4486486486,56.9,11150
E01000507,Brent,West,11.8931034483,70.7,16640
E01000508,Brent,West,11.528125,85.7,10270
E01000509,Brent,West,18.1555555556,112,12270
E01000510,Brent,West,11.9148148148,95.1,11190
E01000511,Brent,West,11.4551724138,96.7,14700
E01000512,Brent,West,18.1,111.9,19040
E01000513,Brent,West,30.7933333333,100.8,15200
E01000514,Brent,West,20.2612903226,96.4,15710
E01000515,Brent,West,16.125,44.5,12360
E01000516,Brent,West,24.059375,69.4,13500
E01000517,Brent,West,26.416,70.1,15550
E01000518,Brent,West,25.8090909091,33.2,11890
E01000519,Brent,West,18.2972972973,26.2,12070
E01000520,Brent,West,21.5742857143,67.4,14210
E01000521,Brent,West,14.2864864865,154.5,10960
E01000522,Brent,West,14.1954545455,133.6,12510
E01000523,Brent,West,16.627027027,186.4,12850
E01000524,Brent,West,18.3131578947,159.6,12280
E01000525,Brent,West,18.7964285714,127.2,12040
E01000526,Brent,West,8.4296296296,164.4,10150
E01000527,Brent,West,9.9882352941,172.3,12360
E01000528,Brent,West,8.05,134.3,12610
E01000530,Brent,West,15.69,103.8,19870
E01000531,Brent,West,10.9375,193,15620
E01000532,Brent,West,11.94,158.7,19020
E01000533,Brent,West,16.51875,121,11700
E01000534,Brent,West,23.6041666667,115.6,16980
E01000535,Brent,West,23.0205128205,115.4,16110
E01000536,Brent,West,26.9153846154,47.2,20760
E01000538,Brent,West,29.8517241379,39.7,20930
E01000539,Brent,West,26.4566666667,54.2,20330
E01000540,Brent,West,27.1133333333,39.8,22730
E01000541,Brent,West,21.8366666667,57.7,15890
E01000543,Brent,West,25.2416666667,81.4,16470
E01000544,Brent,West,20.4933333333,246.5,13790
E01000545,Brent,West,19.3766666667,156.1,18670
E01000546,Brent,West,23.5764705882,173.2,20090
