id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,property_type,accommodates,bathrooms,bedrooms,beds,square_feet,cleaning_fee,review_scores_rating,review_scores_location
7087327,Historic DC Condo-Walk to Capitol!,"Capitol Hill, Lincoln Park",38.8900463912,-77.0028080959,Entire home/apt,160,1,0,,NA,283,House,4,1,1,2,NA,$115.00,NA,NA
975833,Spacious Capitol Hill Townhouse,"Capitol Hill, Lincoln Park",38.8804128179,-76.9904848666,Entire home/apt,350,2,65,2015-09-28,2.11,343,House,6,3,3,3,NA,$100.00,94,9
8249488,Spacious/private room for single,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95529092,-76.9860057399,Private room,50,2,1,2015-09-10,1,60,House,1,2,1,1,NA,,NA,NA
8409022,A wonderful bedroom with library,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8721338763,-77.0196387903,Private room,95,1,0,,NA,365,House,2,1,1,1,NA,,NA,NA
8411173,Downtown Silver Spring,"Colonial Village, Shepherd Park, North Portal Estates",38.9963816296,-77.0415410081,Entire home/apt,50,7,0,,NA,351,Townhouse,4,1,1,1,NA,$15.00,NA,NA
8634774,Exclusive Catamaran Houseboat,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.8624863333,-77.0150620123,Entire home/apt,99,1,0,,NA,361,Boat,4,1,2,4,NA,,NA,NA
8498095,"Cozy DC Condo, Close to Metro!","Takoma, Brightwood, Manor Park",38.9747376624,-77.0270757639,Entire home/apt,100,3,0,,NA,21,Condominium,4,2,2,2,NA,$50.00,NA,NA
8513660,Warm and Cozy 1 Bedroom Apt,"Woodridge, Fort Lincoln, Gateway",38.9414856301,-76.9684847517,Entire home/apt,100,1,0,,NA,365,Apartment,2,1,1,1,NA,,NA,NA
8298145,Private room for rent,"Capitol View, Marshall Heights, Benning Heights",38.8801049592,-76.9190305417,Private room,38,2,1,2015-09-15,1,360,House,2,1.5,1,1,NA,,100,10
295345,Elite Room w/private bath Eden Park,"Takoma, Brightwood, Manor Park",38.9755924467,-77.0107132631,Private room,71,2,4,2015-05-25,0.33,352,Bed & Breakfast,2,NA,1,1,NA,$10.00,90,10
1745866,"Takoma Comfort, DC Convenience","Takoma, Brightwood, Manor Park",38.9800667143,-77.0155378957,Entire home/apt,97,4,5,2014-08-03,0.22,3,House,4,1.5,2,2,NA,$50.00,88,9
7678268,Great Penthouse View! Metro in 7min,"Colonial Village, Shepherd Park, North Portal Estates",38.9959377485,-77.0361411691,Entire home/apt,55,3,1,2015-09-28,1,0,Apartment,1,1,1,1,NA,,100,10
8457865,Sunny & Conveniently Located!,"Colonial Village, Shepherd Park, North Portal Estates",38.9920499626,-77.0465236925,Private room,50,2,0,,NA,365,Condominium,2,1,1,1,NA,$20.00,NA,NA
6757134,Beautiful Private High-Rise Apt,"Colonial Village, Shepherd Park, North Portal Estates",38.990226449,-77.0298167714,Entire home/apt,99,7,0,,NA,339,Apartment,2,1,0,1,NA,$125.00,NA,NA
295346,Renaissance Rm shared bath Eden PK,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9755359151,-77.0089619171,Private room,60,2,2,2015-05-20,0.43,361,Bed & Breakfast,2,NA,1,1,NA,$10.00,90,10
8479636,Cozy private second floor,"Woodridge, Fort Lincoln, Gateway",38.9407088482,-76.9657049937,Private room,52,1,1,2015-09-27,1,359,House,2,1,1,1,NA,,80,10
2310297,Cheap room near Fort Totten Metro,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9618384786,-76.9939329822,Private room,23,1,1,2015-10-01,1,333,Condominium,1,1,1,1,NA,$5.00,100,10
6556520,"Near Washington,DC","Colonial Village, Shepherd Park, North Portal Estates",38.9920300101,-77.0309063683,Shared room,200,1,0,,NA,363,Apartment,2,1,1,2,NA,,NA,NA
8519782,Sweet basement suite apartment,"North Michigan Park, Michigan Park, University Heights",38.9444196738,-76.9680864046,Entire home/apt,40,1,0,,NA,0,Apartment,4,1,2,2,NA,,NA,NA
8606980,Etta Mae Inn B&B - The Kiera room,"Takoma, Brightwood, Manor Park",38.9839417013,-77.0197297853,Private room,135,1,0,,NA,365,Bed & Breakfast,2,1,1,1,NA,,NA,NA
8485995,All the comfort you need.,"North Michigan Park, Michigan Park, University Heights",38.9455083758,-76.970515063,Entire home/apt,100,1,0,,NA,365,Apartment,2,1,1,1,NA,,NA,NA
8607216,Etta Mae Inn B&B - The Phoenix room,"Takoma, Brightwood, Manor Park",38.984198399,-77.0199960141,Private room,225,1,0,,NA,365,Bed & Breakfast,2,1,1,1,NA,,NA,NA
8568945,Sunny Cape Cod minutes from DC,"Takoma, Brightwood, Manor Park",38.9828992629,-77.0176488312,Entire home/apt,129,14,0,,NA,120,House,7,3,4,3,NA,$99.00,NA,NA
333613,CHIC DC URBAN RETREAT,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.9287606006,-77.0480877804,Entire home/apt,149,3,46,2015-10-01,1.06,18,Apartment,1,1,1,1,550,,100,10
1026034,Perfect studio in VERY central DC,"Shaw, Logan Circle",38.909018419,-77.033177743,Entire home/apt,150,2,84,2015-09-30,2.91,351,Apartment,4,1,1,2,NA,$30.00,99,10
2486785,"Logan Circle Loft 1bedroom, 1.5bath","Shaw, Logan Circle",38.9068310663,-77.0298755829,Entire home/apt,175,1,25,2015-08-01,1.38,361,Apartment,4,1.5,1,1,NA,$25.00,91,10
1822257,Updated 2BD Rowhome Steps to Metro,"Shaw, Logan Circle",38.9128551313,-77.0221839296,Entire home/apt,239,5,4,2014-08-08,0.18,345,House,3,1,2,2,NA,$50.00,100,9
5220279,Cozy Apt in the Heart of Hipsterdom,"Shaw, Logan Circle",38.9060253265,-77.0214058073,Private room,65,2,2,2015-08-28,1.15,63,Apartment,4,1,1,2,NA,,100,10
3419118,Beautiful room in amazing location!,"Shaw, Logan Circle",38.9083654422,-77.0228204269,Private room,71,2,83,2015-09-25,5.4,319,Apartment,2,1,1,1,NA,$12.00,97,9
805961,Clean Studio - Next to Conv Center!,"Shaw, Logan Circle",38.9082324156,-77.0250919394,Entire home/apt,80,1,19,2015-09-27,7.4,123,Apartment,2,1,1,1,NA,,89,9
3362,Rowhouse,"Shaw, Logan Circle",38.910460914,-77.0193306765,Private room,250,1,94,2015-06-12,1.15,340,House,4,2.5,1,3,NA,,95,8
93551,Upscale Master Close to Everything,"Shaw, Logan Circle",38.9123511973,-77.0187325978,Private room,138,1,47,2015-09-17,0.87,365,House,2,1,1,1,NA,$50.00,92,8
68962,Sunny Bedroom with En Suite Bath,"Shaw, Logan Circle",38.91042775,-77.020619066,Private room,94,2,150,2015-09-29,2.7,308,House,2,1,1,1,NA,,98,9
3469191,2BR/2.5BTH PH Loft featured on HGTV,"Shaw, Logan Circle",38.9079786289,-77.0189972277,Entire home/apt,283,3,15,2015-07-20,1.06,297,Loft,5,2.5,2,2,NA,$120.00,100,10
6778286,Sunny 1-Bed Apt White House / Logan,"Shaw, Logan Circle",38.9057558302,-77.0295514663,Entire home/apt,127,3,0,,NA,0,Apartment,3,1,1,3,NA,,NA,NA
495042,CONVENTION CENTER METRO STATION #2,"Shaw, Logan Circle",38.9085120758,-77.0255825316,Private room,79,1,69,2015-09-16,1.69,349,Townhouse,6,1,1,3,NA,,91,9
7220873,Charming Garden Level Apartment,"Shaw, Logan Circle",38.913587623,-77.0256363755,Entire home/apt,110,1,1,2015-08-03,0.48,62,Apartment,3,1,1,1,NA,,100,10
7524042,6 Mixed,"Shaw, Logan Circle",38.9110738783,-77.023206631,Shared room,38,1,2,2015-09-04,1.62,363,Dorm,6,1,1,6,NA,,NA,NA
5990979,"Dupont Circle, 14th ST Unbeatable!","Shaw, Logan Circle",38.9128509509,-77.0338569128,Entire home/apt,480,3,5,2015-09-29,0.99,325,House,9,2.5,3,5,NA,$200.00,95,10
1086168,2bd/2ba A+ Logan Circle Penthouse,"Shaw, Logan Circle",38.9095093868,-77.0326777009,Entire home/apt,372,3,33,2015-09-18,1.36,326,Apartment,6,2,2,3,NA,$80.00,96,10
6688513,One Bedroom Apt. in heart of Shaw,"Shaw, Logan Circle",38.9103511867,-77.0236165453,Entire home/apt,125,1,11,2015-09-24,3.55,57,Apartment,3,1,1,2,NA,$60.00,93,9
3890477,Cozy Master Bedroom @ Logan Circle,"Shaw, Logan Circle",38.9076029502,-77.0287766406,Private room,89,1,3,2015-08-29,0.64,161,Apartment,2,1,1,1,NA,$30.00,93,10
6262632,Modern apartment in the heart of DC,"Shaw, Logan Circle",38.9099032102,-77.0216496449,Shared room,80,1,5,2015-07-05,1.01,360,Apartment,1,1,1,1,NA,,96,10
1519460,"Convention Center, Sleeps 5 ","Shaw, Logan Circle",38.9063337731,-77.0262634936,Entire home/apt,90,3,29,2015-09-16,1.17,313,Apartment,5,1,0,3,NA,$100.00,91,9
5173258,M St Apt C,"Shaw, Logan Circle",38.9071218855,-77.0190372951,Entire home/apt,110,2,32,2015-09-21,4.34,345,Apartment,3,1,0,2,NA,$35.00,84,9
3985441,Logan Circle Bright & Beautiful Apt,"Shaw, Logan Circle",38.9120689865,-77.0265447673,Entire home/apt,100,3,1,2015-09-25,1,0,Apartment,3,1,2,3,NA,$40.00,100,10
5089898,Gorgeous + Location 2BR/2BA,"Shaw, Logan Circle",38.9098818172,-77.0337196902,Entire home/apt,250,1,15,2015-09-21,2.31,41,Apartment,4,2,2,2,NA,$75.00,97,10
7150515,Large Room in Renovated House,"Congress Heights, Bellevue, Washington Highlands",38.8469341201,-76.9992943175,Private room,55,1,0,,NA,364,House,1,1,1,1,NA,$75.00,NA,NA
7132107,Rustic Beauty in SE DC,"Congress Heights, Bellevue, Washington Highlands",38.8472428939,-76.9991555886,Private room,55,1,5,2015-09-12,2.73,362,House,3,1,1,2,NA,$75.00,84,6
813573,Inauguration 2013 | $400/nt | SW DC,"Congress Heights, Bellevue, Washington Highlands",38.8280524755,-77.0104512661,Entire home/apt,400,2,0,,NA,365,Apartment,2,1,1,1,360,,NA,NA
8473096,Comfy Futon in Private Room,"Congress Heights, Bellevue, Washington Highlands",38.8482433469,-76.9992495151,Private room,35,1,0,,NA,360,House,1,1,1,1,NA,$25.00,NA,NA
2117627,DC house with feel of the suburbs,"Congress Heights, Bellevue, Washington Highlands",38.8272227365,-77.0091957824,Entire home/apt,160,2,5,2015-06-19,0.75,0,House,4,2,2,2,NA,$30.00,96,8
7254795,Clean convenient 2 BR with parking!,"Congress Heights, Bellevue, Washington Highlands",38.8287192926,-77.0078341392,Entire home/apt,130,2,1,2015-07-30,0.45,346,Townhouse,4,2.5,2,2,NA,$60.00,100,6
8567059,Quiet Single Room - Smoke Free Home,"Congress Heights, Bellevue, Washington Highlands",38.8263620449,-76.9978667103,Private room,50,1,0,,NA,194,Townhouse,1,1,1,1,NA,,NA,NA
5912004,Freshness - Affordable DC Living,"Congress Heights, Bellevue, Washington Highlands",38.8345414497,-77.0056065288,Private room,150,1,0,,NA,365,House,2,1,1,1,NA,,NA,NA
2940776,Garden Paradise in Southeast DC,"Congress Heights, Bellevue, Washington Highlands",38.8430638359,-76.9915870687,Private room,40,1,9,2015-09-17,0.53,267,House,2,1.5,1,1,NA,,84,8
8519673,Private Room in Spacious Basement,"Congress Heights, Bellevue, Washington Highlands",38.8468334952,-76.9994565341,Private room,45,1,0,,NA,354,House,2,1,1,1,NA,,NA,NA
8552222,Clean convenient BR with parking!,"Congress Heights, Bellevue, Washington Highlands",38.8277566121,-77.0083268032,Private room,55,2,0,,NA,345,Townhouse,2,2.5,1,1,NA,$25.00,NA,NA
4694155,Cozy Southeast Getaway,"Congress Heights, Bellevue, Washington Highlands",38.825060519,-76.9987406049,Entire home/apt,200,1,1,2015-01-01,0.11,365,Apartment,2,1,1,1,NA,,100,10
4286181,Private BR Shared Bath Sunny TH,"Douglas, Shipley Terrace",38.850813438,-76.9801114215,Private room,65,1,4,2015-08-18,0.71,296,House,2,1,1,1,NA,,100,10
2523708,Night Sky room next to metro,"Douglas, Shipley Terrace",38.8408171177,-76.9779750375,Private room,94,1,18,2015-08-22,0.99,361,House,4,1.5,1,1,NA,$15.00,98,9
861775,Private BR Shared Bath Sunny TH,"Douglas, Shipley Terrace",38.8487274639,-76.9787148289,Private room,65,1,2,2015-08-11,0.31,336,House,1,1,1,1,NA,,90,8
2517969,Sports themed room next to metro,"Douglas, Shipley Terrace",38.8421504028,-76.9763332342,Private room,64,1,115,2015-09-21,6.1,336,House,5,1.5,1,1,NA,$15.00,94,9
7368860,Close to Navy Yard and Capitol Hill,"Douglas, Shipley Terrace",38.8498122716,-76.9828929597,Private room,59,1,18,2015-09-22,9.31,353,Townhouse,2,1,1,1,NA,,98,9
403647,HELLO!,"Douglas, Shipley Terrace",38.8492184635,-76.9788419159,Private room,125,1,0,,NA,365,House,1,NA,1,NA,NA,,NA,NA
1875603,Safari themed room next to metro,"Douglas, Shipley Terrace",38.8422291974,-76.9764170317,Private room,74,1,33,2015-08-31,1.48,336,House,3,1.5,1,1,NA,$15.00,96,9
6133697,"Room close to Bus, Metro & Shopping","Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.8532829298,-76.9682667337,Private room,69,1,8,2015-08-02,2.7,353,House,3,1,1,1,NA,$10.00,98,9
8523150,English Basement & Bath,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.8576088991,-76.9744090403,Private room,49,1,1,2015-09-24,1,356,House,1,1,1,1,NA,$35.00,100,10
8172001,Great Condo! Private Bedroom & Bath,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.8590830433,-76.9694998958,Private room,60,1,0,,NA,364,Apartment,2,1,1,1,NA,,NA,NA
7582828,Affordable & private near to Subway,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.8513765581,-76.970836971,Private room,69,1,19,2015-09-29,9.5,348,House,2,1,1,1,NA,$10.00,98,9
5375538,"Steps to Metro, food & DC fun!","Near Southeast, Navy Yard",38.8772108593,-77.0036874383,Entire home/apt,157,2,3,2015-09-05,1.73,324,Apartment,4,1,1,2,NA,$65.00,100,10
6564932,"Location, Cozy and Convenient!","Near Southeast, Navy Yard",38.879959888,-77.0064906282,Entire home/apt,128,1,9,2015-09-18,2.25,301,Apartment,3,1,1,1,NA,$40.00,100,10
3504621,Cozy Apt w/ Views of the Monument!,"Near Southeast, Navy Yard",38.8770983009,-77.0045835816,Entire home/apt,135,6,6,2015-08-17,0.44,138,Apartment,2,1,1,1,NA,$95.00,97,9
2237591,"Private room, Navy Yard area","Near Southeast, Navy Yard",38.8796161929,-77.0043420911,Private room,90,2,6,2015-09-12,0.36,327,House,2,1,1,1,NA,,97,10
4468217,DC's Capitol Hill/Waterfront 1BD,"Near Southeast, Navy Yard",38.8783406238,-77.0007384864,Entire home/apt,102,5,6,2015-08-08,0.61,335,Apartment,2,1,1,1,NA,$49.00,88,10
8089814,1 BR in Amenities Bldg - Nats Park!,"Near Southeast, Navy Yard",38.8783749342,-77.0080016764,Entire home/apt,99,1,0,,NA,22,Apartment,3,1,1,1,NA,$50.00,NA,NA
5759630,Navy Yard apt with Capitol view,"Near Southeast, Navy Yard",38.8765367392,-77.0062363502,Entire home/apt,195,1,1,2015-04-25,0.19,167,Apartment,2,1,1,1,NA,,100,10
321642,Eastern Market english basement,"Near Southeast, Navy Yard",38.8803241655,-77.0019617031,Entire home/apt,160,1,59,2015-09-18,1.44,347,Apartment,4,1,1,2,NA,$50.00,92,10
7219322,Navy Yard/ Capitol Hill Luxury Apt,"Near Southeast, Navy Yard",38.8800866331,-77.0073128676,Private room,95,1,1,2015-08-02,0.48,287,Apartment,2,1,1,1,NA,$100.00,80,10
7973221,Capitol Hill | Navy Yrd Luxury Apt,"Near Southeast, Navy Yard",38.8786184362,-77.0059824673,Entire home/apt,120,1,0,,NA,294,Apartment,2,1,1,1,NA,,NA,NA
8191407,Nats Capitol Navy Yd SE Water DOT!!,"Near Southeast, Navy Yard",38.8758404591,-76.9990860113,Entire home/apt,249,2,0,,NA,150,Apartment,6,2,2,3,NA,$59.00,NA,NA
7860122,1BR/BA in DC w/View of Capitol,"Near Southeast, Navy Yard",38.8804502706,-77.006514875,Entire home/apt,88,3,1,2015-09-23,1,25,Apartment,2,1,1,1,NA,$35.00,100,8
7973954,1 Room between Navyyard & Capitol,"Near Southeast, Navy Yard",38.8786908174,-77.0053782671,Private room,90,1,2,2015-09-14,2,0,Apartment,2,1,1,1,NA,$10.00,100,10
8503615,Brand New 1 Bedroom w/ Living Room,"Near Southeast, Navy Yard",38.8774497086,-77.0057126869,Entire home/apt,150,1,0,,NA,325,Apartment,2,1,NA,1,NA,,NA,NA
8606829,Master Suite in Navy Yard,"Near Southeast, Navy Yard",38.8749119069,-77.0088449898,Private room,125,1,0,,NA,30,Apartment,2,1,1,1,NA,,NA,NA
374043,Capitol Hill Row-House w/ Priv Bath,"Near Southeast, Navy Yard",38.8792332863,-76.9976414258,Private room,85,3,145,2015-09-15,3.46,344,House,2,1,1,1,NA,$20.00,95,10
4251323,MLB Playoff Apartment,"Near Southeast, Navy Yard",38.8804596063,-77.0080082049,Entire home/apt,400,1,0,,NA,340,Apartment,3,1,1,2,NA,,NA,NA
4430318,Stunning Penthouse Loft Guestroom ,"Near Southeast, Navy Yard",38.8740749305,-77.0023063011,Private room,120,2,8,2015-09-21,0.74,364,Apartment,2,1,1,1,NA,,94,9
454026, Historic E.Capitol 4 Bedroom house,"River Terrace, Benning, Greenway, Dupont Park",38.891199796,-76.9506789889,Entire home/apt,215,2,29,2015-08-23,0.71,343,House,10,2,4,4,NA,$125.00,74,6
6448095,"""Kozy Kot""","River Terrace, Benning, Greenway, Dupont Park",38.8874647573,-76.9557135419,Private room,90,2,0,,NA,363,House,2,0.5,1,1,NA,,NA,NA
4597473,Large Sunny 1 bedroom near the Hill,"River Terrace, Benning, Greenway, Dupont Park",38.891386864,-76.9488614064,Private room,50,2,23,2015-09-28,5.7,324,House,2,1,1,1,NA,,88,8
5023531,Comfortable studio with dinosaur.,"River Terrace, Benning, Greenway, Dupont Park",38.8920906841,-76.9503142934,Private room,100,1,12,2015-07-29,1.88,336,House,5,1,1,2,NA,$25.00,92,6
7769625,Suburban living in the city!,"River Terrace, Benning, Greenway, Dupont Park",38.8730203462,-76.9389177453,Entire home/apt,65,1,0,,NA,29,House,4,2,2,2,NA,,NA,NA
7826994,Great price for DC room,"River Terrace, Benning, Greenway, Dupont Park",38.8936281181,-76.959248392,Private room,55,2,4,2015-09-18,2.73,356,House,2,1,1,1,NA,,100,9
792578,Lovely Comfortable Home near Metro,"River Terrace, Benning, Greenway, Dupont Park",38.8833641908,-76.9506295331,Entire home/apt,129,1,58,2015-09-27,1.86,173,House,8,2.5,3,1,NA,,89,8
7384867,"Cozy, quiet, clean DC room","River Terrace, Benning, Greenway, Dupont Park",38.8919731146,-76.9604287524,Private room,45,1,4,2015-09-22,2.22,275,House,1,1,1,1,NA,,90,9
212586,[1375-2/1]2BR 1Block to White House,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9010559462,-77.034157864,Entire home/apt,299,3,34,2015-09-28,0.69,159,Apartment,5,2,2,2,NA,,95,10
786804,[1375-2B]1 Block to White House,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9009509181,-77.0329729827,Entire home/apt,309,4,8,2015-08-02,1.34,356,Apartment,5,2,2,2,NA,,95,10
8595649,Boat show Annapolis sleeps 6,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8945591082,-77.0142194137,Entire home/apt,375,1,0,,NA,365,Boat,7,1,2,4,NA,,NA,NA
4729118,Downtown - 2 BR / 2 BA with Parking,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9012587463,-77.0145152536,Entire home/apt,180,7,48,2015-09-21,6.13,308,Apartment,4,2,2,3,NA,$50.00,99,10
2790026,Walk to the White House - Thomas Cr,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9055335883,-77.0335504836,Entire home/apt,149,3,32,2015-09-13,1.86,334,Apartment,4,1,1,1,NA,$100.00,86,10
5844616,Lux 2BR Apt near Convention Center ,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9004593626,-77.0264187326,Entire home/apt,337,3,6,2015-09-01,1.07,42,Apartment,5,2,2,3,NA,$100.00,100,10
96259,Lux 2BR - Near Covention Center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9010744878,-77.0192463472,Entire home/apt,299,3,7,2015-08-12,0.19,360,Apartment,4,2,2,2,1000,,83,9
23378,[1396] 1 BR at Newseum Residences,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8937129808,-77.0187753708,Entire home/apt,249,4,6,2015-05-16,0.11,365,Apartment,3,1,1,1,NA,,96,10
5405828,Rooftop Studio & DC 360 view,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9001051229,-77.0152540658,Entire home/apt,126,2,5,2015-09-23,0.94,326,Apartment,3,1.5,0,1,NA,$100.00,90,10
8167267,Luxury downtown condo,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9018969973,-77.0281415346,Private room,99,1,1,2015-09-24,1,13,Apartment,2,1,1,1,NA,,100,10
4808149,2 Bedroom  - Near Convention Center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9008916054,-77.0195476594,Entire home/apt,299,3,2,2015-05-18,0.3,365,Apartment,4,2,2,2,NA,,90,10
924888,"[1038]1BR At 460 L Street, Penn Q","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.902852807,-77.0189908996,Entire home/apt,199,7,1,2015-06-27,0.3,89,Apartment,2,1,1,1,NA,$200.00,100,10
4659838,1 Bed Room Apt - Next to Capitol,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8958004312,-77.0115220467,Shared room,89,1,1,2014-12-25,0.11,275,Apartment,3,1,1,3,NA,$30.00,NA,NA
8664363,Studio apartment in chinatown,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8983514223,-77.0220107109,Entire home/apt,165,1,0,,NA,365,Apartment,2,1,0,1,NA,$75.00,NA,NA
786693,[1396-2/3]2BR at Newseum Residences,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8942315099,-77.0186583219,Entire home/apt,309,4,1,2014-10-19,0.09,365,Apartment,4,2,2,2,1000,,80,10
8133514,Luxury Studio in Heart of DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8986694871,-77.0147477308,Entire home/apt,115,1,0,,NA,305,Apartment,2,1,0,1,NA,,NA,NA
1304225,Sunny Studio in the Heart of DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9028522409,-77.0223174463,Entire home/apt,130,1,85,2015-09-25,3.36,21,Apartment,4,1,1,2,NA,$25.00,91,10
7637938,Spacious 1BR apt in heart of DC!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9004901463,-77.0156675652,Private room,95,1,0,,NA,337,Apartment,2,2,1,1,NA,$10.00,NA,NA
6744470,Luxuary apt in downtown DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9015486212,-77.0122656447,Shared room,50,2,6,2015-09-15,3,89,Apartment,1,1,1,1,NA,$15.00,97,9
5869529,Lux Furnished 1BR Newseum Apt.,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8940734061,-77.0194629512,Entire home/apt,569,3,0,,NA,90,Apartment,3,1,1,1,NA,$100.00,NA,NA
3672217,Luxury Sublet in Great Location,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8990409077,-77.016689275,Private room,55,20,0,,NA,365,Apartment,1,1,1,1,NA,,NA,NA
7596192,Spl. Price Budget bed Union Station,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9058555813,-77.012205204,Shared room,49,1,3,2015-09-21,1.8,280,House,2,1.5,1,1,NA,$12.00,73,9
6900870,Airy Loft In Downtown!,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9051220992,-77.0271197105,Entire home/apt,250,3,4,2015-09-18,1.67,350,Loft,4,1,2,2,NA,$115.00,100,10
36943,[1701] Brand New Loft Apt-U St Corr,"Shaw, Logan Circle",38.9135085786,-77.0188391148,Entire home/apt,198,7,0,,NA,365,Apartment,2,NA,1,1,NA,$150.00,NA,NA
1839589,Lux 2BR Newseum Apt on the Mall,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.893887166,-77.0188119067,Entire home/apt,311,3,3,2015-05-17,0.26,45,Apartment,5,2,2,3,NA,$100.00,100,10
2115864,"Chinatown studio, amazing location","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8993337232,-77.0164595996,Entire home/apt,95,2,35,2015-09-29,1.64,49,Apartment,2,1,0,1,NA,$25.00,76,10
7825726,Spacious room by Convention Center,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9040597843,-77.0170637425,Shared room,59,1,1,2015-08-20,0.67,346,Apartment,1,1,1,2,NA,$30.00,100,10
3172888,Best Location Luxury 1 BR,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8953894167,-77.0205455904,Entire home/apt,167,5,31,2015-08-27,2.02,343,Apartment,2,1,1,1,NA,$104.00,94,10
6106389,Capitol City Chinatown Getaway,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9050979718,-77.0167189011,Entire home/apt,165,1,0,,NA,138,Apartment,3,1,1,1,NA,,NA,NA
2477325,Master bedroom in NW DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9056828956,-77.0120282696,Private room,104,2,11,2015-09-20,0.58,344,House,3,1.5,1,1,NA,,75,8
805490,Awesome Location! -- Clean Studio,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9049291698,-77.0263579016,Entire home/apt,99,1,169,2015-10-01,4.93,58,Apartment,2,NA,1,1,NA,,82,9
4811421,Washington Suite,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8989526853,-77.0149355015,Entire home/apt,159,1,0,,NA,360,Apartment,4,1,1,3,NA,$120.00,NA,NA
6430122,Downtown Luxury Furnished Studio,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9038884916,-77.0174948615,Entire home/apt,190,3,13,2015-09-24,3.82,129,Apartment,2,1,0,1,NA,,95,10
4044606,Lux 1BR Apt near Logan Circle,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9049106118,-77.0298968675,Entire home/apt,246,3,0,,NA,57,Apartment,3,1,1,2,NA,$100.00,NA,NA
6376317,Luxury Apt In Heart of DC,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9053124857,-77.0220989726,Entire home/apt,200,2,14,2015-09-30,3,305,Apartment,3,1,1,2,NA,$70.00,98,10
1584147,Comfortable Modern Downtown Condo,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9007720397,-77.0246773992,Entire home/apt,215,1,34,2015-09-17,1.37,353,Apartment,3,1,1,2,NA,,95,10
