id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,property_type,accommodates,bathrooms,bedrooms,beds,square_feet,cleaning_fee,review_scores_rating,review_scores_location
5911966,Modern Rowhouse 3BD/3.5BA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9132530869,-77.0040338348,Entire home/apt,375,2,2,2015-07-19,0.66,159,House,10,3.5,3,3,NA,$125.00,90,9
3208642,Hotel Style B&B Vacation Rental,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9174703859,-77.0127936538,Private room,129,2,2,2015-05-17,0.42,344,House,2,1.5,1,1,NA,,100,9
5666253,"DC Retreat, Comfy, Clean, Chic","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9177814626,-77.004435571,Private room,79,1,5,2015-07-30,0.86,357,House,2,1,1,1,NA,$40.00,96,9
2943239,HOUSE OF CARDS WA WA WE WA-,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9167690742,-77.0031994396,Private room,68,3,24,2015-09-30,1.89,353,Apartment,2,1,1,1,NA,$25.00,83,8
234431,Comfortable private room w/balcony,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9168464151,-77.01332669,Private room,79,28,208,2015-09-27,4.4,275,House,2,1,1,1,NA,,94,9
4967,"DC, Near Metro","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9140905454,-76.9936794518,Private room,99,2,26,2015-09-28,0.43,365,House,1,2,1,1,NA,,95,8
8131707,Modern 1BR Apt Close to Metro,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9151208007,-77.0041935105,Entire home/apt,75,1,1,2015-09-02,0.94,4,Apartment,4,1,1,3,NA,$45.00,NA,NA
4715654,Gorgeous Renovated Apartment in DC!,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9121563902,-77.0148466848,Entire home/apt,105,3,21,2015-09-30,2.25,267,Apartment,4,1,1,2,NA,$45.00,92,9
1210232,"Modern, Comfortable Apartment ","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9155367749,-77.0026054013,Entire home/apt,80,1,2,2015-09-13,2,165,Apartment,3,1,2,2,NA,$50.00,90,8
6879092,"Private suite, modern DC row house","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9222733366,-77.0015698673,Entire home/apt,95,2,16,2015-09-25,4.75,314,House,2,1,1,1,NA,$35.00,96,8
6133629,Perfect Row Home + Parking & Deck,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9136833018,-77.0141789312,Entire home/apt,225,1,36,2015-09-27,6.92,349,Apartment,6,1,2,3,NA,$60.00,89,8
685309,"Tranquility & Convenience in DC, 3","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9371333429,-77.0179931526,Private room,85,2,24,2015-07-25,0.67,325,House,2,1,1,1,NA,,93,9
6100283,Victorian in the Heart of DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9123295404,-77.0095358014,Private room,70,1,28,2015-09-25,5.19,19,House,2,1.5,1,1,NA,$15.00,92,9
2365726,One Bedroom for Rent in Rowhouse,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9175725377,-77.0011018302,Private room,69,1,8,2015-08-30,0.44,305,Apartment,1,1,1,1,NA,$39.00,100,8
7649299,Basement apartment in Bloomingdale!,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9146292831,-77.0089380978,Entire home/apt,79,1,10,2015-10-01,7.32,334,Apartment,2,1,1,1,NA,,89,9
5082689,Walk to Pope's Visit at Basilica f,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9149854184,-77.0013489647,Private room,95,2,3,2015-09-12,0.63,64,House,2,1.5,1,1,NA,,93,9
8132910,Brand new Eckington/Edgewood 1BR!,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9188115049,-77.0029411677,Entire home/apt,95,1,0,,NA,328,Apartment,2,1,1,1,NA,,NA,NA
1718584,Guest Suites at Rhode Island Ave NW,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9137090419,-77.0143517094,Entire home/apt,450,1,9,2015-07-12,0.5,353,House,8,2.5,3,3,NA,$250.00,96,10
7838012,Walk to Papal Mass,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9245085892,-76.9989347184,Entire home/apt,500,3,0,,NA,0,Apartment,6,1,2,3,NA,,NA,NA
7952701,‘Suite Situation’ in Downtown DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9142005631,-77.0108536508,Entire home/apt,118,2,9,2015-09-27,6.59,303,Apartment,2,1,1,1,NA,$50.00,100,10
8133516,Huge 2 bed in Bloomingdale,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9135168691,-77.0120731866,Entire home/apt,195,2,2,2015-09-14,2,22,Apartment,8,2.5,2,5,NA,$75.00,100,10
4414353,The Nations Capital.  The District ,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9195009954,-77.0021610768,Entire home/apt,99,1,0,,NA,90,Apartment,2,1,0,1,NA,$45.00,NA,NA
3826771,Beautiful 1BR Spacious Apartment,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91869285,-77.0136061172,Entire home/apt,130,3,32,2015-09-25,2.31,341,Apartment,2,2,1,1,NA,,99,9
6142571,Big Home in DC close to Basillica,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9266540016,-77.0079276315,Entire home/apt,165,1,0,,NA,355,House,6,2.5,3,3,NA,$100.00,NA,NA
825969,Entire House near Union Station,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9152071764,-77.0009948364,Entire home/apt,350,2,0,,NA,15,House,10,2.5,3,4,NA,$85.00,NA,NA
6560442,"Nation's Capital, LeDroit Park","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9141511593,-77.0146692999,Private room,129,1,2,2015-07-05,0.59,365,House,2,1.5,1,1,NA,,100,9
4994165,Secure Condo in the Heart of DC!!,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9277039439,-77.0073642837,Private room,78,2,4,2015-08-16,0.58,178,Condominium,1,1,1,1,NA,,100,10
8453378,Papal close Pad,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9275868499,-77.0051539518,Entire home/apt,900,3,0,,NA,0,Apartment,3,2,3,3,NA,,NA,NA
7208196,Beautiful 3bd  rm house w/parking,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9135466744,-77.0170049838,Entire home/apt,249,2,14,2015-09-28,5.75,334,Townhouse,6,2,3,3,NA,$75.00,97,9
8625421,Priv. Basement Apt w/ Private Bath,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9117128637,-77.0036158727,Private room,125,1,0,,NA,365,House,2,1,1,2,NA,,NA,NA
6331663,"Beautiful, Secure 2BR. 2.5BA in DC","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9140588862,-77.0170799258,Entire home/apt,199,2,4,2015-09-16,0.84,58,House,6,2.5,2,2,NA,$75.00,100,10
826087,2br Apt near UnionStation  basement,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9138742377,-77.0018130289,Entire home/apt,130,2,25,2015-09-29,3.89,76,House,8,1,2,4,1400,$75.00,90,9
7420697,Private English Basement Apartment,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9186108669,-77.0012160409,Private room,75,1,6,2015-09-26,3.27,353,House,4,1,1,1,NA,$39.00,90,9
4545319,Sunny 1.5 BD Garden Apartment,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9150404868,-77.0075317473,Entire home/apt,125,1,24,2015-05-30,2.25,275,Apartment,3,1,2,2,NA,,86,8
6093919,"Renovated, Near Metro + Parking","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9081493638,-77.0155723292,Entire home/apt,140,1,12,2015-09-05,2.34,349,Apartment,4,1,1,1,NA,$40.00,98,9
2014332,MINIMALLY FURNISHED Victorian Room,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9134648948,-77.0091469629,Private room,50,1,3,2015-09-10,1.2,365,House,2,1,1,1,NA,$20.00,50,8
4275780,Elegant Apartment in DC - NoMa,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9113772717,-77.0064585774,Entire home/apt,150,2,3,2015-08-26,1.36,356,Apartment,4,1,1,2,NA,$35.00,90,9
6143706,HOT Bloomingdale Beauty!!!,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9149688361,-77.0137029165,Entire home/apt,150,1,4,2015-05-17,0.79,357,House,4,1,1,2,NA,,90,9
3964658,Garden Suite Efficiency,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9143430925,-77.0089500543,Entire home/apt,115,1,92,2015-09-30,8.39,309,Apartment,2,1,0,1,NA,,96,9
6438059,Room Available in Northeast DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9167362824,-76.9992970403,Private room,45,2,0,,NA,112,House,1,1.5,1,1,NA,,NA,NA
8428743,Cozy room in the heart of DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9163001549,-77.0124120156,Private room,40,1,0,,NA,26,House,2,1,1,1,NA,$25.00,NA,NA
7159001,"3 stories, 5 bedrooms, 2 kitchens!","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9135810634,-77.0154626967,Entire home/apt,749,3,0,,NA,299,House,15,3.5,5,10,NA,$199.00,NA,NA
7109507,Charming 3 BR in a great location,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9223078489,-77.0027884636,Entire home/apt,150,2,2,2015-08-08,0.85,68,House,5,2.5,3,3,NA,$35.00,100,10
6504334,3 bdrm loft in NOMA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9116073094,-77.0024627522,Private room,120,1,1,2015-05-31,0.24,365,Loft,2,2,1,1,NA,,100,8
6492476,BE OUR GUEST,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9138258382,-76.9933961302,Entire home/apt,115,1,30,2015-10-02,10.98,307,Apartment,2,1,0,1,NA,,97,9
7342013,Spacious Townhouse with Roof Deck,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9137631028,-77.010141474,Entire home/apt,215,5,0,,NA,55,House,5,2.5,2,2,NA,,NA,NA
6192598,DC Classic Rowhome Close to It All,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9110497067,-77.0105532321,Entire home/apt,250,2,1,2015-06-05,0.25,141,House,6,1.5,3,3,NA,$40.00,100,10
8404684,Cozy living quarters in Brookland,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9281876872,-77.005823147,Shared room,480,1,0,,NA,0,Apartment,4,1,1,1,NA,$50.00,NA,NA
3423746,"Perfect, Spacious 2 BD Apartment ","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9140982124,-77.0144729873,Entire home/apt,160,1,50,2015-05-27,3.34,117,Apartment,4,1,2,2,NA,$25.00,78,8
7921171,Cozy luxury jr. 1 bedroom apartment,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9117329203,-77.004472242,Entire home/apt,119,1,4,2015-09-19,4,349,Apartment,4,1,1,2,NA,,95,10
8388422,Walk 5 minutes to see the Pope!,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9255869864,-77.0087099155,Entire home/apt,398,2,0,,NA,0,Apartment,4,1,1,1,NA,,NA,NA
6766418,Spacious Urban Living@Bloomingdale,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9147245877,-77.0149207597,Private room,79,2,9,2015-09-24,2.67,58,House,2,1,1,1,NA,,93,9
8224677,Artistic master room amazing local,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9162614401,-77.0119274236,Private room,62,1,1,2015-09-16,1,358,House,4,1.5,1,1,NA,$10.00,100,10
7970775,Brookland Apt.   Next to Metro.,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9321382578,-76.9966768398,Entire home/apt,120,3,0,,NA,6,Apartment,3,1,1,1,NA,$35.00,NA,NA
6701026,Basement room II near Union Station,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9137511783,-77.0008253611,Private room,60,2,1,2015-06-18,0.28,115,House,4,1,1,1,NA,,100,10
5521395,DC Getaway,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9100491617,-77.0048151695,Entire home/apt,100,1,0,,NA,41,Apartment,4,1,2,2,NA,,NA,NA
1814851,Sunny Room & Private Bath w Parking,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9254594368,-77.0073222318,Private room,68,2,43,2015-09-05,2.31,164,Apartment,2,1,1,1,NA,,96,9
5361229,"Bright Apartment, Trendy Brookland ","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9261468122,-77.0072744223,Entire home/apt,95,1,4,2015-09-25,0.85,280,Apartment,4,1,1,2,NA,$75.00,100,10
5278479,Beautiful rowhome close to it all!,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9138480558,-77.014345068,Entire home/apt,399,1,24,2015-09-19,3.38,323,House,9,2.5,3,6,NA,$99.00,97,9
6627277,2BR/2BA 10 mins from DC Monuments,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9107964096,-77.0124441304,Entire home/apt,125,2,13,2015-09-29,3.15,65,Apartment,4,2,2,2,NA,$75.00,89,8
2141766,"Stylish suite in DC, free parking","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9239829384,-77.0003955206,Entire home/apt,95,2,88,2015-09-26,4.2,145,House,2,1,0,1,NA,$35.00,92,9
331645,"Sunny Bedroom/Bath, Walk to Metro","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9276118694,-76.9976583817,Private room,69,2,16,2015-08-21,0.38,363,House,2,1,1,1,NA,$100.00,83,7
8541562,U Street Basement Apartment,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9164132549,-77.0099814503,Entire home/apt,75,1,0,,NA,355,Apartment,2,1,1,1,NA,,NA,NA
8125927,Spacious room. Walk to metro & bars,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9224909523,-77.0020258759,Private room,50,1,1,2015-09-20,1,346,Apartment,2,1,1,1,NA,$15.00,80,10
5820410,Private Room and Bathroom,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9145876178,-77.0092615571,Private room,200,1,2,2015-07-15,0.58,364,House,2,1,1,1,NA,$25.00,100,10
5911444,DC Rowhouse for 2 months (flexible),"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.916815994,-77.0050663435,Private room,88,7,0,,NA,154,House,1,1,1,1,NA,,NA,NA
7896593,Bloomingdale's Cinema-Themed Flat,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9143262592,-77.0097262505,Entire home/apt,100,1,3,2015-09-26,1.96,346,Apartment,4,1,1,3,NA,$30.00,93,9
8125915,Apartment near Rhode Island metro,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9234726839,-77.001184382,Entire home/apt,75,5,0,,NA,349,Apartment,4,1,1,1,NA,$50.00,NA,NA
6118082,The ERA - Unique Modern Loft in DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9137365369,-77.0166235057,Entire home/apt,95,3,11,2015-09-22,2.28,59,Apartment,3,1,0,1,NA,$50.00,100,9
4946614,Cozy Basement Apt in Bloomingdale,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9112343881,-77.0111625317,Entire home/apt,110,2,15,2015-09-18,1.74,359,Apartment,2,1,1,1,NA,,84,8
7388127,Noma Coco garden cannabis friendly,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9082291574,-77.0087543288,Shared room,80,1,1,2015-07-29,0.45,90,House,2,1.5,1,1,NA,,100,10
2896095,Cozy Row House Close to Metro,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.912668762,-77.0051884536,Entire home/apt,120,3,0,,NA,5,Apartment,5,1.5,3,3,NA,,NA,NA
1186117, Private Junior Suite,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9171072893,-77.0130159927,Private room,120,2,10,2015-05-14,0.36,365,Bed & Breakfast,2,2,1,1,NA,$25.00,91,9
7886888,Cozy Bedroom in English Basement,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9112894936,-77.0158250647,Private room,65,1,3,2015-09-28,3,0,Apartment,1,1,1,1,NA,,73,8
3897112,New apartment in historic row home,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9091339337,-77.0059304406,Entire home/apt,175,2,29,2015-09-17,2.45,361,Apartment,4,1,1,2,NA,$36.00,99,9
7264025,Modern apartment in Brookland,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9314221083,-76.9956615691,Entire home/apt,85,1,1,2015-09-07,1,48,Apartment,3,1,1,1,NA,$25.00,100,10
6731542,Apartment in Heart of the City,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.916732148,-77.0094227508,Entire home/apt,90,2,2,2015-07-14,0.68,345,Apartment,2,1,2,2,NA,$50.00,90,10
825284,Roomy Condo in Bloomingdale,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9154544394,-77.012764355,Entire home/apt,125,2,42,2015-04-05,1.28,0,Apartment,4,1,1,1,NA,,100,10
4120125,First Ladies' Art Loft,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9072866535,-77.009531005,Private room,95,1,17,2015-08-13,2.06,362,Apartment,2,1,1,1,NA,$55.00,95,8
3969267,Stunningly Renovated 3BR/2ba + park,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9086504386,-77.0110272234,Entire home/apt,300,1,62,2015-09-27,4.79,335,House,8,2,3,7,NA,$110.00,90,8
4255171,Private Loft-Style Master Bedroom,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9125606377,-77.0123171312,Private room,110,2,2,2014-11-20,0.19,352,Apartment,2,1,1,1,NA,,100,7
5918615,Your DC Home-Away-From-Home,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9175728268,-77.0032372688,Entire home/apt,249,2,10,2015-07-24,1.83,358,House,6,2,2,3,NA,$65.00,96,9
4001087,Bloomingdale/ Shaw-Howard Guest Bed,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9138118028,-77.0172994993,Private room,200,1,3,2015-01-08,0.25,365,Apartment,3,1,1,1,NA,$20.00,100,10
7482775,One private bedroom.,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9262871355,-76.9980815267,Private room,90,1,0,,NA,365,Loft,1,1,1,1,NA,,NA,NA
4247114,New Condo BR w private Bath ,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.918349794,-77.0136036932,Private room,64,1,1,2014-10-31,0.09,340,Apartment,2,1.5,1,1,NA,$30.00,100,8
8628262,BEAUTIFUL SHAW/NOMA ROW HOUSE,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9111471033,-77.0119320443,Entire home/apt,200,1,0,,NA,84,House,8,2,3,4,NA,,NA,NA
8054815,Large Bright Bedroom w/ Great View,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9182445888,-77.008557011,Private room,130,1,2,2015-09-20,1.76,11,House,2,1,1,1,NA,,80,9
7686088,Master Bedroom in Victorian Rowhome,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9122073071,-77.0108970562,Private room,65,1,1,2015-08-30,0.86,300,House,2,1.5,1,1,NA,$20.00,100,10
6289049,Graduation Weekend Basement Apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9129735265,-77.0052784961,Private room,128,1,1,2015-05-19,0.22,124,House,2,1,1,1,NA,,100,10
8398495,Private Room w Kitchenette in NW DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9181957026,-77.0083111333,Private room,79,1,1,2015-09-27,1,365,Townhouse,2,1,1,2,NA,$10.00,100,10
1159439,"Clean, Quiet, and Almost Downtown","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.914451989,-77.0014419835,Entire home/apt,95,1,111,2015-09-28,3.89,156,House,3,1,1,1,NA,$35.00,98,9
5014903,The Perfect Capitol Hill Apartment,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9191078774,-77.0034777014,Entire home/apt,129,1,7,2015-08-15,1.24,352,House,4,1,1,2,NA,$50.00,97,9
6902964,"Brookland 1 Bed, Walk to Metro","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9271919741,-76.9968155533,Entire home/apt,110,4,5,2015-09-28,1.67,89,Apartment,4,1,1,2,NA,$35.00,90,8
4830144,"DC private room, bath, and balcony","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.910226112,-77.0078319298,Private room,85,3,26,2015-09-17,3.08,62,Apartment,4,1,1,1,NA,,95,9
6247860,Cozy 1 BR apartment in DC,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9195361589,-77.0099700318,Private room,85,1,7,2015-09-26,2.41,344,House,3,1,1,2,NA,,86,9
5881837,Quiet room/studio and bath in DC!,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9219729593,-77.001737663,Private room,90,1,3,2015-04-24,0.51,65,House,4,1,1,2,NA,$20.00,100,9
5569578,Nerd Retreat-- 1bdrm+den--Edgewood,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9242391749,-77.0004251786,Entire home/apt,120,1,6,2015-07-21,1.27,119,Apartment,4,1,1,2,NA,$29.00,97,9
5958252,Very Comfortable Sleep...,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9257876157,-77.0081619838,Entire home/apt,100,1,4,2015-08-07,0.88,354,Apartment,3,1,1,1,NA,$25.00,90,9
8536780,Luxury Private Condo Great Location,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9142001874,-77.0136407302,Entire home/apt,150,2,0,,NA,1,Apartment,2,1,1,1,NA,,NA,NA
5440112,Private suite in renovated rowhouse,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9203154597,-77.0127345367,Private room,110,1,11,2015-08-12,1.62,324,House,2,2.5,1,1,NA,,98,9
4645274,Single Room in Luxury 2 Bedroom Apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9149881333,-77.0082302629,Private room,150,1,0,,NA,287,Apartment,2,1,1,1,NA,,NA,NA
6404784,The Other Bates Motel,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9096267843,-77.0139324931,Private room,72,1,1,2015-05-17,0.21,114,House,2,1.5,1,1,NA,$20.00,100,10
3494073,"Cozy room, Bloomingdale coach house","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9185236081,-77.0116558763,Private room,88,1,48,2015-09-21,3.25,172,House,2,1,1,1,NA,,98,9
6049863,"Airy, Light Filled Modern Apt","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91030074,-77.0115645175,Entire home/apt,110,2,26,2015-09-27,6.78,326,Apartment,4,1,1,2,NA,$39.00,92,8
4194598,"Modern, private room in central DC","Edgewood, Bloomingdale, Truxton Circle, Eckington",38.918271086,-77.006617177,Private room,100,2,45,2015-09-16,5.42,335,House,2,1,1,1,NA,,92,8
8209601,Room in a house off the beaten path,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9214335912,-77.0022657443,Private room,100,1,1,2015-09-13,1,3,House,1,1,1,1,NA,,100,8
4531035,Large charming DC English basement,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9164382264,-77.0118594821,Entire home/apt,150,2,1,2015-08-25,0.75,293,House,4,1,1,2,NA,$100.00,100,10
3456779,Chic CoHi,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9349273962,-77.0260125699,Entire home/apt,110,2,0,,NA,80,Apartment,4,1,1,1,NA,$45.00,NA,NA
304188,Cool townhouse in Columbia Heights,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9242144985,-77.0288365085,Private room,55,1,171,2015-09-28,3.87,334,House,2,2,1,1,NA,$25.00,95,9
954211,"Lux 2 Bedroom, Private Roof Deck","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9263338035,-77.0349955566,Entire home/apt,200,3,44,2015-09-12,1.44,40,Apartment,4,2.5,2,3,NA,$110.00,95,9
8372234,The Mark- Brownstone Sleeps-15,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9300558794,-77.0294339206,Entire home/apt,245,3,0,,NA,365,House,15,4,5,9,NA,$400.00,NA,NA
1237045,"Pretty, sunny private room!","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9273175967,-77.026554501,Private room,49,2,10,2015-09-22,0.39,272,House,2,2,1,1,NA,,91,9
426036,"Sunny, beautiful, refined 1BR/1BA","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.930648953,-77.038721424,Entire home/apt,140,2,9,2015-07-31,0.22,364,Apartment,2,1,1,1,NA,$50.00,100,10
8390904,Columbia Heights for Papal Visit,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.934429318,-77.0242227161,Entire home/apt,500,1,0,,NA,0,Apartment,2,1,2,2,NA,,NA,NA
7785267,Musicians Must ~ Columbia Heights!,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9273255887,-77.0265934032,Entire home/apt,109,3,2,2015-09-25,2,340,House,6,1,2,2,NA,$120.00,100,9
5048947,Spacious Corner Apt in Heart of DC,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9238180426,-77.0355862468,Entire home/apt,70,1,14,2015-09-18,1.83,360,Apartment,2,1,1,1,NA,$30.00,91,9
8088797,Cozy studio next to the park!,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9243251883,-77.034065093,Entire home/apt,75,4,1,2015-09-21,1,10,Apartment,1,1,0,1,NA,,60,8
7380142,"Columbia Hghts, NW English Basement","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9271467694,-77.0295898763,Private room,85,1,0,,NA,52,Apartment,2,1,1,1,NA,,NA,NA
6310981,Private bedroom in charming rowhome,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9314231298,-77.0202527005,Private room,120,1,1,2015-05-16,0.21,117,House,2,1,1,1,NA,,100,4
1552461, Mt Pleasant studio available ,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9360940156,-77.037573155,Entire home/apt,70,2,35,2015-08-09,1.63,281,Apartment,4,1,1,2,550,$50.00,95,9
1528509,Beautiful row house!,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9338033323,-77.0273008077,Entire home/apt,199,1,10,2015-07-05,0.52,301,House,6,2.5,3,3,NA,$165.00,100,10
1037028,Luxury 2BR/2.5BA Home Near Metro,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9207923305,-77.028781039,Entire home/apt,299,1,16,2015-09-29,1.03,346,House,5,2.5,2,2,NA,$95.00,96,10
5690120,Modern Condo in Columbia Heights,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9236108743,-77.0242242219,Entire home/apt,130,1,3,2015-07-05,0.54,174,Apartment,2,1,1,1,NA,,100,9
7770824,"National Zoo Studio, in Mt Pleasant","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9304414182,-77.0381695907,Entire home/apt,110,2,1,2015-09-20,1,356,Apartment,3,1,0,2,NA,$25.00,80,8
2257488,"Dream loft, quiet in the city ","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9253250467,-77.034631625,Entire home/apt,217,3,19,2015-06-03,1.53,337,Apartment,5,2,2,3,NA,$200.00,84,9
3053021,Huge Historic 3-BR House 8/20-29/14,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9353568449,-77.0445642733,Entire home/apt,345,3,0,,NA,365,House,6,2,3,4,NA,,NA,NA
