GEOID10,Category
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075011300,Graffiti Public Property
6075025900,Sewer Issues
6075025900,Sewer Issues
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075010400,Street and Sidewalk Cleaning
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Street and Sidewalk Cleaning
6075010600,Damaged Property
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Street and Sidewalk Cleaning
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,General Requests
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,Rec and Park Requests
6075010600,General Requests
6075022801,Graffiti Private Property
6075012100,Noise Report
6075010100,Streetlights
6075025701,Street and Sidewalk Cleaning
6075025701,Sidewalk or Curb
6075025701,Street and Sidewalk Cleaning
6075025701,Street and Sidewalk Cleaning
6075025701,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075017601,Catch Basin Maintenance
6075017601,General Requests
6075011300,Sign Repair
6075025100,Streetlights
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Graffiti Public Property
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075026403,Tree Maintenance
6075026403,Tree Maintenance
6075012100,Street and Sidewalk Cleaning
6075012100,Damaged Property
6075012100,Graffiti Public Property
6075012100,Streetlights
6075012100,Sidewalk or Curb
6075012100,Streetlights
6075025402,Street Defects
6075025402,Street Defects
6075025402,Sewer Issues
6075025200,Street and Sidewalk Cleaning
6075017802,Graffiti Private Property
6075017802,General Requests
6075017802,Street and Sidewalk Cleaning
6075017802,Street and Sidewalk Cleaning
6075017802,Street and Sidewalk Cleaning
6075017802,Damaged Property
6075017802,Damaged Property
6075017802,Illegal Postings
6075017802,Illegal Postings
6075017802,Illegal Postings
6075017802,Tree Maintenance
6075017802,Illegal Postings
6075017802,Illegal Postings
6075010400,Street and Sidewalk Cleaning
6075022902,Street and Sidewalk Cleaning
6075022902,Graffiti Public Property
6075022902,Street and Sidewalk Cleaning
6075022902,Street and Sidewalk Cleaning
6075010700,Residential Building Request
6075018000,Abandoned Vehicle
6075018000,Litter Receptacles
6075018000,Abandoned Vehicle
6075017802,Tree Maintenance
6075017802,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Litter Receptacles
6075010700,Graffiti Private Property
6075010700,Noise Report
6075010700,Street and Sidewalk Cleaning
6075010700,Graffiti Public Property
6075010700,Street and Sidewalk Cleaning
6075010700,Graffiti Public Property
6075010700,Sign Repair
6075025900,Streetlights
6075025100,Abandoned Vehicle
6075025100,Street and Sidewalk Cleaning
6075022801,Graffiti Public Property
6075010400,Abandoned Vehicle
6075025900,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Graffiti Private Property
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075017802,Sewer Issues
6075011300,Street Defects
6075011300,Street Defects
6075011300,Graffiti Private Property
6075011300,Litter Receptacles
6075011300,Street and Sidewalk Cleaning
6075011300,Litter Receptacles
6075011300,Graffiti Private Property
6075011300,Graffiti Private Property
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075011300,Streetlights
6075011300,Graffiti Public Property
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075017802,Street Defects
6075017802,MUNI Feedback
6075017802,Damaged Property
6075017802,MUNI Feedback
6075017802,Street and Sidewalk Cleaning
6075025900,General Requests
6075025900,General Requests
6075017601,Street and Sidewalk Cleaning
6075025100,Streetlights
6075017802,Street and Sidewalk Cleaning
6075017802,Street and Sidewalk Cleaning
6075018000,Street and Sidewalk Cleaning
6075017601,Noise Report
6075025100,Streetlights
6075017802,Street and Sidewalk Cleaning
6075017802,Street and Sidewalk Cleaning
6075022902,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Sign Repair
6075011200,General Requests
6075011200,Street and Sidewalk Cleaning
6075011200,Graffiti Private Property
6075011200,Temporary Sign Request
6075011200,General Requests
6075011200,General Requests
6075011200,311 External Request
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075026403,Sewer Issues
6075025100,Street and Sidewalk Cleaning
6075025701,Street and Sidewalk Cleaning
6075025701,Street and Sidewalk Cleaning
6075025701,Street and Sidewalk Cleaning
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075022801,Graffiti Public Property
6075022801,Tree Maintenance
6075017802,Street and Sidewalk Cleaning
6075017802,Street and Sidewalk Cleaning
6075017802,Temporary Sign Request
6075018000,Litter Receptacles
6075018000,General Requests
6075022801,Abandoned Vehicle
6075022801,Street and Sidewalk Cleaning
6075022801,Graffiti Public Property
6075025100,Street and Sidewalk Cleaning
6075025100,Street and Sidewalk Cleaning
6075025100,Street and Sidewalk Cleaning
6075025100,Street and Sidewalk Cleaning
6075025100,Street and Sidewalk Cleaning
6075025100,Graffiti Public Property
6075025100,Street and Sidewalk Cleaning
6075025100,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Graffiti Public Property
6075017601,Street and Sidewalk Cleaning
6075017601,Graffiti Public Property
6075017601,Noise Report
6075017601,Graffiti Private Property
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Noise Report
6075022801,Graffiti Public Property
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,Street and Sidewalk Cleaning
6075022801,Graffiti Private Property
6075022801,Street and Sidewalk Cleaning
6075022801,Damaged Property
6075022801,Street and Sidewalk Cleaning
6075022801,Litter Receptacles
6075022801,Graffiti Public Property
6075022801,General Requests
6075022801,Street and Sidewalk Cleaning
6075022801,General Requests
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075017601,Graffiti Public Property
6075017601,Temporary Sign Request
6075012501,Graffiti Public Property
6075012501,Street and Sidewalk Cleaning
6075012501,Graffiti Public Property
6075012501,Street Defects
6075012501,Graffiti Public Property
6075012501,Graffiti Public Property
6075012501,Graffiti Public Property
6075012501,Graffiti Public Property
6075012501,Graffiti Public Property
6075012501,Damaged Property
6075012501,Graffiti Public Property
6075012501,Streetlights
6075012501,Damaged Property
6075012501,Graffiti Private Property
6075017601,Residential Building Request
6075010100,Street and Sidewalk Cleaning
6075010100,Street and Sidewalk Cleaning
6075010100,Street Defects
6075010100,Street and Sidewalk Cleaning
6075010100,Street and Sidewalk Cleaning
6075010100,General Requests
6075017601,Street and Sidewalk Cleaning
6075022801,Graffiti Public Property
6075017601,Street and Sidewalk Cleaning
6075017601,Graffiti Public Property
6075017601,Street and Sidewalk Cleaning
6075011300,Graffiti Private Property
6075011300,Street and Sidewalk Cleaning
6075022803,General Requests
6075018000,Temporary Sign Request
6075018000,Temporary Sign Request
6075012100,Streetlights
6075022902,Street and Sidewalk Cleaning
6075011300,Graffiti Private Property
6075011300,Graffiti Private Property
6075011300,Graffiti Private Property
6075011300,Graffiti Private Property
6075011300,Graffiti Private Property
6075011300,Graffiti Private Property
6075025100,Abandoned Vehicle
6075022801,Graffiti Public Property
6075012501,Residential Building Request
6075012501,Street and Sidewalk Cleaning
6075012501,General Requests
6075017802,Street and Sidewalk Cleaning
6075017802,Blocked Street or SideWalk
6075022801,Street and Sidewalk Cleaning
6075022801,Graffiti Public Property
6075010700,Street and Sidewalk Cleaning
6075026401,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075012302,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075012100,Street and Sidewalk Cleaning
6075026401,Abandoned Vehicle
6075011300,Graffiti Private Property
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075012100,Damaged Property
6075012100,Street and Sidewalk Cleaning
6075012501,Noise Report
6075012501,Street and Sidewalk Cleaning
6075012501,311 External Request
6075012501,General Requests
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,General Requests
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075017802,Sign Repair
6075017802,Street and Sidewalk Cleaning
6075017802,Sidewalk or Curb
6075017802,Street and Sidewalk Cleaning
6075010700,Damaged Property
6075025100,Abandoned Vehicle
6075017601,Street and Sidewalk Cleaning
6075025701,Street and Sidewalk Cleaning
6075022902,Streetlights
6075022803,Street and Sidewalk Cleaning
6075025900,Abandoned Vehicle
6075017601,General Requests
6075010600,Streetlights
6075010600,Graffiti Public Property
6075010600,Graffiti Public Property
6075010600,MUNI Feedback
6075010600,Street Defects
6075010600,Sewer Issues
6075010600,MUNI Feedback
6075010600,MUNI Feedback
6075010600,Damaged Property
6075010600,Street Defects
6075010600,MUNI Feedback
6075010600,MUNI Feedback
6075010600,Litter Receptacles
6075010600,Residential Building Request
6075010600,Sidewalk or Curb
6075010600,General Requests
6075010600,Street and Sidewalk Cleaning
6075010600,General Requests
6075010600,General Requests
6075025402,Street and Sidewalk Cleaning
6075010400,Abandoned Vehicle
6075022803,Street and Sidewalk Cleaning
6075010100,General Requests
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street Defects
6075022902,Graffiti Public Property
6075022902,DPW Volunteer Programs
6075022902,Sign Repair
6075022902,Street and Sidewalk Cleaning
6075022902,Sign Repair
6075022902,Street and Sidewalk Cleaning
6075017802,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075025900,Street and Sidewalk Cleaning
6075025900,Street and Sidewalk Cleaning
6075025900,Street and Sidewalk Cleaning
6075025900,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Temporary Sign Request
6075012501,Temporary Sign Request
6075010400,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075022902,Graffiti Public Property
6075012501,Street and Sidewalk Cleaning
6075025100,Abandoned Vehicle
6075025100,Abandoned Vehicle
6075022801,Litter Receptacles
6075017601,Sidewalk or Curb
6075017601,Street Defects
6075017601,Street and Sidewalk Cleaning
6075017601,Street Defects
6075010400,Street and Sidewalk Cleaning
6075011300,Graffiti Private Property
6075022801,Street and Sidewalk Cleaning
6075010100,Sewer Issues
6075010100,Street and Sidewalk Cleaning
6075025100,Streetlights
6075022902,Street and Sidewalk Cleaning
6075012100,MUNI Feedback
6075012100,Graffiti Private Property
6075012100,Damaged Property
6075012100,Litter Receptacles
6075012100,MUNI Feedback
6075012100,Streetlights
6075012100,Damaged Property
6075012100,Graffiti Public Property
6075012100,Graffiti Public Property
6075012100,Graffiti Public Property
6075011902,Street and Sidewalk Cleaning
6075011902,Street and Sidewalk Cleaning
6075011902,Litter Receptacles
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,Graffiti Private Property
6075022801,Graffiti Public Property
6075022801,Street and Sidewalk Cleaning
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,General Requests
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075025100,Abandoned Vehicle
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,General Requests
6075022801,General Requests
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075026402,General Requests
6075026402,Rec and Park Requests
6075012501,Temporary Sign Request
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street Defects
6075010700,Street and Sidewalk Cleaning
6075010700,Graffiti Public Property
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Litter Receptacles
6075010700,General Requests
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street Defects
6075010700,Street and Sidewalk Cleaning
6075010700,Graffiti Public Property
6075010700,Street Defects
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Graffiti Public Property
6075010700,Graffiti Private Property
6075010700,Graffiti Public Property
6075010700,Graffiti Public Property
6075010700,General Requests
6075010700,Damaged Property
6075010700,Graffiti Public Property
6075010700,Sign Repair
6075010700,Street and Sidewalk Cleaning
6075010700,Damaged Property
6075010700,Street and Sidewalk Cleaning
6075022801,Graffiti Private Property
6075022801,Street and Sidewalk Cleaning
6075022801,Temporary Sign Request
6075022801,Graffiti Private Property
6075022902,General Requests
6075025100,Tree Maintenance
6075022902,Tree Maintenance
6075022902,Graffiti Private Property
6075022803,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Tree Maintenance
6075017601,Street and Sidewalk Cleaning
6075017601,Street Defects
6075017601,Street and Sidewalk Cleaning
6075017601,Graffiti Public Property
6075017601,Street and Sidewalk Cleaning
6075011300,General Requests
6075011200,Street and Sidewalk Cleaning
6075011200,Litter Receptacles
6075025402,General Requests
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Graffiti Public Property
6075017601,Graffiti Public Property
6075017601,Graffiti Private Property
6075017601,Street and Sidewalk Cleaning
6075017601,Graffiti Private Property
6075017601,Graffiti Public Property
6075017601,Street and Sidewalk Cleaning
6075017601,Graffiti Public Property
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,MUNI Feedback
6075017601,MUNI Feedback
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,General Requests
6075017601,Graffiti Public Property
6075017601,Damaged Property
6075017601,Damaged Property
6075017601,Graffiti Private Property
6075017601,Graffiti Private Property
6075017601,Graffiti Public Property
6075017601,Sidewalk or Curb
6075017601,Graffiti Public Property
6075017601,Sign Repair
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Graffiti Private Property
6075017601,Graffiti Private Property
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,MUNI Feedback
6075017601,Graffiti Public Property
6075017601,Streetlights
6075017601,Damaged Property
6075017601,Graffiti Public Property
6075017601,Graffiti Public Property
6075017601,Street and Sidewalk Cleaning
6075017601,Streetlights
6075017601,General Requests
6075017601,Graffiti Public Property
6075017601,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Graffiti Private Property
6075025402,Sewer Issues
6075018000,Graffiti Public Property
6075018000,Street and Sidewalk Cleaning
6075022902,Street and Sidewalk Cleaning
6075018000,Street and Sidewalk Cleaning
6075017601,Litter Receptacles
6075017601,Litter Receptacles
6075017601,Damaged Property
6075017601,Street and Sidewalk Cleaning
6075017601,General Requests
6075017601,Street and Sidewalk Cleaning
6075010100,Street and Sidewalk Cleaning
6075010700,Graffiti Public Property
6075010100,Street Defects
6075011902,General Requests
6075011902,Graffiti Private Property
6075011902,Graffiti Public Property
6075011902,General Requests
6075011902,Street and Sidewalk Cleaning
6075018000,Street and Sidewalk Cleaning
6075018000,Blocked Street or SideWalk
6075017802,Graffiti Private Property
6075017802,Graffiti Private Property
6075026403,Street and Sidewalk Cleaning
6075026403,Street and Sidewalk Cleaning
6075011902,Street and Sidewalk Cleaning
6075025100,Street and Sidewalk Cleaning
6075025100,Street and Sidewalk Cleaning
6075025100,Street and Sidewalk Cleaning
6075025100,Tree Maintenance
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Graffiti Public Property
6075010700,Streetlights
6075025100,Street Defects
6075012301,Street Defects
6075017802,Street and Sidewalk Cleaning
6075010700,Graffiti Private Property
6075010700,Litter Receptacles
6075025402,Street and Sidewalk Cleaning
6075011300,Rec and Park Requests
6075011300,Rec and Park Requests
6075011300,Rec and Park Requests
6075011200,Litter Receptacles
6075011200,Litter Receptacles
6075011200,Litter Receptacles
6075011200,Litter Receptacles
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Sign Repair
6075010700,Street and Sidewalk Cleaning
6075025100,Blocked Street or SideWalk
6075011902,Street and Sidewalk Cleaning
6075011902,Street and Sidewalk Cleaning
6075022803,Tree Maintenance
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Graffiti Public Property
6075012501,Street and Sidewalk Cleaning
6075011300,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075025100,Sidewalk or Curb
6075010100,MUNI Feedback
6075017601,Sewer Issues
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Residential Building Request
6075022801,Sewer Issues
6075022801,Graffiti Private Property
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,Sign Repair
6075022801,Damaged Property
6075022801,Damaged Property
6075022801,Street and Sidewalk Cleaning
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street Defects
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075025200,Abandoned Vehicle
6075025200,Abandoned Vehicle
6075022803,Street and Sidewalk Cleaning
6075011200,Litter Receptacles
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Abandoned Vehicle
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,Street and Sidewalk Cleaning
6075011200,General Requests
6075017601,Street and Sidewalk Cleaning
6075017601,General Requests
6075017601,Sign Repair
6075017601,Graffiti Private Property
6075017601,Street and Sidewalk Cleaning
6075025100,Abandoned Vehicle
6075010700,Graffiti Public Property
6075022803,Street and Sidewalk Cleaning
6075022803,Street and Sidewalk Cleaning
6075012100,Streetlights
6075012100,Streetlights
6075012302,Street and Sidewalk Cleaning
6075017601,Blocked Street or SideWalk
6075017601,Litter Receptacles
6075017601,General Requests
6075022803,Litter Receptacles
6075012501,General Requests
6075012501,Abandoned Vehicle
6075025100,Sewer Issues
6075025100,General Requests
6075025100,MUNI Feedback
6075025100,Litter Receptacles
6075017802,Street and Sidewalk Cleaning
6075017802,Sidewalk or Curb
6075017802,General Requests
6075017802,Streetlights
6075012100,Graffiti Public Property
6075012100,Graffiti Public Property
6075012100,Street and Sidewalk Cleaning
6075012100,Graffiti Public Property
6075012100,Graffiti Public Property
6075017601,General Requests
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,General Requests
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075025100,Sewer Issues
6075025100,Sewer Issues
6075010400,General Requests
6075022902,Tree Maintenance
6075011200,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075012301,Illegal Postings
6075012501,Graffiti Private Property
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075012501,Street and Sidewalk Cleaning
6075017601,Blocked Street or SideWalk
6075017601,Street and Sidewalk Cleaning
6075022801,Tree Maintenance
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Abandoned Vehicle
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Graffiti Private Property
6075022801,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075011200,Temporary Sign Request
6075017601,Graffiti Private Property
6075025100,Sewer Issues
6075025100,General Requests
6075025100,Catch Basin Maintenance
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075011902,Street and Sidewalk Cleaning
6075011902,Damaged Property
6075011902,Street and Sidewalk Cleaning
6075011902,Street and Sidewalk Cleaning
6075011902,Graffiti Public Property
6075011902,Street and Sidewalk Cleaning
6075011902,Graffiti Public Property
6075011902,Graffiti Public Property
6075011902,Graffiti Public Property
6075011902,Street and Sidewalk Cleaning
6075011902,Street and Sidewalk Cleaning
6075011902,Damaged Property
6075011902,Street and Sidewalk Cleaning
6075011902,Street and Sidewalk Cleaning
6075011902,Street and Sidewalk Cleaning
6075011902,Damaged Property
6075011902,Damaged Property
6075011902,Street Defects
6075011902,Street and Sidewalk Cleaning
6075011902,Graffiti Public Property
6075011902,Street and Sidewalk Cleaning
6075011902,Street and Sidewalk Cleaning
6075012100,Noise Report
6075012100,Temporary Sign Request
6075017802,Street and Sidewalk Cleaning
6075018000,Street and Sidewalk Cleaning
6075018000,Blocked Street or SideWalk
6075018000,Street and Sidewalk Cleaning
6075018000,Street and Sidewalk Cleaning
6075018000,Street and Sidewalk Cleaning
6075022803,Street and Sidewalk Cleaning
6075026403,Street and Sidewalk Cleaning
6075025900,Street and Sidewalk Cleaning
6075025900,Street and Sidewalk Cleaning
6075025900,Street and Sidewalk Cleaning
6075017802,Street and Sidewalk Cleaning
6075017601,Street and Sidewalk Cleaning
6075017601,General Requests
6075017601,General Requests
6075022801,Graffiti Public Property
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Street and Sidewalk Cleaning
6075010700,Graffiti Private Property
6075018000,Street and Sidewalk Cleaning
6075018000,Graffiti Private Property
6075018000,Graffiti Private Property
6075018000,Graffiti Private Property
6075018000,Street and Sidewalk Cleaning
6075011200,Blocked Street or SideWalk
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Graffiti Public Property
6075022801,Graffiti Public Property
6075022801,General Requests
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Sidewalk or Curb
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075022801,Street and Sidewalk Cleaning
6075025701,Street and Sidewalk Cleaning
6075025701,Sewer Issues
6075025701,Sewer Issues
6075017601,Street and Sidewalk Cleaning
6075025200,Street and Sidewalk Cleaning
6075025200,General Requests
6075017601,Sidewalk or Curb
6075022902,Street and Sidewalk Cleaning
6075025900,Abandoned Vehicle
6075017601,Graffiti Public Property
6075017601,Graffiti Private Property
6075012100,Street and Sidewalk Cleaning
6075012100,Streetlights
6075012100,Streetlights
6075012100,Litter Receptacles
6075012100,Noise Report
6075025900,Street and Sidewalk Cleaning
6075025900,Street and Sidewalk Cleaning
6075025900,General Requests
6075017700,General Requests
6075017700,Graffiti Public Property
6075017700,Graffiti Public Property
6075017700,Street and Sidewalk Cleaning
6075017700,General Requests
6075017700,Graffiti Public Property
6075017700,Street and Sidewalk Cleaning
6075017700,General Requests
6075017700,Street and Sidewalk Cleaning
6075017700,Street and Sidewalk Cleaning
6075017700,Graffiti Private Property
6075017700,Damaged Property
6075017700,Litter Receptacles
6075017700,MUNI Feedback
6075017700,General Requests
6075017700,Street and Sidewalk Cleaning
6075017700,Street and Sidewalk Cleaning
6075017700,Illegal Postings
6075017700,Illegal Postings
6075017700,Street and Sidewalk Cleaning
6075017700,Street and Sidewalk Cleaning
6075017700,Graffiti Public Property
6075017700,Street and Sidewalk Cleaning
