STATE,COUNTY_CODE,COUNTY,TRACT,pop_tot,insured,uninsured,pct_unins,pct_insur,med_age,age_undr25,age_25_64,age_65over,pct_undr25,pct_25_64,pct_65over,labor_frc,employed,unemployed,pct_empl,pct_unemp,married,pct_mar,white,pct_white,hisp,pct_hisp,med_income
Arizona,13,Maricopa County,104224,5758,4718,828,0.1492967905,0.8507032095,40.7,1731,3079,948,0.3006252171,0.5347342827,0.1646405002,2956,2783,173,0.9414749662,0.0585250338,2214,0.4481781377,4610,0.8006252171,558,0.0969086488,42340
Arizona,13,Maricopa County,104225,3656,2940,716,0.1958424508,0.8041575492,38.7,1109,2109,438,0.3033369803,0.5768599562,0.1198030635,1978,1762,216,0.8907987867,0.1092012133,1650,0.5600814664,2878,0.7871991247,534,0.1460612691,64514
Arizona,13,Maricopa County,104226,4106,3417,689,0.1678032148,0.8321967852,38,1335,2159,612,0.3251339503,0.5258158792,0.1490501705,2264,2041,223,0.9015017668,0.0984982332,1417,0.4034738041,2942,0.7165124208,582,0.1417437896,53906
Arizona,13,Maricopa County,104227,2116,1803,313,0.1479206049,0.8520793951,40.7,529,1264,323,0.25,0.5973534972,0.1526465028,1119,1005,114,0.8981233244,0.1018766756,896,0.5028058361,1169,0.5524574669,700,0.3308128544,50265
Arizona,13,Maricopa County,104301,4053,3479,574,0.1416234888,0.8583765112,33,1440,2161,452,0.355292376,0.5331852948,0.1115223291,1996,1849,147,0.9263527054,0.0736472946,1465,0.4518815546,2262,0.5581051073,1461,0.3604737232,55322
Arizona,13,Maricopa County,104302,3457,2743,714,0.2065374602,0.7934625398,33.9,1186,1898,373,0.3430720278,0.5490309517,0.1078970205,1857,1506,351,0.8109854604,0.1890145396,743,0.2580757207,2018,0.5837431299,617,0.1784784495,32690
Arizona,13,Maricopa County,104401,4202,3039,1069,0.2602239533,0.7397760467,36.1,1347,2120,735,0.3205616373,0.5045216564,0.1749167063,2404,2164,240,0.9001663894,0.0998336106,906,0.2648348436,2395,0.5699666825,1490,0.3545930509,33830
Arizona,13,Maricopa County,104402,2804,2378,426,0.1519258203,0.8480741797,29.5,962,1592,250,0.3430813124,0.5677603424,0.0891583452,1392,1327,65,0.9533045977,0.0466954023,1056,0.4637681159,993,0.3541369472,479,0.1708273894,40233
Arizona,13,Maricopa County,104501,3459,2384,1064,0.3085846868,0.6914153132,32.8,1349,1902,208,0.389997109,0.5498699046,0.0601329864,1512,1309,203,0.8657407407,0.1342592593,872,0.3346124328,927,0.2679965308,1996,0.5770453888,22478
Arizona,13,Maricopa County,104502,5456,3381,2075,0.3803152493,0.6196847507,25.8,2598,2590,268,0.4761730205,0.4747067449,0.0491202346,2265,1878,387,0.8291390728,0.1708609272,1389,0.3584516129,1279,0.2344208211,3720,0.6818181818,24709
Arizona,13,Maricopa County,104600,4588,2929,1502,0.3389754006,0.6610245994,29.3,1628,2529,431,0.3548387097,0.5512205754,0.0939407149,2258,1887,371,0.8356953056,0.1643046944,1199,0.3448375036,1873,0.408238884,2340,0.5100261552,41239
Arizona,13,Maricopa County,104701,2593,1981,612,0.236020054,0.763979946,33.1,880,1411,302,0.339375241,0.5441573467,0.1164674123,1440,1233,207,0.85625,0.14375,658,0.3154362416,1262,0.4866949479,936,0.3609718473,35915
Arizona,13,Maricopa County,104702,3943,2648,1295,0.3284301293,0.6715698707,43,1222,2160,561,0.3099163074,0.5478062389,0.1422774537,2018,1776,242,0.8800792864,0.1199207136,1079,0.3338490099,2116,0.5366472229,1425,0.3613999493,27026
Arizona,13,Maricopa County,104801,3364,3168,178,0.0531978482,0.9468021518,52.1,732,1929,703,0.2175980975,0.5734244946,0.2089774078,1749,1714,35,0.9799885649,0.0200114351,1755,0.597955707,2787,0.8284780024,256,0.0760998811,101900
Arizona,13,Maricopa County,104802,5592,5168,424,0.0758226037,0.9241773963,45.7,1356,3280,956,0.2424892704,0.5865522175,0.1709585122,3331,3181,150,0.9549684779,0.0450315221,1897,0.3881727031,4671,0.8353004292,390,0.0697424893,66477
Arizona,13,Maricopa County,104900,4233,3755,478,0.1129222773,0.8870777227,42.2,1129,2329,775,0.2667139145,0.5502008032,0.1830852823,2329,2228,101,0.9566337484,0.0433662516,1890,0.5412371134,3535,0.8351051264,563,0.1330025986,70378
Arizona,13,Maricopa County,105002,3011,2987,24,0.0079707738,0.9920292262,51,829,1428,754,0.2753238127,0.4742610428,0.2504151445,1205,1172,33,0.9726141079,0.0273858921,1773,0.7580162463,2459,0.8166722019,347,0.1152441049,153819
Arizona,13,Maricopa County,105003,4548,4339,209,0.0459542656,0.9540457344,52,1029,2485,1034,0.2262532982,0.5463940193,0.2273526825,2091,2040,51,0.9756097561,0.0243902439,2749,0.7260961437,4132,0.9085312225,227,0.0499120493,159107
Arizona,13,Maricopa County,105004,3428,3283,145,0.0422987165,0.9577012835,53.4,868,1677,883,0.2532088681,0.4892065344,0.2575845974,1629,1578,51,0.9686924494,0.0313075506,1894,0.6357838201,2674,0.7800466744,350,0.1021003501,170125
Arizona,13,Maricopa County,105101,4271,4156,115,0.0269257785,0.9730742215,51,1031,2315,925,0.2413954577,0.5420276282,0.2165769141,2223,2147,76,0.9658119658,0.0341880342,2382,0.6469310158,3907,0.9147740576,226,0.0529150082,104196
Arizona,13,Maricopa County,105102,4052,3884,168,0.0414610069,0.9585389931,52.2,733,2188,1131,0.1808983218,0.5399802567,0.2791214215,2394,2241,153,0.9360902256,0.0639097744,1726,0.4737853418,3495,0.8625370188,205,0.0505923001,77656
Arizona,13,Maricopa County,105103,2890,2836,54,0.0186851211,0.9813148789,57.6,565,1452,873,0.1955017301,0.5024221453,0.3020761246,1100,1068,32,0.9709090909,0.0290909091,1851,0.7253134796,2585,0.8944636678,160,0.0553633218,126972
Arizona,13,Maricopa County,105200,6334,4537,1797,0.2837069782,0.7162930218,43.2,1810,3742,782,0.2857593937,0.5907799179,0.1234606883,3520,3203,317,0.9099431818,0.0900568182,2026,0.3888675624,3733,0.5893590148,1972,0.3113356489,50015
Arizona,13,Maricopa County,105300,5123,4125,998,0.1948077298,0.8051922702,44.5,1332,2642,1149,0.260003904,0.5157134492,0.2242826469,2647,2504,143,0.9459765773,0.0540234227,2123,0.5046351319,3415,0.6666016006,1504,0.2935779817,53854
Arizona,13,Maricopa County,105400,3660,3233,409,0.1123009336,0.8876990664,44.4,1003,1999,658,0.2740437158,0.5461748634,0.1797814208,2076,1997,66,0.9619460501,0.0317919075,1588,0.5164227642,2788,0.7617486339,455,0.1243169399,76042
Arizona,13,Maricopa County,105501,2665,2003,654,0.2461422657,0.7538577343,25.7,1258,1287,120,0.4720450281,0.4829268293,0.0450281426,1203,1093,102,0.9085619285,0.0847880299,606,0.311248074,642,0.2409005629,1181,0.44315197,27835
Arizona,13,Maricopa County,105502,2004,1527,477,0.2380239521,0.7619760479,24.6,1019,912,73,0.5084830339,0.4550898204,0.0364271457,966,855,111,0.8850931677,0.1149068323,260,0.1840056617,569,0.2839321357,699,0.3488023952,26500
Arizona,13,Maricopa County,105503,3166,2062,1104,0.3487049905,0.6512950095,29.4,1242,1739,185,0.3922931143,0.5492735313,0.0584333544,1716,1559,157,0.9085081585,0.0914918415,606,0.2402854877,1035,0.3269109286,986,0.3114339861,18611
Arizona,13,Maricopa County,105601,4365,3346,1019,0.2334478809,0.7665521191,32.6,1774,2210,381,0.4064146621,0.5063001145,0.0872852234,2115,1863,252,0.8808510638,0.1191489362,1310,0.3943407586,1289,0.295303551,2562,0.5869415808,34253
Arizona,13,Maricopa County,105602,7133,5728,1405,0.1969718211,0.8030281789,26.8,3161,3610,362,0.4431515491,0.5060984158,0.050750035,3594,2863,731,0.7966054535,0.2033945465,1622,0.3319009617,3268,0.4581522501,2408,0.3375858685,31707
Arizona,13,Maricopa County,105701,3081,2694,387,0.1256085686,0.8743914314,34,1076,1536,469,0.3492372606,0.4985394352,0.1522233041,1479,1397,82,0.9445571332,0.0554428668,930,0.3934010152,1668,0.541382668,965,0.3132099968,47798
Arizona,13,Maricopa County,105702,3791,3017,774,0.2041677658,0.7958322342,34.4,1454,1892,445,0.3835399631,0.4990767607,0.1173832762,1851,1615,236,0.8725013506,0.1274986494,1228,0.4188267394,1497,0.3948826167,1774,0.4679504089,37712
Arizona,13,Maricopa County,105800,6628,5154,1474,0.2223898612,0.7776101388,35.7,2583,3316,729,0.3897103199,0.5003017502,0.10998793,3262,2796,466,0.8571428571,0.1428571429,2487,0.4902424601,2594,0.3913699457,3158,0.4764634882,48077
Arizona,13,Maricopa County,105900,5157,4152,1005,0.1948807446,0.8051192554,40,1651,2429,1077,0.3201473725,0.4710102773,0.2088423502,1968,1801,167,0.9151422764,0.0848577236,1650,0.3974945796,2642,0.5123133605,1850,0.3587356991,24679
Arizona,13,Maricopa County,106001,1743,1257,486,0.2788296041,0.7211703959,29.8,694,886,163,0.3981640849,0.5083189902,0.0935169248,735,602,133,0.819047619,0.180952381,424,0.3424878837,692,0.397016638,699,0.4010327022,31046
Arizona,13,Maricopa County,106002,2197,1606,591,0.2690031862,0.7309968138,37,762,1259,176,0.3468365954,0.5730541648,0.0801092399,1153,1057,96,0.9167389419,0.0832610581,563,0.325433526,1085,0.4938552572,857,0.3900773782,27354
Arizona,13,Maricopa County,106003,3290,2412,832,0.2564734895,0.7435265105,33.1,1317,1614,359,0.4003039514,0.4905775076,0.109118541,1723,1534,189,0.890307603,0.109692397,877,0.32445431,1308,0.3975683891,1461,0.4440729483,32429
Arizona,13,Maricopa County,106100,4828,4073,672,0.1416227608,0.8583772392,45.6,1073,2280,1475,0.2222452361,0.4722452361,0.3055095278,2112,2016,96,0.9545454545,0.0454545455,1917,0.4646146389,3703,0.7669842585,709,0.1468516984,55084
Arizona,13,Maricopa County,106200,3370,3352,18,0.0053412463,0.9946587537,46.3,1123,1534,713,0.3332344214,0.4551928783,0.2115727003,1559,1506,53,0.9660038486,0.0339961514,1706,0.6428033158,2889,0.8572700297,245,0.0727002967,143641
Arizona,13,Maricopa County,106300,4723,3520,1087,0.2359453006,0.7640546994,45.1,1177,2688,858,0.2492060131,0.5691297904,0.1816641965,2223,2077,146,0.934322987,0.065677013,1599,0.4040940106,3931,0.8323099725,501,0.1060766462,45161
Arizona,13,Maricopa County,106400,2944,2465,479,0.1627038043,0.8372961957,42,766,1750,428,0.2601902174,0.5944293478,0.1453804348,1913,1861,52,0.972817564,0.027182436,1047,0.4221774194,1905,0.6470788043,396,0.1345108696,60884
Arizona,13,Maricopa County,106501,3329,2916,413,0.1240612797,0.8759387203,35.5,1082,1874,373,0.3250225293,0.5629318114,0.1120456594,1911,1694,217,0.8864468864,0.1135531136,838,0.3100258972,2387,0.7170321418,663,0.1991589066,53125
Arizona,13,Maricopa County,106502,3586,3220,366,0.1020635806,0.8979364194,41.6,844,2217,525,0.2353597323,0.6182375906,0.1464026771,2094,1960,134,0.9360076409,0.0639923591,1072,0.3603361345,2402,0.6698271054,615,0.1715002789,48655
Arizona,13,Maricopa County,106600,3770,3548,134,0.0363932645,0.9636067355,45.8,953,2048,769,0.2527851459,0.5432360743,0.2039787798,1882,1759,123,0.9346439957,0.0653560043,1685,0.5340729002,3032,0.8042440318,507,0.1344827586,92721
Arizona,13,Maricopa County,106701,3661,2925,736,0.2010379678,0.7989620322,28.8,1587,1880,194,0.433488118,0.5135208959,0.0529909861,1566,1283,283,0.819284802,0.180715198,878,0.3045438779,1437,0.3925157061,915,0.2499317126,22235
Arizona,13,Maricopa County,106702,1640,1434,206,0.1256097561,0.8743902439,33.9,661,739,240,0.4030487805,0.4506097561,0.1463414634,655,604,51,0.9221374046,0.0778625954,556,0.4760273973,820,0.5,240,0.1463414634,42981
Arizona,13,Maricopa County,106703,2291,2006,285,0.1243998254,0.8756001746,42.9,572,1291,428,0.249672632,0.5635093845,0.1868179834,1271,1224,47,0.9630212431,0.0369787569,1008,0.5161290323,1368,0.5971191619,610,0.2662592754,66855
Arizona,13,Maricopa County,106801,3805,2718,1087,0.2856767411,0.7143232589,26.5,1784,1826,195,0.4688567674,0.4798948752,0.0512483574,1801,1619,182,0.8989450305,0.1010549695,874,0.3189781022,844,0.2218134034,1911,0.5022339028,20413
Arizona,13,Maricopa County,106802,3602,2947,639,0.1781929727,0.8218070273,37.9,1251,1700,651,0.3473070516,0.4719600222,0.1807329262,1610,1411,187,0.8763975155,0.1161490683,1195,0.4236086494,1702,0.4725152693,1414,0.3925596891,38125
Arizona,13,Maricopa County,106900,7906,6183,1723,0.217935745,0.782064255,30.5,3431,3805,670,0.4339741968,0.4812800405,0.0847457627,3723,3271,452,0.8785925329,0.1214074671,2680,0.4655202362,2382,0.3012901594,4733,0.5986592461,51757
Arizona,13,Maricopa County,107000,6671,5211,1459,0.2187406297,0.7812593703,33.1,2418,3396,857,0.3624643981,0.5090691051,0.1284664968,2519,2364,155,0.9384676459,0.0615323541,2122,0.4288601455,2047,0.3068505471,3838,0.5753260381,32886
Arizona,13,Maricopa County,107101,4688,2968,1720,0.366894198,0.633105802,32.3,2003,2267,418,0.4272610922,0.4835750853,0.0891638225,1726,1372,354,0.7949015064,0.2050984936,1391,0.3752360399,1095,0.2335750853,3039,0.6482508532,27750
Arizona,13,Maricopa County,107102,5181,3472,1709,0.3298591006,0.6701408994,27.3,2397,2536,248,0.4626519977,0.4894807952,0.0478672071,2222,1818,404,0.8181818182,0.1818181818,1137,0.2893129771,618,0.1192819919,3458,0.6674387184,27724
Arizona,13,Maricopa County,107201,3125,2309,816,0.26112,0.73888,21.6,1794,1191,140,0.57408,0.38112,0.0448,1393,1240,153,0.8901651113,0.1098348887,567,0.2571428571,758,0.24256,1688,0.54016,24063
Arizona,13,Maricopa County,107202,5460,3669,1791,0.328021978,0.671978022,30.7,2554,2479,427,0.4677655678,0.454029304,0.0782051282,2509,2282,227,0.9095257075,0.0904742925,1704,0.4176470588,1553,0.2844322344,3332,0.6102564103,34412
Arizona,13,Maricopa County,107300,6691,5453,1238,0.18502466,0.81497534,29.9,2881,3151,659,0.4305783889,0.4709311015,0.0984905096,2564,2220,344,0.8658346334,0.1341653666,1771,0.3660603555,2039,0.3047377074,3555,0.5313107159,29831
Arizona,13,Maricopa County,107400,7120,6079,1041,0.1462078652,0.8537921348,31.2,2662,3741,717,0.3738764045,0.5254213483,0.1007022472,3280,3005,275,0.9161585366,0.0838414634,1918,0.3510248902,2820,0.3960674157,2358,0.3311797753,27763
Arizona,13,Maricopa County,107500,3453,3183,270,0.0781928758,0.9218071242,47.5,671,2077,705,0.1943237764,0.6015059369,0.2041702867,2215,1929,286,0.8708803612,0.1291196388,1240,0.4091059056,2705,0.7833767738,279,0.080799305,73438
Arizona,13,Maricopa County,107601,3455,2805,650,0.1881331404,0.8118668596,40.7,659,2296,500,0.1907380608,0.6645441389,0.1447178003,2351,2008,343,0.8541046363,0.1458953637,861,0.2728136882,2238,0.6477568741,827,0.2393632417,35150
Arizona,13,Maricopa County,107602,2973,2368,605,0.20349815,0.79650185,33.5,1047,1587,339,0.3521695257,0.5338042381,0.1140262361,1649,1554,95,0.9423893269,0.0576106731,838,0.3627705628,1826,0.6141944164,818,0.2751429532,49722
Arizona,13,Maricopa County,107700,3789,3276,499,0.1321854305,0.8678145695,36,1154,2098,537,0.3045658485,0.5537081024,0.1417260491,2220,2028,192,0.9135135135,0.0864864865,1315,0.4408313778,2458,0.6487199789,581,0.1533386118,43588
Arizona,13,Maricopa County,107800,2562,2468,88,0.034428795,0.965571205,55.8,256,1395,911,0.099921936,0.5444964871,0.3555815769,1417,1322,89,0.9329569513,0.0628087509,1381,0.5570794675,2362,0.9219359875,110,0.0429352069,101732
Arizona,13,Maricopa County,107900,3708,3484,224,0.0604099245,0.9395900755,48.3,753,2072,883,0.2030744337,0.5587918015,0.2381337648,2143,2068,75,0.9650023332,0.0349976668,1944,0.607879925,3084,0.8317152104,264,0.071197411,66393
Arizona,13,Maricopa County,108000,3359,3292,67,0.0199464126,0.9800535874,43.1,1178,1713,468,0.350699613,0.5099732063,0.1393271807,1647,1558,89,0.9459623558,0.0540376442,1751,0.6739799846,3002,0.8937183686,195,0.058052992,168917
Arizona,13,Maricopa County,108100,1843,1791,52,0.0282148671,0.9717851329,41.1,625,941,277,0.3391209984,0.5105805751,0.1502984265,997,975,22,0.9779338014,0.0220661986,658,0.4503764545,1469,0.7970699946,222,0.1204557786,71402
Arizona,13,Maricopa County,108200,3370,2976,394,0.1169139466,0.8830860534,37.7,1003,1970,397,0.2976261128,0.5845697329,0.1178041543,2149,1984,165,0.9232201024,0.0767798976,1010,0.3526536313,2602,0.7721068249,618,0.1833827893,57880
Arizona,13,Maricopa County,108301,3719,3365,340,0.0917678812,0.9082321188,40.4,944,2168,607,0.2538316752,0.5829524066,0.1632159183,2147,2078,55,0.9678621332,0.0256171402,1515,0.4918831169,3039,0.8171551492,530,0.1425114278,84554
Arizona,13,Maricopa County,108302,2852,2303,549,0.1924964937,0.8075035063,40.7,657,1814,381,0.2303646564,0.6360448808,0.1335904628,1838,1722,116,0.9368879217,0.0631120783,892,0.3552369574,2307,0.8089060309,331,0.116058906,42342
Arizona,13,Maricopa County,108400,4975,4338,628,0.1264599275,0.8735400725,38.6,1414,2778,783,0.2842211055,0.5583919598,0.1573869347,2847,2585,262,0.9079733052,0.0920266948,1561,0.373802682,3231,0.6494472362,982,0.1973869347,50333
Arizona,13,Maricopa County,108501,2352,1890,462,0.1964285714,0.8035714286,39.7,543,1670,139,0.2308673469,0.7100340136,0.0590986395,1535,1455,80,0.9478827362,0.0521172638,576,0.2833251353,1136,0.4829931973,727,0.3090986395,60714
Arizona,13,Maricopa County,108502,4078,3667,387,0.0954612728,0.9045387272,37,866,2835,377,0.2123589995,0.6951937224,0.0924472781,2648,2510,114,0.9478851964,0.0430513595,1503,0.4126853377,2378,0.5831289848,921,0.2258460029,42350
Arizona,13,Maricopa County,108601,2562,1585,977,0.381342701,0.618657299,31.4,875,1475,212,0.3415300546,0.5757220921,0.0827478532,1348,1186,162,0.8798219585,0.1201780415,531,0.2727272727,777,0.3032786885,1259,0.4914129586,26193
Arizona,13,Maricopa County,108602,4544,3397,1060,0.2378281355,0.7621718645,35.4,1187,2936,421,0.2612235915,0.6461267606,0.0926496479,2729,2444,285,0.8955661414,0.1044338586,979,0.2481622307,1863,0.4099911972,1894,0.4168133803,41956
Arizona,13,Maricopa County,108802,1957,1467,477,0.2453703704,0.7546296296,41.3,371,1403,183,0.1895758815,0.7169136433,0.0935104752,1241,1169,64,0.9419822724,0.0515713135,454,0.2672160094,1249,0.638221768,426,0.2176801226,45539
Arizona,13,Maricopa County,108901,2661,1909,752,0.2826005261,0.7173994739,38.2,720,1699,242,0.2705749718,0.6384817738,0.0909432544,1610,1435,175,0.8913043478,0.1086956522,683,0.3090497738,1093,0.4107478392,1101,0.4137542277,36028
Arizona,13,Maricopa County,108902,4359,3287,1072,0.2459279651,0.7540720349,36.2,1410,2642,307,0.3234686855,0.606102317,0.0704289975,2268,1913,355,0.8434744268,0.1565255732,735,0.1935229068,1894,0.4345033265,1745,0.4003211746,30750
Arizona,13,Maricopa County,109001,4963,3237,1726,0.3477735241,0.6522264759,25.4,2420,2447,96,0.4876083014,0.4930485593,0.0193431392,2136,1854,282,0.8679775281,0.1320224719,1550,0.4776579353,762,0.1535361676,2939,0.5921821479,24508
Arizona,13,Maricopa County,109002,4309,3273,1036,0.2404270132,0.7595729868,25.8,2064,2045,200,0.4789974472,0.4745880715,0.0464144813,1867,1739,128,0.9314408141,0.0685591859,947,0.3273418597,629,0.1459735437,2461,0.5711301926,25522
Arizona,13,Maricopa County,109003,6263,4211,1976,0.3193793438,0.6806206562,24.8,3155,2922,186,0.5037521954,0.4665495769,0.0296982277,2593,2147,446,0.8279984574,0.1720015426,1545,0.3809171598,538,0.0859013252,4831,0.7713555804,21133
Arizona,13,Maricopa County,109101,3437,2070,1367,0.397730579,0.602269421,31.3,1468,1665,304,0.4271166715,0.4844340995,0.088449229,1513,1298,215,0.8578982155,0.1421017845,1259,0.4988114105,533,0.1550771021,2617,0.7614198429,41625
Arizona,13,Maricopa County,109102,5315,2994,2321,0.4366886171,0.5633113829,27.3,2534,2431,350,0.4767638758,0.4573847601,0.0658513641,2398,2161,237,0.9011676397,0.0988323603,1605,0.4144074361,552,0.1038570085,4088,0.7691439323,30186
Arizona,13,Maricopa County,109200,3976,2166,1810,0.4552313883,0.5447686117,29.2,1692,2117,167,0.4255533199,0.532444668,0.0420020121,1519,1241,278,0.8169848585,0.1830151415,890,0.2993609149,718,0.180583501,2732,0.6871227364,15558
Arizona,13,Maricopa County,109300,5138,3247,1891,0.3680420397,0.6319579603,24.5,2666,2263,209,0.5188789412,0.4404437524,0.0406773063,1981,1654,327,0.8349318526,0.1650681474,1113,0.3015442969,663,0.1290385364,4150,0.8077072791,27938
Arizona,13,Maricopa County,109400,7577,4674,2903,0.3831331662,0.6168668338,27.3,3507,3415,655,0.4628480929,0.4507060842,0.0864458229,2556,2078,478,0.8129890454,0.1870109546,2097,0.3730652909,1320,0.1742114293,5407,0.7136069685,16315
Arizona,13,Maricopa County,109500,5283,3620,1663,0.3147832671,0.6852167329,34.8,2196,2592,495,0.4156729131,0.4906303237,0.0936967632,2385,2066,319,0.8662473795,0.1337526205,2049,0.5051775148,1237,0.2341472648,3666,0.6939239069,42125
Arizona,13,Maricopa County,109601,5901,3869,2032,0.3443484155,0.6556515845,25.8,2842,2760,299,0.4816132859,0.467717336,0.0506693781,2435,2185,250,0.8973305955,0.1026694045,1732,0.429244114,746,0.126419251,4536,0.768683274,35482
Arizona,13,Maricopa County,109602,6748,4296,2452,0.3633669235,0.6366330765,23.3,3649,2856,243,0.5407528156,0.4232365145,0.0360106698,2509,2293,216,0.9139099243,0.0860900757,1625,0.3690665455,705,0.1044754001,5322,0.7886781269,31966
Arizona,13,Maricopa County,109603,5422,3656,1766,0.3257100701,0.6742899299,24.7,2734,2447,241,0.5042419771,0.4513094799,0.044448543,2349,1974,375,0.840357599,0.159642401,1678,0.4480640854,568,0.1047583917,4513,0.8323496865,35558
Arizona,13,Maricopa County,109604,3936,2914,1022,0.2596544715,0.7403455285,27.6,1787,1853,296,0.4540142276,0.4707825203,0.075203252,1639,1438,201,0.8773642465,0.1226357535,1369,0.4732111994,543,0.1379573171,2977,0.756351626,29947
Arizona,13,Maricopa County,109701,8382,5655,2727,0.3253400143,0.6746599857,24.7,4283,3886,213,0.5109759007,0.463612503,0.0254115963,3715,3229,486,0.869179004,0.130820996,2435,0.4342785803,410,0.0489143403,7185,0.8571939871,24003
Arizona,13,Maricopa County,109702,5717,3648,2069,0.361903096,0.638096904,24.6,2914,2457,346,0.5097078888,0.4297708588,0.0605212524,2144,1813,331,0.8456156716,0.1543843284,1497,0.3584770115,811,0.1418576176,4502,0.7874759489,31475
Arizona,13,Maricopa County,109703,2914,2171,737,0.2534387895,0.7465612105,30.4,1252,1494,168,0.4296499657,0.5126973233,0.0576527111,1346,1152,188,0.8558692422,0.1396731055,955,0.4055201699,351,0.1204529856,2252,0.7728208648,36000
Arizona,13,Maricopa County,109704,2859,1719,1140,0.3987408185,0.6012591815,28.5,1335,1366,158,0.4669464848,0.4777894369,0.0552640783,1153,1092,61,0.947094536,0.052905464,1041,0.4924314097,287,0.1003847499,2348,0.821266177,41369
Arizona,13,Maricopa County,109705,2145,1443,702,0.3272727273,0.6727272727,25.5,1015,990,140,0.4731934732,0.4615384615,0.0652680653,959,845,114,0.8811261731,0.1188738269,717,0.4409594096,263,0.1226107226,1807,0.8424242424,41722
Arizona,13,Maricopa County,109801,4432,3163,1269,0.2863267148,0.7136732852,23.4,2392,1805,235,0.5397111913,0.407265343,0.0530234657,1686,1559,127,0.9246737841,0.0753262159,1403,0.4624258405,256,0.0577617329,3979,0.8977888087,32263
Arizona,13,Maricopa County,109802,5197,3177,2015,0.3880970724,0.6119029276,28.7,2229,2459,509,0.4289012892,0.4731575909,0.0979411199,2009,1847,162,0.9193628671,0.0806371329,2029,0.5252394512,883,0.1699057148,4199,0.8079661343,43163
Arizona,13,Maricopa County,109900,7314,4907,2407,0.3290948865,0.6709051135,23.5,3816,3067,431,0.5217391304,0.4193327864,0.0589280831,2397,2121,276,0.8848560701,0.1151439299,1642,0.332186931,661,0.090374624,6271,0.8573967733,27156
Arizona,13,Maricopa County,110001,3962,2628,1334,0.3366986371,0.6633013629,28.6,1789,1829,344,0.4515396265,0.4616355376,0.0868248359,1303,1188,115,0.9117421335,0.0882578665,1157,0.3760155996,624,0.157496214,3095,0.7811711257,33256
Arizona,13,Maricopa County,110002,3370,2289,1081,0.3207715134,0.6792284866,31.8,1401,1798,171,0.415727003,0.5335311573,0.0507418398,1093,974,119,0.8911253431,0.1088746569,979,0.3854330709,276,0.0818991098,2717,0.806231454,16745
Arizona,13,Maricopa County,110100,6298,3590,2708,0.4299777707,0.5700222293,26,3019,2902,377,0.4793585265,0.4607812004,0.0598602731,2155,1990,165,0.9234338747,0.0765661253,1767,0.395567495,332,0.0527151477,5701,0.9052080025,19276
Arizona,13,Maricopa County,110400,4728,4013,715,0.1512267343,0.8487732657,41.2,1304,2888,536,0.2758037225,0.6108291032,0.1133671743,2408,2199,209,0.9132059801,0.0867940199,1237,0.304679803,2706,0.5723350254,1422,0.3007614213,44429
Arizona,13,Maricopa County,110501,3116,2631,485,0.155648267,0.844351733,35.5,708,2191,217,0.2272143774,0.7031450578,0.0696405648,2286,2180,106,0.9536307962,0.0463692038,903,0.3103092784,2033,0.6524390244,428,0.1373555841,42046
Arizona,13,Maricopa County,110502,2494,1816,678,0.2718524459,0.7281475541,36.6,527,1657,310,0.2113071371,0.6643945469,0.124298316,1658,1470,188,0.8866103739,0.1133896261,831,0.3694975545,1197,0.4799518845,566,0.2269446672,39205
Arizona,13,Maricopa County,110600,4344,3443,901,0.207412523,0.792587477,40.1,1078,2725,541,0.2481583794,0.6273020258,0.1245395948,2474,2367,107,0.9567502021,0.0432497979,1210,0.3108941418,2111,0.4859576427,1125,0.2589779006,49318
Arizona,13,Maricopa County,110701,2641,2022,609,0.2314709236,0.7685290764,33.1,805,1580,256,0.3048087846,0.5982582355,0.0969329799,1407,1201,206,0.8535891969,0.1464108031,503,0.2297852901,980,0.3710715638,1210,0.458159788,32895
Arizona,13,Maricopa County,110702,4050,2941,1109,0.2738271605,0.7261728395,34.6,1303,2467,280,0.3217283951,0.6091358025,0.0691358025,2099,1910,189,0.9099571224,0.0900428776,1250,0.4005126562,1484,0.3664197531,2094,0.517037037,38274
Arizona,13,Maricopa County,110801,4868,3710,1158,0.2378800329,0.7621199671,35.6,1459,3102,307,0.2997124076,0.6372226787,0.0630649137,2949,2493,456,0.8453713123,0.1546286877,1099,0.2766171659,2215,0.4550123254,1505,0.3091618735,34759
Arizona,13,Maricopa County,110802,2304,1995,309,0.1341145833,0.8658854167,42.9,505,1478,321,0.2191840278,0.6414930556,0.1393229167,1245,1182,63,0.9493975904,0.0506024096,769,0.3921468638,1334,0.5789930556,833,0.3615451389,56458
Arizona,13,Maricopa County,110901,3469,2552,917,0.2643413087,0.7356586913,42.1,921,1953,595,0.2654943788,0.5629864514,0.1715191698,1722,1551,171,0.9006968641,0.0993031359,1028,0.3464779238,1829,0.5272412799,1296,0.3735946959,25647
Arizona,13,Maricopa County,110902,5490,3789,1701,0.3098360656,0.6901639344,32.4,2004,3211,275,0.3650273224,0.5848816029,0.0500910747,3050,2687,363,0.8809836066,0.1190163934,1142,0.2735984667,2486,0.4528233151,2555,0.4653916211,37384
Arizona,13,Maricopa County,111000,4790,4212,578,0.1206680585,0.8793319415,38.6,1382,2719,689,0.2885177453,0.5676409186,0.1438413361,2709,2603,106,0.9608711702,0.0391288298,1592,0.3795898903,2875,0.6002087683,1041,0.2173277662,61027
